Rk,Player,WAR▼,IP,Place,Season,Age,Team,Lg,W,L,W-L%,Dec,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,WAR,WAA,Pos,Player-additional
215,Yovani Gallardo,2.2,110.1,,2007,21,MIL,NL,9,5,.643,14,3.67,20,17,0,0,0,110.1,103,48,45,8,37,2,101,2,0,3,466,121,3.41,1.269,8.4,0.7,3.0,8.2,2.73,2.2,1.3,1,gallayo01
216,T.J. House,2.2,102.0,,2014,24,CLE,AL,5,3,.625,8,3.35,19,18,0,0,0,102.0,113,41,38,10,22,1,80,7,0,1,429,117,3.69,1.324,10.0,0.9,1.9,7.1,3.64,2.2,1.3,1,housetj01
217,Rick Langford,2.2,208.1,,1977,25,OAK,AL,8,19,.296,27,4.02,37,31,6,1,0,208.1,223,107,93,18,73,3,141,2,1,4,901,100,3.59,1.421,9.6,0.8,3.2,6.1,1.93,2.2,0.2,,langfri01
218,Vern Ruhle,2.2,190.0,,1975,24,DET,AL,11,12,.478,23,4.03,32,31,8,3,0,190.0,199,104,85,17,65,6,67,7,1,2,830,99,4.18,1.389,9.4,0.8,3.1,3.2,1.03,2.2,0.4,,ruhleve01
219,Ryan Rupe,2.2,142.1,,1999,24,TBD,AL,8,9,.471,17,4.55,24,24,0,0,0,142.1,136,81,72,17,57,2,97,12,1,4,614,108,4.78,1.356,8.6,1.1,3.6,6.1,1.70,2.2,0.8,1,rupery01
220,Michael Pineda,2.2,171.0,ROY-5,2011,22,SEA,AL,9,10,.474,19,3.74,28,28,0,0,0,171.0,133,76,71,18,55,1,173,5,0,9,696,101,3.42,1.099,7.0,0.9,2.9,9.1,3.15,2.2,0.5,1,pinedmi01
221,Willie Fraser,2.1,176.2,,1987,23,CAL,AL,10,10,.500,20,3.92,36,23,5,1,1,176.2,160,85,77,26,63,3,106,6,1,12,744,111,4.76,1.262,8.2,1.3,3.2,5.4,1.68,2.1,0.6,,frasewi01
222,Chuck James,2.1,119.0,,2006,24,ATL,NL,11,4,.733,15,3.78,25,18,0,0,0,119.0,101,54,50,20,47,2,91,6,0,2,504,118,5.14,1.244,7.6,1.5,3.6,6.9,1.94,2.1,1.2,1,jamesch03
223,Dakota Hudson,2.1,174.2,ROY-5,2019,24,STL,NL,16,7,.696,23,3.35,33,32,0,0,1,174.2,160,80,65,22,86,8,136,9,0,5,757,125,4.93,1.408,8.2,1.1,4.4,7.0,1.58,2.1,0.7,1,hudsoda02
224,Jared Jones,2.1,112.1,,2024,22,PIT,NL,6,7,.462,13,3.85,20,20,0,0,0,112.1,95,52,48,16,34,0,120,5,0,3,460,109,3.93,1.148,7.6,1.3,2.7,9.6,3.53,2.1,1.2,,jonesja09
225,Zach Davies,2.1,163.1,,2016,23,MIL,NL,11,7,.611,18,3.97,28,28,0,0,0,163.1,166,79,72,20,38,0,135,6,0,3,682,107,3.89,1.249,9.1,1.1,2.1,7.4,3.55,2.1,0.8,1,davieza02
226,Jaime Navarro,2.1,109.2,,1989,22,MIL,AL,7,8,.467,15,3.12,19,17,1,0,0,109.2,119,47,38,6,32,3,56,1,0,3,470,124,3.36,1.377,9.8,0.5,2.6,4.6,1.75,2.1,1.1,,navarja01
227,Dennis Blair,2.1,146.0,,1974,20,MON,NL,11,7,.611,18,3.27,22,22,4,1,0,146.0,113,61,53,7,72,4,76,5,2,4,623,118,3.74,1.267,7.0,0.4,4.4,4.7,1.06,2.1,0.9,1,blairde01
228,John Burkett,2.1,204.0,ROY-4,1990,25,SFG,NL,14,7,.667,21,3.79,33,32,2,0,1,204.0,201,92,86,18,61,7,118,4,3,3,857,96,3.75,1.284,8.9,0.8,2.7,5.2,1.93,2.1,0.4,1,burkejo03
229,Simeon Woods Richardson,2.1,128.0,,2024,23,MIN,AL,5,5,.500,10,4.08,26,26,0,0,0,128.0,114,59,58,14,46,0,109,3,0,3,540,103,4.04,1.250,8.0,1.0,3.2,7.7,2.37,2.1,1.0,,woodssi01
230,Mark Gardner,2.1,152.2,,1990,28,MON,NL,7,9,.438,16,3.42,27,26,3,3,0,152.2,129,62,58,13,61,5,135,9,4,2,642,107,3.52,1.245,7.6,0.8,3.6,8.0,2.21,2.1,0.8,1,gardnma01
231,Brian Kingman,2.1,112.2,,1979,25,OAK,AL,8,7,.533,15,4.31,18,17,5,1,0,112.2,113,59,54,10,33,1,58,3,0,10,481,94,3.81,1.296,9.0,0.8,2.6,4.6,1.76,2.1,1.0,,kingmbr01
232,Bobby Miller,2.1,124.1,,2023,24,LAD,NL,11,4,.733,15,3.76,22,22,0,0,0,124.1,105,53,52,12,32,0,119,6,0,10,505,116,3.51,1.102,7.6,0.9,2.3,8.6,3.72,2.1,1.0,,millebo06
233,Jason Jennings,2.1,185.1,ROY-1,2002,23,COL,NL,16,8,.667,24,4.52,32,32,0,0,0,185.1,201,102,93,26,70,2,127,8,0,10,808,106,4.68,1.462,9.8,1.3,3.4,6.2,1.81,2.1,0.6,1,jennija01
234,Paul Maholm,2.1,176.0,,2006,24,PIT,NL,8,10,.444,18,4.76,30,30,0,0,0,176.0,202,98,93,19,81,6,117,12,1,3,788,94,4.81,1.608,10.3,1.0,4.1,6.0,1.44,2.1,0.7,1,maholpa01
235,Lance McCullers Jr.,2.1,125.2,,2015,21,HOU,AL,6,7,.462,13,3.22,22,22,1,0,0,125.2,106,49,45,10,43,2,129,5,1,8,520,121,3.26,1.186,7.6,0.7,3.1,9.2,3.00,2.1,0.9,1,mcculla02
236,Tony Cingrani,2.0,104.2,,2013,23,CIN,NL,7,4,.636,11,2.92,23,18,0,0,0,104.2,72,37,34,14,43,1,120,2,0,4,420,130,3.78,1.099,6.2,1.2,3.7,10.3,2.79,2.0,1.2,1/H,cingrto01
237,Chris Archer,2.0,128.2,ROY-3,2013,24,TBR,AL,9,7,.563,16,3.22,23,23,2,2,0,128.2,107,49,46,15,38,2,101,8,0,7,525,120,4.07,1.127,7.5,1.0,2.7,7.1,2.66,2.0,0.9,1,archech01
238,Tommy Milone,2.0,190.0,,2012,25,OAK,AL,13,10,.565,23,3.74,31,31,1,0,0,190.0,207,90,79,24,36,2,137,4,0,2,791,104,3.93,1.279,9.8,1.1,1.7,6.5,3.81,2.0,0.2,1,milonto01
239,Lee Tunnell,2.0,177.2,ROY-9,1983,22,PIT,NL,11,6,.647,17,3.65,35,25,5,3,0,177.2,167,81,72,15,58,3,95,2,5,11,731,102,3.80,1.266,8.5,0.8,2.9,4.8,1.64,2.0,0.5,1,tunnele01
240,Eric Milton,2.0,172.1,,1998,22,MIN,AL,8,14,.364,22,5.64,32,32,1,0,0,172.1,195,113,108,25,70,0,107,2,0,1,772,84,5.04,1.538,10.2,1.3,3.7,5.6,1.53,2.0,0.3,1,miltoer01
241,Damian Moss,2.0,179.0,ROY-5,2002,25,ATL,NL,12,6,.667,18,3.42,33,29,0,0,0,179.0,140,80,68,20,89,5,111,6,2,13,743,122,4.77,1.279,7.0,1.0,4.5,5.6,1.25,2.0,0.6,1,mossda01
242,Hunter Greene,2.0,125.2,,2022,22,CIN,NL,5,13,.278,18,4.44,24,24,1,1,0,125.2,104,64,62,24,48,0,164,10,0,4,531,98,4.37,1.210,7.4,1.7,3.4,11.7,3.42,2.0,0.9,,greenhu01
243,Jon Gray,2.0,168.0,ROY-6,2016,24,COL,NL,10,10,.500,20,4.61,29,29,1,1,0,168.0,153,92,86,18,59,2,185,12,0,7,712,105,3.60,1.262,8.2,1.0,3.2,9.9,3.14,2.0,0.6,1,grayjo02
244,Kenshin Kawakami,2.0,156.1,,2009,34,ATL,NL,7,12,.368,19,3.86,32,25,0,0,1,156.1,153,73,67,15,57,6,105,6,1,8,669,107,4.21,1.343,8.8,0.9,3.3,6.0,1.84,2.0,0.8,1/H,kawakke01
245,Mike Krukow,2.0,172.0,,1977,25,CHC,NL,8,14,.364,22,4.40,34,33,1,1,0,172.0,195,96,84,16,61,8,106,3,4,6,767,100,3.83,1.488,10.2,0.8,3.2,5.5,1.74,2.0,0.6,1,krukomi01
246,Greg Smith,2.0,190.1,,2008,24,OAK,AL,7,16,.304,23,4.16,32,32,2,0,0,190.1,169,92,88,21,87,5,111,3,1,5,800,99,4.82,1.345,8.0,1.0,4.1,5.2,1.28,2.0,0.2,1,smithgr02
247,Tyler Matzek,2.0,117.2,,2014,23,COL,NL,6,11,.353,17,4.05,20,19,1,1,0,117.2,120,53,53,9,44,1,91,3,0,3,503,105,3.78,1.394,9.2,0.7,3.4,7.0,2.07,2.0,1.0,1/H,matzety01
248,Trevor Bauer,1.9,153.0,,2014,23,CLE,AL,5,8,.385,13,4.18,26,26,0,0,0,153.0,151,76,71,16,60,4,143,11,0,6,663,94,4.01,1.379,8.9,0.9,3.5,8.4,2.38,1.9,0.6,1,bauertr01
249,John Dopson,1.9,168.2,,1988,24,MON,NL,3,11,.214,14,3.04,26,26,1,0,0,168.2,150,69,57,15,58,3,101,1,1,3,704,118,3.78,1.233,8.0,0.8,3.1,5.4,1.74,1.9,0.5,1,dopsojo01
250,Nate Karns,1.9,147.0,,2015,27,TBR,AL,7,5,.583,12,3.67,27,26,0,0,0,147.0,132,62,60,19,56,1,145,5,0,15,621,106,4.09,1.279,8.1,1.2,3.4,8.9,2.59,1.9,0.6,1,karnsna01
251,Gavin Stone,1.9,140.1,,2024,25,LAD,NL,11,5,.688,16,3.53,25,25,1,1,0,140.1,133,55,55,18,37,0,116,2,0,9,580,112,4.02,1.211,8.5,1.2,2.4,7.4,3.14,1.9,0.8,,stonega01
252,Josh Collmenter,1.9,154.1,ROY-5,2011,25,ARI,NL,10,10,.500,20,3.38,31,24,0,0,0,154.1,137,61,58,17,28,2,100,5,1,1,621,117,3.80,1.069,8.0,1.0,1.6,5.8,3.57,1.9,0.7,1,collmjo01
253,Miguel Asencio,1.9,123.1,,2002,21,KCR,AL,4,7,.364,11,5.11,31,21,0,0,0,123.1,136,73,70,17,64,2,58,3,0,7,557,97,5.44,1.622,9.9,1.2,4.7,4.2,0.91,1.9,0.8,1,asencmi01
254,Don Wengert,1.9,161.1,,1996,26,OAK,AL,7,11,.389,18,5.58,36,25,1,1,0,161.1,200,102,100,29,60,5,75,6,0,4,725,92,5.81,1.612,11.2,1.6,3.3,4.2,1.25,1.9,0.4,,wengedo01
255,Andrew Heaney,1.9,105.2,,2015,24,LAA,AL,6,4,.600,10,3.49,18,18,0,0,0,105.2,99,41,41,9,28,1,78,6,0,4,438,108,3.73,1.202,8.4,0.8,2.4,6.6,2.79,1.9,0.9,1,heanean01
256,Guillermo Moscoso,1.9,128.0,,2011,27,OAK,AL,8,10,.444,18,3.38,23,21,0,0,0,128.0,102,59,48,14,38,1,74,2,1,0,526,119,4.23,1.094,7.2,1.0,2.7,5.2,1.95,1.9,0.7,1,moscogu01
257,Walt Terrell,1.9,133.2,,1983,25,NYM,NL,8,8,.500,16,3.57,21,20,4,2,0,133.2,123,57,53,7,55,7,59,2,0,5,561,102,3.83,1.332,8.3,0.5,3.7,4.0,1.07,1.9,0.7,1,terrewa01
