awardID,yearID,lgID,playerID,pointsWon,pointsMax,votesFirst,unanimous,rookie_of_the_year
Rookie of the Year,2014,AL,mchugco01,21,150,0,0,0
Rookie of the Year,2014,AL,tanakma01,16,150,0,0,0
Rookie of the Year,2014,NL,wongko01,14,150,0,0,0
Rookie of the Year,2014,AL,ventuyo01,9,150,0,0,0
Rookie of the Year,2014,NL,gileske01,8,150,0,0,0
Rookie of the Year,2014,NL,inciaen01,4,150,0,0,0
Rookie of the Year,2014,AL,santada01,3,150,0,0,0
Rookie of the Year,2014,NL,panikjo01,3,150,0,0,0
Rookie of the Year,2014,NL,darnatr01,2,150,0,0,0
Rookie of the Year,2014,NL,familje01,2,150,0,0,0
Rookie of the Year,2014,NL,hendrky01,2,150,0,0,0
Rookie of the Year,2014,AL,casteni01,1,150,0,0,0
Rookie of the Year,2014,AL,holtbr01,1,150,0,0,0
Rookie of the Year,2014,AL,odorija01,1,150,0,0,0
Rookie of the Year,2014,AL,springe01,1,150,0,0,0
Rookie of the Year,2014,NL,anderch01,1,150,0,0,0
Rookie of the Year,2015,AL,lindofr01,109,150,13,0,0
Rookie of the Year,2015,NL,duffyma01,70,150,0,0,0
Rookie of the Year,2015,NL,kangju01,28,150,0,0,0
Rookie of the Year,2015,AL,sanomi01,20,150,0,0,0
Rookie of the Year,2015,NL,syndeno01,16,150,0,0,0
Rookie of the Year,2015,AL,osunaro01,8,150,0,0,0
Rookie of the Year,2015,AL,burnsbi02,6,150,0,0,0
Rookie of the Year,2015,NL,bourju01,4,150,0,0,0
Rookie of the Year,2015,AL,rosared01,2,150,0,0,0
Rookie of the Year,2015,AL,deshide02,1,150,0,0,0
Rookie of the Year,2015,NL,pederjo01,1,150,0,0,0
Rookie of the Year,2015,NL,piscost01,1,150,0,0,0
Rookie of the Year,2016,AL,sanchga02,91,150,4,0,0
Rookie of the Year,2016,NL,turnetr01,42,150,0,0,0
Rookie of the Year,2016,NL,maedake01,37,150,0,0,0
Rookie of the Year,2016,NL,storytr01,24,150,0,0,0
Rookie of the Year,2016,AL,naquity01,20,150,0,0,0
Rookie of the Year,2016,NL,diazal02,14,150,0,0,0
Rookie of the Year,2016,AL,devench02,7,150,0,0,0
Rookie of the Year,2016,AL,diazed04,4,150,0,0,0
Rookie of the Year,2016,AL,mazarno01,4,150,0,0,0
Rookie of the Year,2016,AL,anderti01,2,150,0,0,0
Rookie of the Year,2016,NL,grayjo02,1,150,0,0,0
Rookie of the Year,2016,NL,matzst01,1,150,0,0,0
Rookie of the Year,2016,NL,ohse01,1,150,0,0,0
Rookie of the Year,2017,AL,beninan01,75,150,0,0,0
Rookie of the Year,2017,NL,dejonpa01,56,150,0,0,0
Rookie of the Year,2017,NL,belljo02,32,150,0,0,0
Rookie of the Year,2017,AL,mancitr01,31,150,0,0,0
Rookie of the Year,2017,NL,hoskirh01,12,150,0,0,0
Rookie of the Year,2017,NL,marquge01,10,150,0,0,0
Rookie of the Year,2017,AL,gourryu01,5,150,0,0,0
Rookie of the Year,2017,AL,olsonma02,5,150,0,0,0
Rookie of the Year,2017,NL,margoma01,5,150,0,0,0
Rookie of the Year,2017,AL,montgjo01,4,150,0,0,0
Rookie of the Year,2017,NL,freelky01,3,150,0,0,0
Rookie of the Year,2017,NL,castilu02,1,150,0,0,0
Rookie of the Year,2017,NL,happia01,1,150,0,0,0
Rookie of the Year,2018,AL,andujmi01,89,150,5,0,0
Rookie of the Year,2018,NL,sotoju01,89,150,2,0,0
Rookie of the Year,2018,NL,buehlwa01,28,150,1,0,0
Rookie of the Year,2018,AL,torregl01,25,150,0,0,0
Rookie of the Year,2018,AL,wendljo01,17,150,0,0,0
Rookie of the Year,2018,NL,anderbr06,4,150,0,0,0
Rookie of the Year,2018,NL,flaheja01,2,150,0,0,0
Rookie of the Year,2018,AL,palkada01,1,150,0,0,0
Rookie of the Year,2018,AL,yarbrry01,1,150,0,0,0
Rookie of the Year,2018,NL,baderha01,1,150,0,0,0
Rookie of the Year,2018,NL,hiranyo01,1,150,0,0,0
Rookie of the Year,2018,NL,mcneije01,1,150,0,0,0
Rookie of the Year,2019,NL,sorokmi01,82,150,1,0,0
Rookie of the Year,2019,AL,meansjo01,53,150,0,0,0
Rookie of the Year,2019,AL,lowebr01,27,150,0,0,0
Rookie of the Year,2019,NL,tatisfe02,26,150,0,0,0
Rookie of the Year,2019,AL,jimenel02,20,150,0,0,0
Rookie of the Year,2019,NL,reynobr01,9,150,0,0,0
Rookie of the Year,2019,AL,biggica01,7,150,0,0,0
Rookie of the Year,2019,AL,arraelu01,5,150,0,0,0
Rookie of the Year,2019,AL,guerrvl02,5,150,0,0,0
Rookie of the Year,2019,NL,hudsoda02,4,150,0,0,0
Rookie of the Year,2019,AL,mercaos01,3,150,0,0,0
Rookie of the Year,2019,NL,roblevi01,1,150,0,0,0
Rookie of the Year,2020,AL,roberlu01,83,150,0,0,0
Rookie of the Year,2020,NL,bohmal01,74,150,9,0,0
Rookie of the Year,2020,NL,croneja01,74,150,6,0,0
Rookie of the Year,2020,AL,javiecr01,11,150,0,0,0
Rookie of the Year,2020,NL,gonsoto01,11,150,1,0,0
Rookie of the Year,2020,NL,maydu01,8,150,0,0,0
Rookie of the Year,2020,AL,castrwi01,7,150,0,0,0
Rookie of the Year,2020,AL,murphse01,7,150,0,0,0
Rookie of the Year,2020,AL,karinja01,5,150,0,0,0
Rookie of the Year,2020,NL,hayeske01,5,150,0,0,0
Rookie of the Year,2020,AL,walshja01,4,150,0,0,0
Rookie of the Year,2020,AL,luzarje01,1,150,0,0,0
Rookie of the Year,2020,AL,mountry01,1,150,0,0,0
Rookie of the Year,2020,AL,singebr01,1,150,0,0,0
Rookie of the Year,2020,NL,anderia01,1,150,0,0,0
Rookie of the Year,2020,NL,gimenan01,1,150,0,0,0
Rookie of the Year,2020,NL,sanchsi01,1,150,0,0,0
Rookie of the Year,2021,NL,rogertr01,86,150,1,0,0
Rookie of the Year,2021,AL,garcilu05,63,150,2,0,0
Rookie of the Year,2021,AL,francwa01,30,150,2,0,0
Rookie of the Year,2021,AL,garciad02,27,150,3,0,0
Rookie of the Year,2021,NL,carlsdy01,22,150,0,0,0
Rookie of the Year,2021,AL,claseem01,11,150,1,0,0
Rookie of the Year,2021,AL,mountry01,10,150,0,0,0
Rookie of the Year,2021,NL,wisdopa01,5,150,0,0,0
Rookie of the Year,2021,AL,mcclash01,3,150,0,0,0
Rookie of the Year,2021,NL,anderia01,3,150,0,0,0
Rookie of the Year,2021,AL,manoaal01,2,150,0,0,0
Rookie of the Year,2021,NL,schwifr01,2,150,0,0,0
Rookie of the Year,2021,NL,stephty01,2,150,0,0,0
Rookie of the Year,2021,NL,bednada01,1,150,0,0,0
Rookie of the Year,2021,NL,gutievl01,1,150,0,0,0
Rookie of the Year,2022,NL,stridsp01,103,150,8,0,0
Rookie of the Year,2022,AL,rutscad01,68,150,1,0,0
Rookie of the Year,2022,AL,kwanst01,44,150,0,0,0
Rookie of the Year,2022,NL,donovbr01,22,150,0,0,0
Rookie of the Year,2022,AL,wittbo02,7,150,0,0,0
Rookie of the Year,2022,NL,mccarja02,4,150,0,0,0
Rookie of the Year,2022,NL,diazal03,3,150,0,0,0
Rookie of the Year,2022,AL,penaje02,2,150,0,0,0
Rookie of the Year,2022,NL,cruzon01,2,150,0,0,0
Rookie of the Year,2022,NL,lodolni01,2,150,0,0,0
Rookie of the Year,2022,AL,kirbyge01,1,150,0,0,0
Rookie of the Year,2023,NL,sengako01,71,150,0,0,0
Rookie of the Year,2023,AL,bibeeta01,67,150,0,0,0
Rookie of the Year,2023,AL,casastr01,25,150,0,0,0
Rookie of the Year,2023,NL,outmaja01,20,150,0,0,0
Rookie of the Year,2023,NL,jonesno01,17,150,0,0,0
Rookie of the Year,2023,AL,jungjo01,16,150,0,0,0
Rookie of the Year,2023,AL,diazya02,6,150,0,0,0
Rookie of the Year,2023,NL,mclaima01,5,150,0,0,0
Rookie of the Year,2023,NL,steersp01,4,150,0,0,0
Rookie of the Year,2023,AL,yoshima02,3,150,0,0,0
Rookie of the Year,2023,AL,julieed01,2,150,0,0,0
Rookie of the Year,2023,AL,volpean01,1,150,0,0,0
Rookie of the Year,2023,NL,bailepa01,1,150,0,0,0
Rookie of the Year,2023,NL,delacel01,1,150,0,0,0
Rookie of the Year,2023,NL,perezeu02,1,150,0,0,0
