Season,Name,Team,G,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,SV,BS,SD,MD,WAR,NameASCII,PlayerId,MLBAMID
1986,"Paul Assenmacher","ATL",61,68.1,56,2.5024397694478164,62.89041621790318,3.224669976509629,82.3970888980661,-0.7222302070618127,121.30177676877072,83.9373740791443,94.27580043794833,95.8650660858256,123.97146145548801,102.20085407674804,0.10452962,-0.09283807873725891,0.08481459319591522,-0.16446763940626974,7,,14,12,0.849987804889679,"Paul Assenmacher",1000344,110358
2010,"Alexi Ogando","TEX",44,41.2,39,1.2960006723636301,29.197288695946444,3.0538424138488707,69.9172611227116,-1.7578417414852405,115.44380913838015,43.75186725536812,79.23474838025781,83.79183542011233,128.5320341161258,111.33730603716228,0.13450292,0.442755788564682,1.0604307651519775,-0.6016003100214335,0,2,9,4,0.8496295213699341,"Alexi Ogando",10261,468396
2019,"Brett Martin","TEX",49,60.2,59,4.153845805589797,82.42598223233287,3.6096138381451315,75.94866893451415,0.5442319674446656,137.51088911550775,71.7125726583535,106.34858835970627,101.52129041645071,97.21452150563921,70.6958769811386,0.16104869,0.332241952419281,0.6789200305938721,-0.236973064594507,0,1,9,7,0.8474358320236206,"Brett Martin",17369,656685
2019,"Ryne Harper","MIN",61,54.1,50,3.809817377501834,82.27680496835762,3.6557274325198152,79.93379321606687,0.15408994498201878,186.45544286848508,80.07174359054437,100.1329294780328,87.40635174115684,97.76375633399772,52.43277545717123,0.17777778,-1.1033899784088135,0.5098589658737183,-1.6144533362876166,1,3,17,14,0.846757173538208,"Ryne Harper",12680,607560
2004,"Jason Frasor","TOR",63,68.1,54,4.0829285007463225,85.7529515373724,3.898050225386799,84.39631031234438,0.1848782753595235,77.76628789611148,45.744854532166315,92.57976991301146,103.34913314221971,109.91758498624247,141.34348167351038,0.06020067,1.496880054473877,0.7023804187774658,0.2978132995859837,17,2,28,9,0.8327930569648743,"Jason Frasor",1906,430630
2015,"Andrew Chafin","ARI",66,75,58,2.760000561523552,67.11941489214517,3.3469271267361203,85.25238879241293,-0.5869265652125684,72.28021959470989,36.880401540798744,81.1310987829881,88.28124560322391,91.59077807541931,126.71623851768143,0.09150327,1.1453101634979248,1.7062636613845825,-0.7517481023036302,2,0,18,13,0.8316137790679932,"Andrew Chafin",12988,605177
2017,"Emilio Pagán","SEA",34,50.1,56,3.2185431276673357,76.52997324034537,3.2768449952385836,75.91301314436531,-0.05830186757124789,270.96659991282223,95.65145456196717,82.89758858868976,70.0838667497413,132.41609937541273,48.86804986313821,0.24489796,-0.25565406680107117,0.44921669363975525,-0.7709226633418934,0,1,9,6,0.8222033381462097,"Emilio Pagan",14771,641941
1989,"Kenny Rogers","TEX",73,73.2,63,2.9321274053959163,74.3492068533554,3.2784778956887295,85.64677258858937,-0.3463504902928132,88.77277256599483,31.891239571815248,87.46932063635283,102.14756599978479,140.6612543908349,158.45088460451427,0.06687898,0.8356859683990479,0.8257474899291992,-0.04887092680999128,2,,22,12,0.8210161924362183,"Kenny Rogers",1277,121386
2022,"Jason Foley","DET",60,60.1,43,3.8784536108612415,100.49582057808388,2.7643646519705327,70.35308732733077,1.1140889588907088,141.20791987918494,27.710428618433124,124.01801115365096,109.82432057756513,75.60342707341316,53.54050034725578,0.125,0.49831557273864746,0.4686245024204254,0.45330275701785316,0,1,9,7,0.8160339593887329,"Jason Foley",19531,671345
2023,"Lucas Erceg","OAK",50,55,68,4.745455532862341,115.13431572087946,3.3095858253920403,80.08134554601696,1.4358697074703004,69.46945230344387,13.366993849764377,100.4551329621128,121.82585816340352,116.80218558334721,168.13460476415804,0.12749004,0.400760293006897,0.15027785301208496,0.1609721851787172,0,2,20,9,0.8086230754852295,"Lucas Erceg",19360,668674
2015,"Yimi García","LAD",58,54.2,66,3.128049799121233,83.74160531284677,3.0421303055812507,80.04787876629949,0.0859194935399823,246.7497152106906,118.062275456544,78.50475779493922,70.41719614260897,148.33739850299844,60.11654031274559,0.26046512,-1.7659220695495605,0.8015022277832031,-2.4315869483207506,1,5,13,11,0.794915497303009,"Yimi Garcia",12095,554340
1996,"Francisco Cordova","PIT",53,66.1,70,4.206030473260964,97.40328445043751,3.5936834611066955,83.20010719107329,0.6123470121542685,215.16441714324105,123.99905292348193,99.09234562964355,90.99516235350274,143.46806690107664,66.67834923602986,0.19285714,-1.509324073791504,-0.09042709320783615,-1.17368562764523,12,,13,12,0.7920195460319519,"Francisco Cordova",1002623,112681
2012,"Addison Reed","CHW",62,55,54,4.745456191134433,112.08484220274606,3.6399068296448918,84.56587298060944,1.1055493614895409,122.34456331980692,90.21237914396004,104.04453383686307,104.292012112358,116.72837610144937,95.40953145486768,0.1512605,1.372056007385254,0.31002700328826904,0.3795363594417923,29,4,28,9,0.7905486822128296,"Addison Reed",10586,592665
2013,"Will Harris","ARI",61,52.2,53,2.9050642730833567,74.62951779432055,2.744056804797837,72.51861773789092,0.16100746828551982,140.34957884290006,57.828472003838016,101.26197094892598,96.29816751475573,123.89644977065079,88.27703454877836,0.17511521,0.556194007396698,0.570737361907959,0.09435942023622668,0,1,14,8,0.7834262251853943,"Will Harris",3192,501789
1975,"Rick Baldwin","NYM",54,97.1,54,3.3287675581589213,95.38180627604353,3.1831788207917002,90.22119645664398,0.1455887373672211,109.14759150244045,58.160856227911964,101.69689268331335,98.96254210513031,98.71766625951804,90.44420394188477,0.04784689,-0.8296501636505127,-0.06427637487649918,-0.6792473151050367,6,,14,14,0.7805109620094299,"Rick Baldwin",1000487,110508
1975,"Dyar Miller","BAL",30,46.1,33,2.7194249828523835,75.4513274374786,3.040525829127538,81.70671010256531,-0.32110084627515434,145.05112649655857,76.3439569119911,75.37484612322976,76.04225358851934,139.49316604419252,96.168281363887,0.09239131,0.5163958668708801,0.7787494659423828,-0.4353550856704889,8,,11,8,0.779167652130127,"Dyar Miller",1008889,119066
1982,"Luis DeLeon","SDP",61,102,60,2.0294119165018056,58.74933119048632,3.3146317630124007,94.02220419890466,-1.285219846510595,217.1359214454965,132.40452480390744,81.96113394264749,69.39733635777048,110.68259708998016,50.97387587500671,0.11282051,1.2138079404830933,1.453138828277588,-0.6730227734610019,15,,25,17,0.7760776281356812,"Luis DeLeon",1003169,113230
2024,"Bryan Hudson","MIL",43,62.1,62,1.7326204622336372,41.82353148754074,3.608827360584044,87.87437966705423,-1.876206898350407,132.94385345814354,90.13310572109636,54.15990487940696,55.978941586019026,120.13027165146102,90.36165680225918,0.1948052,2.702282190322876,1.7305442094802856,0.4413679297956641,0,3,26,6,0.768014669418335,"Bryan Hudson",19924,663542
2009,"Matt Daley","COL",57,51,55,4.23529475123009,91.66549717465855,3.646103449282133,81.91692687276355,0.5891913019479573,151.52735224060635,106.65189645576459,88.61505388082276,86.78714214181016,142.67980120577172,94.16108640436124,0.17535545,0.11296994239091873,0.3493660092353821,-0.2252578405428755,0,3,13,9,0.765405535697937,"Matt Daley",7952,457935
2018,"Víctor Arano","PHI",60,59.1,60,2.7303378393278637,67.87517723254224,3.3626788231327662,80.14947971169727,-0.6323409838049026,136.20383854482816,83.20241566507991,97.89504726407958,92.35380629671126,108.79490158729732,79.8765273438113,0.17479675,0.7611060738563538,0.0010476415045559406,0.6885213301298477,3,2,15,7,0.7615536451339722,"Victor Arano",15915,644364
2007,"Chris Schroder","WSN",37,45.1,43,3.176472281090606,74.51471404355004,3.0410756231178726,69.56983399030862,0.13539665797273326,143.175899016204,37.97179382766153,78.56600353080808,80.29862482884191,130.72543300146066,91.30407600267422,0.14583333,-0.0021739176008850336,0.4268251359462738,-0.43098691377058546,0,0,6,5,0.7604942321777344,"Chris Schroder",3553,456744
2017,"Trevor Hildenberger","MIN",37,42,44,3.2142874659333724,72.77569642580647,3.014782473505717,68.06518371021872,0.1995049924276553,283.8697713243392,65.50284419497325,94.40228597936368,78.62841146136624,119.95340777854004,42.2564899504045,0.22352941,0.9745319485664368,0.6697890162467957,0.26200577605329933,1,2,9,6,0.760335385799408,"Trevor Hildenberger",17002,657610
2016,"Sammy Solís","WSN",37,41,47,2.414634595663414,56.875753163161555,2.7807066562273484,67.50998421668022,-0.36607206056393427,88.53504981082332,19.774086620052614,82.66371038201078,95.56833800385515,128.22589034840368,144.83066565091718,0.15116279,0.24430613219738007,0.6590576171875,-0.40095062308303775,0,1,9,6,0.7583535313606262,"Sammy Solis",11457,519301
1995,"Brad Clontz","ATL",59,69,55,3.6521751245167358,86.53074031192315,3.581557975689773,83.45367255051946,0.07061714882696268,125.25358728165602,68.25279880059581,102.37856232347393,97.92513796504082,109.02206148263336,87.04107070954741,0.11186441,0.4923999607563019,0.5442327857017517,-0.03504614983615639,4,,13,10,0.7555825710296631,"Brad Clontz",1002360,112413
2003,"Javier López","COL",75,58.1,40,3.702859402903165,75.10863875530266,3.597236618914134,77.46816699818069,0.10562278398903135,171.45201398514428,73.17645720644178,99.97343048059733,86.85378760396159,96.77838150654028,56.44633655735374,0.11570248,1.4142359495162964,1.4078468084335327,0.41027037861269355,1,1,16,6,0.7464727759361267,"Javier Lopez",1663,425657
2015,"Hunter Strickland","SFG",55,51.1,50,2.454545880152248,65.61698360685612,2.899827475699786,79.02691128707772,-0.445281595547538,186.93160243234135,71.84493590717737,75.67595506992603,65.9909623379754,126.49746394861876,67.67045123888946,0.20942408,1.1934919357299805,1.2422252893447876,-0.26254738994231686,0,2,19,6,0.7440182566642761,"Hunter Strickland",7836,519326
2007,"Andrew Brown","OAK",33,41.2,43,4.536002353272705,103.1818013189066,2.927604978820717,67.09657652340543,1.6083973744519882,126.36866302075708,21.466322152025757,90.72666368019529,93.50351227863452,142.1987422001868,112.5269008841489,0.14606742,-0.5965240597724915,0.5568242073059082,-1.175524612965872,0,2,7,5,0.7427127361297607,"Andrew Brown",2115,408046
1991,"Calvin Jones","SEA",27,46.1,42,2.525180964926725,61.04011533945688,2.985227184074549,73.8419413278591,-0.46004621914782406,86.48927942615526,0,78.75110646638824,97.66791545467537,146.0219551676825,168.8324397090611,0.06701031,0.47845399379730225,0.8665286898612976,-0.49732589229826457,2,,8,6,0.7412320971488953,"Calvin Jones",1006534,116665
2021,"Connor Brogdon","PHI",55,56.2,50,3.494118509523809,82.82017656653548,3.7347401442082626,85.7556869386379,-0.2406216346844534,111.92370498852091,77.61665603911649,91.05485839643495,85.97557185206632,93.25575353359386,83.3208248548611,0.14347826,0.5368021130561829,0.4793585538864136,0.0125307745170547,1,4,16,7,0.7394885420799255,"Connor Brogdon",21205,641401
2011,"Rex Brothers","COL",48,40.2,59,2.8770504397628707,65.57003674859597,2.8778452375888928,69.9605704885689,-0.0007947978260220978,126.39276317173882,98.2085900589906,87.38904414757278,99.59371439674177,179.9902167517844,142.4054700250465,0.22674419,0.44983601570129395,0.4706146717071533,-0.08875576720512196,1,2,15,7,0.734403669834137,"Rex Brothers",9794,571521
1982,"Eric Show","SDP",33,61,43,1.622951022657929,46.98271768327045,2.9297072833470557,83.20653696173372,-1.3067562606891268,124.49126162875133,66.41932233916188,78.3616788122202,81.10424170339019,124.74107225267899,100.20066296426502,0.09274194,1.2268198728561401,0.7125085592269897,0.3395607016612301,3,,11,5,0.7332026958465576,"Eric Show",1011937,122197
1997,"Mike DeJean","COL",55,67.2,38,3.9901479332138563,77.06425470946029,3.9515761992680805,83.76610792665574,0.03857173394577584,79.76436155223531,55.12795958093001,107.7959770338096,104.7819164698901,72.64579054110622,91.07550445270329,0.04745763,0.2041720449924469,0.12948733568191528,0.09121275910711082,2,,17,10,0.7325302362442017,"Mike DeJean",682,113211
2013,"AJ Ramos","MIA",68,80,86,3.1500003004074384,85.63348101492186,3.2353543937206286,88.56009074856689,-0.08535409331319022,79.44315784309845,50.760535331084164,80.18012716775027,98.50806309765949,129.0697522234216,162.46805028631852,0.12721894,0.8836700320243835,0.604831337928772,0.2727600254324981,0,4,23,10,0.7262154221534729,"AJ Ramos",8350,573109
2018,"Adam Cimber","- - -",70,68.1,58,3.4243914546210616,84.33699101689673,3.4238463030536894,82.49642523248876,0.0005451515673722263,131.22779472245426,56.5150607486377,106.72369781370601,95.53640702265344,91.25724653286878,70.420492811752,0.1443662,-1.1819980442523956,0.4260783791542053,-1.6508589556719901,0,1,16,10,0.7207007110118866,"Adam Cimber",15288,643256
2010,"Ryan Webb","SDP",54,59,44,2.8983054595307767,78.1626404857411,2.8236051052885776,73.41609824454804,0.07470035424219912,103.93931736045465,16.33936167412519,109.00011255394182,104.38423341884689,90.87039078358859,87.42638986109998,0.09881423,0.47469598054885864,0.5679446458816528,-0.06357429114692192,0,2,10,9,0.7202367782592773,"Ryan Webb",7474,444436
2005,"Gary Majewski","WSN",79,86,50,2.9302328180918864,72.10687961602518,3.6944498305581264,89.80380240107148,-0.76421701246624,67.76027210018975,20.493149753441937,93.27206219215643,98.87416046685419,78.62179561587034,116.02933091011877,0.03457447,1.3289960622787476,0.6611301898956299,0.3149327569241097,1,4,28,11,0.7197587490081787,"Gary Majewski",2131,400008
1981,"Danny Boone","SDP",37,63.1,43,2.8421049778481557,85.23086788598403,2.69497582337863,80.66331858576868,0.14712915446952568,132.81066970507288,51.10313072933158,105.39583393910546,101.20752986854657,127.06765406101097,95.67579129296264,0.08396947,-0.027868004515767097,-0.2789318561553955,0.24740259770211426,2,,7,9,0.7139690518379211,"Danny Boone",1001185,111215
2007,"Justin Hampson","SDP",39,53.1,34,2.6999994850159674,66.88149280320836,3.2771051335334795,75.44821507049502,-0.5771056485175121,106.13329726053105,16.13800069815472,91.66033745260943,85.6518045003799,90.62075234858898,85.38390218427824,0.08219178,0.24868392944335938,0.7903415560722351,-0.45697623566200046,0,0,6,4,0.7108988165855408,"Justin Hampson",2209,430618
1992,"Paul Quantrill","BOS",27,49.1,24,2.189189584173437,52.76837710927681,3.046831794547904,76.83690776215204,-0.857642210374467,101.06920255109553,23.202386021573883,109.68511656682387,104.09674261532902,80.27291098575773,79.42371510322344,0.04225352,-1.1304360628128052,-0.08718940615653992,-0.9068822992460472,1,,3,8,0.7064689993858337,"Paul Quantrill",669,120824
1986,"Charlie Kerfeld","HOU",61,93.2,77,2.5943065428858256,73.0364815396396,3.230086125201398,91.28517069045576,-0.6357795823155725,103.25091715235075,61.23544424704408,82.77384904366627,90.83789490569953,125.44163570230602,121.49202108972435,0.08974359,1.0021600723266602,0.7346322536468506,0.02439885653007523,7,,22,13,0.7044253349304199,"Charlie Kerfeld",1006860,117007
2016,"Taylor Rogers","MIN",57,61.1,64,3.961956603878614,92.19185965766157,3.5704734351098653,82.49104223484207,0.3914831687687488,151.3198898446513,84.06519237236716,102.16582248000188,97.4237235862939,115.84059605416273,76.55344630155633,0.18181818,0.8765439987182617,-0.05266793072223663,0.9841786847034782,0,0,18,9,0.7012730836868286,"Taylor Rogers",13449,573124
1991,"Chuck McElroy","CHC",71,101.1,92,1.9539480549479227,50.51886751661521,3.625467836889959,94.14909963579979,-1.6715197819420364,88.18954826673486,83.99455292999531,82.34890297828753,98.62737062314231,140.88301181390173,159.75024956064686,0.08353222,1.590684175491333,1.62502920627594,-0.3368964044023801,3,,28,13,0.6990761756896973,"Chuck McElroy",1008477,118660
2014,"Kevin Quackenbush","SDP",56,54.1,56,2.484662983727973,71.24839220387548,2.6537244829003788,73.0810775332928,-0.16906149917240576,115.56309703401058,39.459765682760896,84.59724919240017,87.16958291814788,122.79184198230399,106.2552319626518,0.17117117,1.3727259635925293,0.8918881416320801,0.10018518622365025,6,1,17,5,0.6987686157226562,"Kevin Quackenbush",12360,534812
2005,"Andrew Sisco","KCR",67,75.1,76,3.106195843727121,69.39812450104851,3.7899429564021863,87.62578792723103,-0.6837471126750652,88.65539887880767,66.94115079292594,91.21296313996716,107.23236364546808,145.12857637672374,163.69964207654166,0.10334347,-0.32838597893714905,0.17924895882606506,-0.5026138930156316,0,5,16,15,0.6967949867248535,"Andrew Sisco",3706,434878
2022,"Robert Suarez","SDP",45,47.2,61,2.2657345679402607,58.44352192879426,3.2173261205493313,81.3680403517484,-0.9515915526090706,106.48354655900734,68.49751567852134,72.32456738524617,82.00388894606624,141.20618117799046,132.60844926485007,0.20942408,1.4654037952423096,1.3152271509170532,-0.3123133017259432,1,3,21,5,0.6939594149589539,"Robert Suarez",30115,663158
1994,"Billy Taylor","OAK",41,46.1,48,3.4964047008401695,75.95385936049296,3.4762955435376752,74.7236754839783,0.020109157302494296,164.6186348486471,69.24646366855235,81.08224915622945,81.95011667279249,160.07548543961846,97.24019643398584,0.15384615,0.1987059861421585,0.7269555926322937,-0.46048550001893374,1,,5,6,0.6924418210983276,"Billy Taylor",1012859,123163
2005,"Chad Qualls","HOU",77,79.2,60,3.276151359687694,77.73155115107467,3.7480648015628146,87.31073625308451,-0.47191344187512074,130.8067861665252,77.42810343425317,94.18923747037931,87.57699590218657,107.82417677705236,82.43010338465491,0.11246201,0.5118319392204285,1.0181918144226074,-0.6196236237392219,0,0,22,15,0.692333459854126,"Chad Qualls",2170,430589
2018,"Yonny Chirinos","TBR",11,57.1,45,2.8255816460171763,68.87048525565066,3.334850195899664,81.90457338795399,-0.5092685498824876,120.6399686748857,51.541927594751044,92.2622424722094,82.41702837040577,90.115034704283,74.69749223953207,0.13716814,0.45986616611480713,0.8720980882644653,-0.4066687019217236,0,0,5,2,0.6872896552085876,"Yonny Chirinos",16401,630023
1999,"Pete Munro","TOR",29,47.1,33,4.563381507599927,92.35640569037429,3.640896492821704,76.71729040193513,0.9224850147782231,122.98210659276062,48.58510578403269,110.44439911318067,102.35848324811255,102.93039676501469,83.69542306988163,0.08333333,-0.09425198286771774,0.3900592029094696,-0.5419210444694704,0,,4,5,0.6858882904052734,"Pete Munro",1546,133729
2016,"Matt Bowman","STL",59,67.2,52,3.458128598688225,84.80198492701346,3.309121983636054,81.20820269767285,0.14900661505217094,102.85135574205651,47.92537078453417,90.76598472466445,87.97248078673357,86.83670496144752,84.42933220024645,0.113879,-0.9247640371322632,0.5080989003181458,-1.4874553591392252,0,1,13,12,0.6854848861694336,"Matt Bowman",13528,621199
2005,"Clay Hensley","SDP",23,42.2,28,1.687499346211806,43.445077832419706,2.762218765960968,67.5242036473697,-1.0747194197491619,93.59952251863626,0,73.36792604461453,74.94784556534114,98.53931707729308,105.27757824346342,0.07738095,1.6093039512634277,1.2645028829574585,0.8692833459558096,0,0,11,2,0.6845665574073792,"Clay Hensley",4593,454535
2006,"Chris Britton","BAL",52,53.2,41,3.3540374260203403,72.91974108230673,3.5380521462152315,76.00081603058216,-0.18401472019489118,119.40723130194806,59.559247601948094,84.03202298126934,83.00932625128559,112.60468725878208,94.30306887028418,0.10859729,0.12720009684562683,1.0676687955856323,-0.9122050787467174,1,2,11,11,0.6832356452941895,"Chris Britton",3600,461904
2005,"Heath Bell","NYM",42,46.2,43,5.59285881918354,135.36867829286862,2.912888276820271,69.44859920084919,2.6799705423632694,165.85629679518067,56.648933057781434,112.89805861175601,107.45776410537474,123.41331989405056,74.4097835582553,0.14563107,-0.34621602296829224,-0.3839903473854065,-0.15785955439478894,0,0,4,6,0.682330846786499,"Heath Bell",2080,425514
2012,"Dale Thayer","SDP",64,57.2,47,3.433527071503634,94.33335328355021,3.042428957584714,80.90071881051604,0.39109811391892,156.8256046378644,64.50038946882702,95.63753338899664,85.9669385081153,99.62566481327035,63.52640278395539,0.14893617,1.0303239822387695,0.4870177209377289,0.35346558459986344,7,3,19,8,0.6765113472938538,"Dale Thayer",5032,445612
2001,"Victor Zambrano","TBD",36,51.1,58,3.1558442340168207,70.45516108706026,3.5361498284528907,80.71811666600365,-0.38030559443607004,161.82350344910873,95.1493503645469,75.72657137773562,78.44098232126812,165.45895131216915,102.24655482503793,0.18867925,0.1993340402841568,0.6810194849967957,-0.5193432696974476,2,,13,6,0.6742697358131409,"Victor Zambrano",1237,406913
2016,"Michael Feliz","HOU",47,65,95,4.430769230769231,109.74477945122685,3.23886807515071,77.10709838084269,1.1919011556185208,163.35669925723406,113.31864524419267,87.39415114216752,89.6007326942017,168.1297538824539,102.92185600424747,0.27037037,0.30188190937042236,0.572303831577301,-0.1900336040962578,0,3,13,8,0.6738389730453491,"Michael Feliz",11903,593140
1996,"Dan Naulty","MIN",49,57,56,3.789473684210526,74.8149048988341,4.189116735625685,85.61532784388129,-0.399643051415159,97.80307205363623,64.85106834855118,75.11703952601295,90.90966376903879,145.92080614234112,149.19858725453167,0.08571429,0.2225639969110489,1.2008129358291626,-0.9957438890388739,4,,13,9,0.6724602580070496,"Dan Naulty",1009464,119665
2009,"Daniel Bard","BOS",49,49.1,63,3.6486504354827023,78.01251743858307,3.380867682067627,78.28579220906934,0.2677827534150752,141.3020043499693,81.98057005466912,83.70981774936291,90.99930319111587,168.8649133534541,119.50637998556263,0.19339623,-0.05941617488861084,0.3014766275882721,-0.3642425801452418,1,3,11,6,0.6698323488235474,"Daniel Bard",7115,453268
2018,"Tanner Scott","BAL",53,53.1,76,5.399999742507947,126.38331492995054,3.4041815641522417,77.3896827304691,1.9958181783557052,101.87375132379093,83.11134691034631,105.21612367239518,118.60739279561247,143.31628099521998,140.68027773442296,0.2,-1.589041829109192,-0.3440621793270111,-1.5999914649106421,0,3,8,11,0.6659552454948425,"Tanner Scott",17586,656945
2018,"Edgar Santana","PIT",69,66.1,54,3.256282405767364,81.85242878135179,3.582542258004249,88.42723878158905,-0.32625985223688536,173.6598941793879,86.82597389668038,98.4898956415523,84.93491349353542,88.88262412877646,51.18200664846909,0.15498155,-0.3182280659675598,0.31629249453544617,-0.5844772864194895,0,7,23,10,0.66390460729599,"Edgar Santana",17355,650828
2014,"Aaron Barrett","WSN",50,40.2,49,2.655739116592563,72.2011209726665,2.5912682745346887,70.56043221524557,0.06447084205787412,91.00593891753354,26.360426932542026,87.75681032003419,102.87681745296253,137.08227180942603,150.6300215091311,0.16666667,0.6421880125999451,0.07448172569274902,0.7068055266907327,0,0,10,6,0.6587004661560059,"Aaron Barrett",11243,502578
2004,"Mike Adams","MIL",46,53,39,3.396226170649534,78.64398662107503,3.709646701065833,83.30139421744283,-0.31342053041629914,139.93699635103977,76.34911189658197,92.75287118394498,87.14458171064777,100.31880392754123,71.68854910338395,0.11111111,-0.059420060366392136,0.5516301393508911,-0.6004835787906088,0,5,17,11,0.6572530269622803,"Mike Adams",1937,430606
2001,"Danys Baez","CLE",43,50.1,52,2.5033120804100046,55.798774022841194,3.645163515188127,82.02427309558328,-1.1418514347781223,130.57482693001012,80.86647022891535,72.29761166230743,77.14231398500607,155.68619661993785,119.23140540420418,0.15841584,1.5699400901794434,1.0388771295547485,0.2699571259028386,0,,18,8,0.6555795669555664,"Danys Baez",367,276056
2002,"Carlos Silva","PHI",68,84,41,3.2142862981680547,79.75155834109722,3.533503145749896,85.61891223497459,-0.31921684758184155,96.0672691080033,42.284327243183895,107.29353605246652,95.63962307765279,67.04193644355907,69.78644610252452,0.05428572,-0.2910679578781128,0.3393811583518982,-0.6517307461156331,1,4,17,12,0.6511202454566956,"Carlos Silva",973,400067
2019,"Trey Wingenter","SDP",50,49.2,70,5.255035036980172,124.76581756764966,3.5764256851549163,81.60748073692123,1.6786093518252558,99.47391941621937,66.58103402480084,74.35750087200631,89.94412735564418,143.06353239615538,143.82013770337346,0.20853081,0.17001403868198395,0.1894676238298416,-0.045514373725776436,1,3,18,9,0.6489740014076233,"Trey Wingenter",17793,622259
1987,"Chuck Crim","MIL",48,104,46,3.288462020941811,72.39954054804332,4.188285001213057,94.91491111733947,-0.8998229802712459,86.23716934253358,73.72404123846384,95.65803789533129,89.4723327842126,68.9160874256781,79.91459960184066,0.03456221,2.3652420043945312,2.0790538787841797,-0.14182145410362978,12,,22,9,0.6424490213394165,"Chuck Crim",1002768,112827
2013,"Blake Parker","CHC",49,46.1,55,2.719425654536473,72.73308048705721,2.8967751728094298,76.30376314248453,-0.17734951827295697,145.64578935253277,87.6441199065921,88.74644644962054,90.93702803471614,143.07732266865673,98.23649504676956,0.20512821,0.3348180055618286,0.09574604034423828,0.3545691787218295,1,0,9,7,0.6408970355987549,"Blake Parker",5224,453284
1984,"John Franco","CIN",54,79.1,55,2.6092438647642933,69.87914832493843,3.310268212856443,91.10624952985269,-0.7010243480921496,85.95759229116831,51.55837150164714,99.57749923437676,105.08569370828624,110.72662912601994,128.815414552154,0.05671642,0.7688779830932617,1.4627540111541748,-0.8478830128630883,4,,15,14,0.6398476362228394,"John Franco",874,114374
2002,"Jeremy Affeldt","KCR",27,44.2,42,4.029850631547312,84.83352617795695,3.521775947123813,79.06229492137975,0.5080746844234989,121.32667327103096,73.49333001414834,102.48803412929941,105.24040927350504,133.9348248831434,110.39189461434586,0.12307692,0.8118478655815125,0.37293803691864014,0.4076251724083144,0,1,8,6,0.6394122242927551,"Jeremy Affeldt",583,346793
2013,"Dan Jennings","MIA",47,40.2,38,3.7622967289206772,102.27889993117114,2.6790017553568144,73.20144047195775,1.0832949735638628,94.3387499386794,24.96420625117531,101.91527398730614,105.52725840726713,112.72758746489184,119.49234569612564,0.12865497,-0.30435797572135925,0.02359221875667572,-0.3783920728422788,0,2,8,9,0.638480544090271,"Dan Jennings",8073,543359
2003,"Luis Ayala","MON",65,71,46,2.915493584322558,66.03341751071062,3.9610996524816517,89.46617075729189,-1.0456060681590937,182.00290714792158,96.19436580042307,93.78095107024103,79.5139994620764,93.51883183374196,51.38315231207401,0.11458333,1.9306100606918335,0.6726071238517761,0.7798986098895291,5,3,25,9,0.6376051902770996,"Luis Ayala",1650,425646
2000,"Kazuhiro Sasaki","SEA",63,62.2,78,3.159574596306602,66.77339243072385,4.299061526233335,90.83694615467675,-1.1394869299267332,150.4334227674017,119.21325115502069,66.87944203593406,78.17580371507019,186.56891836153738,124.02091954106558,0.17735849,2.009999990463257,1.2872157096862793,-0.25938370400443445,37,,27,6,0.6346092224121094,"Kazuhiro Sasaki",1098,277408
2021,"John King","TEX",27,46,40,3.5217397145378633,81.32551677317346,3.3222080607495412,76.50785135704656,0.19953165378832205,122.97256927049595,45.755764489173565,95.14653888915906,88.54943248884116,89.9193251611845,73.12145156379182,0.14507772,0.013040371239185333,0.9414004683494568,-0.9292334293548479,0,1,11,7,0.6291820406913757,"John King",22051,667463
1982,"Bud Anderson","CLE",20,49.1,30,2.371622049521223,56.772361127173646,3.182808802927226,76.24605049453464,-0.8111867534060031,106.09207810986756,39.63358145485172,95.89797013731588,100.44749574531868,110.64564887133865,104.29208974727229,0.05092593,0.385672003030777,0.091373011469841,0.5818845989238666,0,,4,3,0.6251707077026367,"Bud Anderson",1000220,110245
2023,"Tom Cosgrove","SDP",54,51.1,44,1.753247187539432,41.821752476471744,3.7030924185349257,85.09301533388745,-1.9498452309954937,90.0239914116549,42.85914265814683,68.892003048571,73.15030161191838,96.41116898772562,107.09497469441558,0.12195122,0.7246705293655396,1.3371522426605225,-0.3819029124493477,1,0,10,5,0.6249063611030579,"Tom Cosgrove",23443,676680
2006,"Macay McBride","ATL",71,56.2,46,3.6529425699575917,81.42194587076327,3.729100943172764,82.65372578673757,-0.07615837321517249,72.62465146277378,28.47281306016282,93.95806552098563,106.90131701969622,107.77973321482057,148.40653895910668,0.0562249,0.6397081017494202,0.8065117001533508,-0.02916236602155653,1,1,11,6,0.6226294040679932,"Macay McBride",3475,434680
2010,"Drew Storen","WSN",54,55.1,52,3.578315308763498,88.95835784554545,3.2585654216921447,81.16016457860829,0.3197498870713531,106.08682392027082,52.26629464775798,92.01821096039292,93.86857510773235,117.11313325358248,110.39366751148675,0.12931035,-0.8203141689300537,0.39359351992607117,-1.056473426554645,5,2,19,12,0.6184251308441162,"Drew Storen",6983,519322
