Season,Name,Team,W,L,G,GS,CG,ShO,QS,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,WAR,NameASCII,PlayerId,MLBAMID
1979,"J.R. Richard","HOU",18,13,38,38,19,4,28,292.1,313,2.709236220477373,78.07995970501733,2.205369595584261,61.404711634557316,0.5038666248931118,199.2309878420941,54.30694671990938,80.36728950087371,80.95280012544185,199.02460876525447,99.89640859723336,0.18297872,2.1032180786132812,2.1420528888702393,-0.27819695717267945,8.930370330810547,"J.R. Richard",1010913,121145
1985,"Dwight Gooden","NYM",24,4,35,35,16,8,33,276.2,268,1.52891571886603,43.63626891230909,2.127828582152345,58.49191473477303,-0.598912863286315,231.90089898157527,57.66143206681667,80.6694819931867,73.42115824399377,174.1345519730645,75.09006882128712,0.18685446,9.463197708129883,6.201903343200684,2.020662099965378,8.899490356445312,"Dwight Gooden",1004852,114947
1980,"Steve Carlton","PHI",24,9,38,38,13,3,32,304,286,2.338815789473684,63.70045429341314,2.4201754293943707,65.30795978655995,-0.08135963992068662,192.58965942615703,69.58573001985776,84.43073369884047,82.9276782972782,175.12946860120547,90.93399616957208,0.15960912,5.984374046325684,5.117640495300293,0.31242008813040023,8.828021049499512,"Steve Carlton",1001964,112008
2011,"Roy Halladay","PHI",19,6,32,32,8,1,25,233.2,220,2.349500662124772,61.08920839897636,2.1994233936323506,56.02469448517191,0.1500772684924212,269.31145660651543,42.72982340046415,93.65100738152196,79.47013431619665,123.72753836982689,45.942171518600375,0.1982851,4.40816593170166,3.8166794776916504,0.13342439601569644,8.734569549560547,"Roy Halladay",1303,136880
2009,"Zack Greinke","KCR",16,8,33,33,6,3,26,229.1,242,2.158430280428826,48.07687509633773,2.329641881822057,53.996071172222116,-0.17121160139323077,234.14001596396434,38.79776326983865,86.57057584317978,76.43736345408003,150.28962639699566,64.18792699447303,0.20874317,5.961565971374512,5.283565521240234,0.7014855065532162,8.694524765014648,"Zack Greinke",1943,425844
1986,"Mike Scott","HOU",18,10,37,37,7,5,32,275.1,306,2.2227604548020965,62.57649211477123,2.157209806715552,60.729538139949824,0.06555064808654443,239.35439889669573,70.82849471858027,74.08130671789418,69.46220358114066,182.55234197029603,76.26863254234274,0.21971831,5.480810165405273,6.249794960021973,-0.8217869177184172,8.56335163116455,"Mike Scott",1011691,121941
2015,"Clayton Kershaw","LAD",16,7,33,33,4,3,27,232.2,301,2.127507116814925,56.9558903207484,1.9903272993479395,52.634068675910406,0.13717981746698538,267.9352967947651,59.44189453457484,77.03570375672429,67.83453614958883,163.4261958549163,60.99464796578113,0.29101124,4.978271961212158,5.665492534637451,-0.4683003852642482,8.552693367004395,"Clayton Kershaw",2036,477132
1997,"Pedro Martinez","MON",17,8,31,31,13,4,25,241.1,305,1.9019336214883868,45.23178605131358,2.388217190842368,56.57388126844373,-0.4862835693539813,229.33037178352365,61.828590622216176,70.81814707418675,67.45283646915412,181.63466360956912,79.20218892084698,0.25131996,6.203710079193115,6.092944145202637,-0.23944513226825848,8.531437873840332,"Pedro Martinez",200,118377
1991,"Roger Clemens","BOS",18,10,35,35,13,4,25,271.1,241,2.620393022152274,60.8328358987305,2.5719469511902373,63.784849029978886,0.0484460709620369,221.41889151110442,57.694263339880095,85.1140423052812,76.39567236599764,150.92873681100545,68.16434645172029,0.1634169,3.955749988555908,5.466602802276611,-1.570946892034665,8.499085426330566,"Roger Clemens",815,112388
2009,"Justin Verlander","DET",19,9,35,35,3,1,22,240,269,3.45,76.0185853924161,2.801250425974528,63.24186785840349,0.6487495740254721,210.68915640317155,67.4062134788942,91.58144327971736,83.72894748757035,155.65946188992746,73.8810970777347,0.20977597,4.328261852264404,3.817627429962158,0.20314614506879902,8.433119773864746,"Justin Verlander",8700,434378
1996,"John Smoltz","ATL",24,8,35,35,6,2,25,253.2,276,2.9448095793278006,69.12464068568737,2.6433205551868366,59.84668868983616,0.301489024140964,246.79638079743543,68.45384756251474,82.52229407151853,72.81860120788718,159.18466881838611,64.50041230563332,0.22211055,4.048042297363281,5.226162433624268,-0.8780901666980627,8.406853675842285,"John Smoltz",115,122477
1987,"Roger Clemens","BOS",20,9,36,36,18,7,23,281.2,256,2.971597740456765,64.93865906140809,2.9100303714794005,66.53905737683563,0.06156736897736437,179.250439014226,51.72024474838142,89.32394885084419,83.47247598640337,143.8663146937432,80.25995214438413,0.14952463,5.410498142242432,4.931888580322266,0.6267932248104815,8.393967628479004,"Roger Clemens",815,112388
1984,"Dwight Gooden","NYM",17,9,31,31,7,3,21,218,276,2.6009174311926606,74.10048406475286,1.6856825640442177,48.63871347108003,0.9152348671484429,212.72095573033027,43.77993955897856,80.03054458938742,81.35157184858849,211.76510821742482,99.5506563933574,0.23094426,4.349802017211914,4.197781562805176,-0.13923555839279178,8.258535385131836,"Dwight Gooden",1004852,114947
1998,"Curt Schilling","PHI",15,14,35,35,15,2,25,268.2,300,3.249379775636726,75.91459656707238,2.7669437899356795,64.38847709254193,0.48243598570104673,244.97699701376496,76.9643553273607,89.87014076754392,80.22880298387538,157.20622649647655,64.17183861059128,0.2194674,3.974152088165283,4.079202175140381,-0.45389059233999074,8.252049446105957,"Curt Schilling",73,121811
1978,"Phil Niekro","ATL",19,18,42,42,22,4,30,329,239,2.8996963176039783,73.8726563452091,2.7945695742611374,73.27026962048006,0.10512674334284089,151.5074257917692,66.0613088009776,93.9954862954518,90.67121025264665,129.226200865537,85.29364697755739,0.10153397,2.0140678882598877,3.8080251216888428,-1.9661867222865956,8.246941566467285,"Phil Niekro",1009583,119786
1982,"Steve Carlton","PHI",23,11,38,38,19,6,25,295.2,286,3.1048479084018474,84.31651384676499,2.4121956488291074,67.50491792457098,0.69265225957274,192.56084814541993,77.65144421745009,90.82208319477819,87.26846563814425,172.4718764154772,89.56746612758316,0.16764459,3.6587440967559814,2.6428277492523193,0.8412088141078553,8.242453575134277,"Steve Carlton",1001964,112008
1997,"Curt Schilling","PHI",17,11,35,35,7,2,26,254.1,319,2.972476945330541,69.30604150437235,2.6216625069904107,61.429245085868956,0.35081443834013015,277.07620334504395,91.66919173273561,85.83765133096225,75.66819331040388,178.2987878735153,64.35009425595679,0.25867195,4.8723578453063965,4.129570960998535,0.6450748186542077,8.238532066345215,"Curt Schilling",73,121811
