Season,Name,Team,W,L,G,GS,CG,ShO,QS,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,WAR,NameASCII,PlayerId,MLBAMID
2018,"Kyle Freeland","COL",17,7,33,33,0,0,24,202.1,173,2.8467877656575555,61.811096235495896,3.669492582481272,85.58664624554261,-0.8227048168237165,95.37511646928353,69.12972679158588,97.95169949050556,96.12320109645822,91.43154453085661,95.86519317104624,0.12203792,4.113063812255859,2.8295533657073975,1.1228503772387235,4.071618556976318,"Kyle Freeland",16256,607536
2013,"Homer Bailey","CIN",11,12,32,32,2,1,20,209,199,3.4880385321686327,91.28181890047735,3.3062276004443176,84.89692051102293,0.18181093172431506,146.38137416650147,97.14934774380056,93.39320632741709,87.73279382388779,118.9017133966185,81.22734987500425,0.17078916,0.4525461792945862,1.4174580574035645,-0.9293536207661126,4.070610046386719,"Homer Bailey",8362,456701
2006,"Dave Bush","MIL",12,10,32,32,3,2,18,207.1,163,4.254019710039803,94.67550582597593,3.8895131260436173,85.87834377987036,0.3645065839961861,216.7106304412106,93.383476181534,93.93365909973426,80.43376557820726,111.22440965913194,51.32392763326865,0.14619883,0.615157961845398,1.8295605182647705,-1.1204056892395384,4.070058345794678,"Dave Bush",4635,433657
1993,"Alex Fernandez","CHW",18,9,34,34,3,1,23,247.1,169,3.129380118262198,74.08390284229885,3.926353131224957,91.51152654140343,-0.7969730129627588,155.91598962751152,106.4396897287532,90.69604933380518,82.14078201623013,113.81936200601584,73.00044097464244,0.10159363,3.142210006713867,2.753166437149048,0.3276714683723383,4.0679097175598145,"Alex Fernandez",1003993,114073
2007,"Andy Pettitte","NYY",15,9,34,34,0,0,22,213.1,140,4.092187597565355,90.88790698808555,3.8583551554381854,87.07917529155146,0.23383244212717003,104.39341130070383,67.08222352224915,106.75528697133939,101.27328526107091,90.65911053762939,86.8437080346938,0.08030803,0.34061795473098755,1.1272151470184326,-0.7997723736583535,4.0664238929748535,"Andy Pettitte",840,120485
1995,"Todd Stottlemyre","OAK",14,7,31,31,2,0,16,209.2,205,4.550079712014965,99.44556441396593,3.990419407054493,86.22685400120768,0.5596603049604725,160.14567605420058,103.01008190530361,102.87405605350266,100.16581582108594,145.06500644657322,90.58315337482445,0.13586957,-1.0700480937957764,-0.6560553908348083,-0.44917081560115846,4.063500881195068,"Todd Stottlemyre",75,122840
1980,"Jerry Reuss","LAD",15,6,29,29,10,6,19,210,100,2.6142857142857143,74.65999678732817,3.0428884619758243,84.0962856117179,-0.42860274769011,173.15753598131704,80.58690257537813,89.63814789111836,77.86876973705813,90.37914661085587,52.19475301798347,0.078125,1.9230380058288574,2.2326033115386963,-0.26802000332345455,4.060675144195557,"Jerry Reuss",1010853,121090
2005,"Bartolo Colon","LAA",21,8,33,33,2,0,21,222.2,157,3.4760478247899993,81.55189427493326,3.7475760596373577,88.23325401813119,-0.27152823484735844,178.88424120696956,98.14023128946549,95.5724062312156,85.09121114314468,108.86961720999506,60.86037036331508,0.12582782,2.7720043659210205,1.8730299472808838,1.2046984091783925,4.054327011108398,"Bartolo Colon",375,112526
1974,"Pat Dobson","NYY",19,15,39,39,12,2,25,281,157,3.0747327621587286,86.57544139404443,3.3682551058801944,94.19759592978347,-0.2935223437214658,134.85876580781323,104.32304420029239,102.22594545557773,95.56354490953586,104.31600508372354,77.3520467218693,0.07020548,2.2469301223754883,0.903541624546051,1.1476378086121484,4.053334712982178,"Pat Dobson",1003345,113410
1983,"Bert Blyleven","CLE",7,10,24,24,5,0,12,156.1,123,3.9147122808822363,95.31894408270473,2.8830324532826235,72.36724145372683,1.0316798275996129,180.8238743301382,54.53582009915724,101.1713563444491,95.34631394731686,147.318525639043,81.47072671020265,0.11969697,0.6825299859046936,0.8687950968742371,-0.15998773777588882,4.051034450531006,"Bert Blyleven",1001098,111126
1983,"Mike Smithson","TEX",10,14,33,33,10,0,19,223.1,135,3.908955312904365,96.72661654260986,3.422264873696266,87.3585162641857,0.4866904392080986,122.99253558889933,66.80637896940934,101.34217631330537,99.4592912252602,111.16260721587565,90.38158794059332,0.06666667,-0.9075220227241516,-0.4038950502872467,-0.42602434899292296,4.048718452453613,"Mike Smithson",1012181,122475
2021,"Logan Webb","SFG",11,3,26,26,0,0,14,147.1,157,3.0542987479748875,75.67671742107615,2.7288576366484465,66.85291279703569,0.32544111132644105,165.95798259249798,44.77883051551738,97.84052575614393,86.08052985440841,113.57387041364053,68.4353172777076,0.20404722,2.1263420581817627,2.311335563659668,-0.09855779721915159,4.048314571380615,"Logan Webb",17995,657277
2015,"Matt Harvey","NYM",13,8,29,29,0,0,21,189.1,188,2.709506896676781,72.86660555278856,3.049086712286884,79.08166845069455,-0.3395798156101031,189.96292571199666,87.65586140057904,87.17000946178594,78.48043122331737,120.3250579708393,63.34133542682747,0.2,2.8413021564483643,2.601356267929077,0.5310361917201898,4.0476861000061035,"Matt Harvey",11713,518774
1989,"John Smoltz","ATL",12,11,29,29,5,0,21,208,168,2.942307908154114,78.75989306803643,3.152063772452656,84.12687116793657,-0.20975586429854198,128.46280288821143,92.63525456525463,85.85792824773506,87.05223663670922,128.97453403248815,100.39834603802456,0.1133412,0.9566844701766968,1.5364558696746826,-0.6975532683948656,4.0475873947143555,"John Smoltz",115,122477
2010,"Max Scherzer","DET",12,11,31,31,0,0,18,195.2,184,3.495740965347915,82.95662375503991,3.7064625121740162,88.26468317239478,-0.21072154682610122,124.493250560259,93.16832074029398,94.72959075524867,92.63291848243078,129.61961311560765,104.11777811289656,0.1425,1.5934619903564453,1.3030989170074463,0.3696636821369961,4.047396659851074,"Max Scherzer",3137,453286
1974,"Steve Rogers","MON",15,22,38,38,11,1,19,253.2,154,4.470433550310903,118.46041239082676,3.3430027691838236,91.22557402408275,1.1274307811270798,131.82128416293523,102.36725744429566,104.28940067178698,97.33588383097917,108.69507152000568,82.45638798458972,0.06948357,-1.5148701667785645,0.3045739531517029,-1.6660136218204091,4.046525478363037,"Steve Rogers",1011138,121390
2001,"Roy Halladay","TOR",5,3,16,16,1,1,13,103,95,2.708738064718751,59.031495515593114,2.2530202655520717,51.07497284703724,0.4557177991666794,216.86378597602558,23.710357085029557,87.91100301338652,78.88523125590017,137.77984270734223,63.53289727001123,0.17505995,1.9098979234695435,2.057746410369873,-0.10848001699057663,4.04155158996582,"Roy Halladay",1303,136880
2002,"Brian Lawrence","SDP",12,11,31,31,2,2,19,205,148,3.6439027102514285,94.9460680423135,3.362074500293269,82.60212866910297,0.2818282099581597,152.5829406451058,64.97347148044297,110.08381745188053,98.32854916604578,97.13504975585224,63.66048852789001,0.11238532,0.1976000964641571,0.49861258268356323,-0.3065730783283547,4.041265964508057,"Brian Lawrence",1045,400147
2002,"Mark Redman","DET",8,15,30,30,3,0,15,203,109,4.211822660098522,97.6377272174135,3.6911385099288867,87.10562658227295,0.5206841501696355,111.13115447467727,60.64104989070618,101.09691702992703,93.33789046246845,78.99835462001245,71.08568942386522,0.06759907,0.24455392360687256,1.2496596574783325,-1.0012091223958017,4.038142204284668,"Mark Redman",491,150230
1990,"Bruce Hurst","SDP",11,9,33,33,9,4,20,223.2,162,3.1385990344393133,81.86011544491832,3.438701387117676,88.19167946219606,-0.3001023526783628,143.28965864578083,107.29311578039875,89.29672791078194,84.30040876876048,118.89801078490454,82.97738925394601,0.10963455,0.8511899709701538,1.2630029916763306,-0.46956264616864285,4.036045551300049,"Bruce Hurst",1006222,116350
2024,"Logan Webb","SFG",12,10,31,31,1,1,19,193.2,161,3.531841837836935,87.85226802601183,3.0058202799545333,77.31478739656235,0.5260215578824017,125.01954302609577,45.713715466647464,105.88091704450709,96.62302214149857,90.34329555215,72.26333750782416,0.14285714,1.4088408946990967,2.1383848190307617,-0.7706303261693896,4.03516149520874,"Logan Webb",17995,657277
1997,"Darryl Kile","HOU",19,7,34,34,6,4,26,255.2,205,2.5697522304937324,64.64515085645634,3.6920017152601723,92.20956983147445,-1.12224948476644,109.86580592673516,69.30525680649406,85.29665773013686,85.4609770625339,109.4810151033947,99.64976839376082,0.10511364,3.580904006958008,2.632133722305298,0.6199364697867025,4.032769203186035,"Darryl Kile",1163,117046
2017,"Jose Quintana","- - -",11,11,32,32,1,1,18,188.2,207,4.150176734387519,96.53914656796937,3.677074330190849,83.48276149604159,0.4731024041966698,133.7888026069168,85.88950613380666,93.93590329020802,91.37641046418472,121.08681294199448,91.06353828896484,0.18481013,-0.518231987953186,1.283819667994976,-1.860164579062098,4.032201528549194,"Jose Quintana",11423,500779
2004,"Kris Benson","- - -",12,12,31,31,1,1,17,200.1,134,4.312812089531264,100.70512201874608,3.74810468239136,85.67020880202514,0.5647074071399043,110.34964488882642,60.596555608216974,100.02147421823216,94.74119509677314,90.81282443670482,82.29552804283836,0.08548009,1.0673660933971405,1.3018408417701721,-0.260252652924837,4.029089450836182,"Kris Benson",982,150249
1988,"Mike Boddicker","- - -",13,15,35,35,5,1,22,235,156,3.3702130942044937,85.15667090958385,3.5306020717655464,89.67010606804448,-0.16038897756105275,119.77987027145929,76.8282501720331,100.95321718394462,97.74956347032071,109.46061662526341,91.38481284758213,0.08032129,1.1794639229774475,1.078397423028946,0.13518558802247949,4.026790380477905,"Mike Boddicker",1001111,111139
2007,"James Shields","TBD",12,8,31,31,1,0,20,215,184,3.851163064018999,86.34291612905741,3.862860998872685,87.90251492298773,-0.011697934853685865,255.3495982110117,116.48386648967237,92.03000883603842,78.4137630600063,123.9235059529195,48.53091816643551,0.16933638,2.6005361080169678,2.4179670810699463,0.31226535919141396,4.022736072540283,"James Shields",7059,448306
2014,"Hyun Jin Ryu","LAD",14,7,26,26,0,0,19,152,139,3.375,97.37589274560892,2.6190942739185537,71.80304185898197,0.7559057260814463,178.04117535269688,56.420532917549146,103.24644006691528,93.99721431009577,107.23088791192474,60.22813661609866,0.17432647,1.6007720232009888,0.23906581103801727,1.3122208330683292,4.020257949829102,"Hyun Jin Ryu",14444,547943
2013,"Doug Fister","DET",14,9,32,32,1,0,22,207.2,158,3.6837883024402847,91.08946705926151,3.2693632149402183,82.19371072882869,0.41442508750006635,143.76422702441843,58.59176108985261,110.6785522626478,99.40245930647365,90.07981615770615,62.65802210355672,0.1299886,0.6446560025215149,1.2032634019851685,-0.5898874518522457,4.015913009643555,"Doug Fister",9425,450729
1987,"Mike Witt","CAL",16,14,36,36,10,0,18,247,192,4.008097413598028,91.78825409749169,4.174620920861978,92.0413044220129,-0.1665235072639497,132.83737888794008,105.54177638690648,98.9399799938487,96.62579754725431,117.22065218905871,88.24372692525633,0.10140845,0.6665159463882446,0.13818219304084778,0.49833776199973145,4.014800548553467,"Mike Witt",1014174,124491
2024,"Logan Gilbert","SEA",7,11,30,30,1,0,22,191.2,198,3.2400001719599274,85.04478086967424,3.1919222129619866,80.0020365323274,0.04807795899794076,210.44748601175445,88.86868770935446,82.17187225646664,70.80840249742243,118.82415785681779,56.46261971746136,0.22282609,1.3123780488967896,3.3226778507232666,-1.7829978961597357,4.014504909515381,"Logan Gilbert",22250,669302
2006,"Ben Sheets","MIL",6,7,17,17,0,0,11,106,116,3.8207547169811322,85.03295944150376,2.4297666477707205,53.33720796948829,1.3909880692104117,532.7721466762773,68.49589208164987,96.41957042739939,77.99086820030998,157.3867451021624,29.54109777451734,0.24418605,1.6077638864517212,1.3588533401489258,0.24927785150566217,4.014098644256592,"Ben Sheets",710,282656
1980,"Moose Haas","MIL",16,15,33,33,14,3,23,252.1,146,3.1030381840195376,78.54951127306295,3.560866664271008,91.42578984196024,-0.45782848025147027,181.66726925912963,109.24071669052269,96.63483019630131,86.354863496097,120.02151774385186,66.06667499110634,0.08797654,2.5345540046691895,1.912682056427002,0.6414111107480878,4.01406192779541,"Moose Haas",1005172,115275
2006,"Jose Contreras","CHW",13,9,30,30,1,1,16,196,134,4.270408163265306,90.17505088695539,4.100829412499253,86.10509303339828,0.16957875076605333,120.6251321351463,81.53944225776058,94.13641704898991,89.83265096623944,97.63930580004545,80.94441113467198,0.09483794,0.7026399374008179,1.5914509296417236,-0.8743235122432742,4.012127876281738,"Jose Contreras",1660,425747
2019,"Michael Soroka","ATL",13,4,29,29,0,0,18,174.2,142,2.6793890008837282,59.7383529491205,3.454467462966804,78.47799216723553,-0.775078462083076,127.9643590631137,53.01068003215255,95.03019045037144,84.09638731753773,87.35417886488301,68.26445789585505,0.14407989,3.4533019065856934,3.12312650680542,0.1984816762924031,4.01092529296875,"Michael Soroka",18383,647336
2021,"Frankie Montas","OAK",13,9,32,32,0,0,20,187,207,3.3689839572192515,81.62526668333906,3.3732426786167733,81.23936371522049,-0.004258721397521814,133.97537809976723,75.03617887391104,94.34698814219135,90.82770470978693,115.43595626829503,86.16207087110173,0.19280206,1.3981322050094604,1.9794849157333374,-0.5680086817173053,4.010482311248779,"Frankie Montas",14309,593423
1999,"Dustin Hermanson","MON",9,14,34,34,0,0,21,216.1,145,4.201849097249814,91.69020110211906,4.04910836189527,87.69962048356366,0.15274073535454402,117.18822333738557,73.52242128042728,100.78574471331059,94.17930882698914,91.86839231802857,78.39387183333926,0.08189655,0.7799839973449707,1.0473952293395996,-0.261785180800445,4.009951591491699,"Dustin Hermanson",195,115812
2010,"Matt Cain","SFG",13,11,33,33,4,2,25,223.1,177,3.1432834389173165,81.71478425412644,3.64649911681643,94.55058654000158,-0.5032156778991133,130.23395095189528,94.96337796040052,86.43317062908748,80.40268786959408,103.21801347437815,79.25584328089211,0.12946429,2.7410340309143066,2.806750535964966,0.1811652996136779,4.00890588760376,"Matt Cain",4732,430912
1985,"Tom Seaver","CHW",16,11,33,33,6,1,25,237,132,3.151898734177215,73.29586811835306,3.6971133364906796,90.03940897275116,-0.5452146023134645,121.26067118447644,82.11458491260622,94.65368489166441,89.33237177816137,98.27939612720033,81.04804461335733,0.06389452,2.955186128616333,1.293588638305664,1.5888061474567587,4.008785247802734,"Tom Seaver",1011708,121961
2007,"Johan Santana","MIN",15,13,33,33,1,1,21,219,235,3.328767123287671,74.91023244368992,3.819513816485122,88.4687811642349,-0.4907466931974507,225.77943152192833,134.7770668770279,83.9822881818788,76.0111871652956,157.55081293677839,69.78085193289701,0.20842825,1.3597139120101929,2.547926664352417,-0.9984507079359439,4.007329940795898,"Johan Santana",755,276371
1997,"Bob Tewksbury","MIN",8,13,26,26,5,2,15,168.2,92,4.215415274000524,90.13531990481248,3.5123737152408454,77.82799056449417,0.7030415587596783,161.51997355674476,58.22672668630666,108.58230876072487,94.93114371319965,77.88936024086178,48.22274084976683,0.08460472,0.4218761622905731,1.0014455318450928,-0.5678992774353804,4.007152557373047,"Bob Tewksbury",1012941,123213
2021,"José Berríos","- - -",12,9,32,32,1,0,17,192,204,3.515625139698392,80.79470509155185,3.472117467804088,82.10591349283285,0.043507671894304156,167.24269422459878,80.39032608173446,90.58249193050315,81.65760315213814,113.32598171048865,67.76139669213322,0.20358515,2.098281979560852,3.0763323307037354,-1.062733283779289,4.006958723068237,"Jose Berrios",14168,621244
1980,"Steve Rogers","MON",16,11,37,37,14,4,28,281,147,2.97864768683274,82.93479543915858,3.3858642287950076,94.87982909258747,-0.40721654196226753,104.81123791821061,80.30011644521664,91.7141424806145,89.4459375587797,96.03589205405514,91.62747893352882,0.0538662,2.534132242202759,2.758249044418335,-0.26034245798263944,4.006398677825928,"Steve Rogers",1011138,121390
2006,"Chris Capuano","MIL",11,12,34,34,3,2,25,221.1,174,4.025602224621038,89.59195134208832,4.0368079799026955,89.16188781641408,-0.011205755281657126,187.03703019517886,105.70098523181599,99.6471216322906,88.86973158499278,108.45560942801397,57.98616857262229,0.13568376,0.8844500184059143,0.6330786347389221,0.2705428093311365,4.005288124084473,"Chris Capuano",1701,425626
1992,"Jaime Navarro","MIL",17,11,34,34,5,3,23,246,100,3.3292682926829267,85.06596363537258,3.563806038368039,91.47359870929641,-0.23453774568511232,98.70039311630421,65.14273057278238,94.2220133124548,85.88886482166286,70.95837476711708,71.89270065761714,0.03585657,1.1825119256973267,1.3579685688018799,-0.15099709880530754,4.002628803253174,"Jaime Navarro",1009465,119667
1975,"Dave Goltz","MIN",14,14,32,32,15,1,18,243,128,3.66666689690904,94.62919478555763,3.4597163703072655,90.25932645097903,0.2069505266017746,125.02723355849585,87.33998879435731,99.24622882020782,92.73407258134068,98.0845809301593,78.45057830795042,0.05517241,1.0243679285049438,2.2162091732025146,-1.265677516139959,3.998485565185547,"Dave Goltz",1004818,114906
2009,"Gavin Floyd","CHW",11,11,30,30,1,0,19,193,163,4.05699449790247,87.97419026996921,3.770658835587965,81.97129317274519,0.2863356623145048,136.32203057223148,88.01225105554904,92.33712200441722,87.50417367736783,116.21548938120011,85.25070169628502,0.13048934,2.193664073944092,1.745591402053833,0.4310276174532839,3.998142719268799,"Gavin Floyd",3886,425856
2003,"Miguel Batista","ARI",10,7,29,29,2,1,17,181.1,134,3.474264803332856,76.9042237397206,3.560933767470522,79.51165792431766,-0.08666896413766612,118.83398208867632,61.2045379430277,100.70795313792931,95.79456289940991,102.02631166984366,85.85617526808798,0.09882965,1.3017598390579224,1.225401759147644,0.06604602864717579,3.9938135147094727,"Miguel Batista",46,110683
1991,"Dwight Gooden","NYM",13,7,27,27,3,1,16,190,150,3.6000002891139213,99.36260762517168,3.0294149488095115,81.25311283854634,0.5705853403044099,146.35493747200238,76.79499900685751,103.48857257376459,97.51462513916755,121.9829352140281,83.34733758722722,0.11913815,1.1177719831466675,1.0520702600479126,0.02653776857585255,3.993711471557617,"Dwight Gooden",1004852,114947
1978,"Tommy John","LAD",16,10,30,30,7,0,19,205,117,3.424389989014417,97.52696746410354,2.989721129682363,83.6931990119064,0.43466885933205424,139.94133426322082,72.88897456684009,110.24462130040646,103.30540146214138,97.96923592822264,70.00736667700839,0.07239819,-0.5705679655075073,-0.4175207316875458,-0.1597620990526044,3.9910879135131836,"Tommy John",1006515,116550
2005,"Freddy Garcia","CHW",14,8,33,33,2,0,20,228,146,3.868421311523793,86.5256855754294,4.050732989441843,89.05725134503774,-0.18231167791805003,119.2181811420496,95.84456196824546,97.74450637283412,91.79737426689493,97.26943726861204,81.58942925505345,0.0911983,1.485535979270935,1.2570469379425049,0.2863898528291604,3.9860098361968994,"Freddy Garcia",1077,150119
1988,"Mark Langston","SEA",15,11,35,35,9,3,24,261.2,235,3.336306640397439,80.99290287250504,3.8580721408389493,93.78032498128202,-0.5217655004415103,124.6659955239815,129.87977720039916,90.3063109192606,94.32220981455067,152.34974520876136,122.2063287907877,0.11595547,2.358081817626953,1.48482346534729,0.6519458052235856,3.98110032081604,"Mark Langston",1007323,117480
2013,"Bartolo Colon","OAK",18,6,30,30,3,3,23,190.1,117,2.647986060254047,68.1469496181885,3.231742296690209,82.94264670724286,-0.5837562364361619,161.52296830973626,63.92761181498682,103.4370839220399,88.51831301370639,76.07282036642665,47.097218331527536,0.11443433,2.3688600063323975,2.2913997173309326,0.1897951356423775,3.9808006286621094,"Bartolo Colon",375,112526
1983,"Pascual Perez","ATL",15,8,33,33,7,1,22,215.1,144,3.427244905855152,89.00313726663283,3.3913236497257078,86.60726231581725,0.03592125612944441,168.74456386276552,116.00606793219174,102.28306967862592,92.25294303865967,111.39517046840453,66.01408308163683,0.10461192,1.2825881242752075,1.7896310091018677,-0.5937706880029388,3.9796087741851807,"Pascual Perez",1010185,120414
2012,"Stephen Strasburg","WSN",15,6,28,28,0,0,20,159.1,197,3.1631800172935076,79.95501826231562,2.824577609429316,73.60273052277647,0.3386024078641916,164.33321337180604,87.54103783697731,90.65043820301342,88.07527612415097,150.27761032190165,91.4468902256097,0.22817764,2.0543720722198486,1.0625693798065186,0.9254831472675447,3.978673219680786,"Stephen Strasburg",10131,544931
1984,"Nolan Ryan","HOU",12,11,30,30,5,2,20,183.2,197,3.038112438551875,88.3482377086652,2.6648030983863813,79.03139575266026,0.3733093401654939,160.63537409098976,89.08088051438922,83.18887387354373,87.4806677936651,174.8182751561523,108.82925075469072,0.16842105,-0.3333600163459778,1.2258262634277344,-1.5380415541729566,3.97502064704895,"Nolan Ryan",1011348,121597
2022,"Jose Quintana","- - -",6,7,32,32,0,0,9,165.2,137,2.933601654691357,71.65032417448647,2.9917066537335226,75.59702767157978,-0.058104999042165595,106.85495760926773,39.41707680445206,101.35986188456954,94.85060369317122,89.2088688799324,83.48594227950363,0.13254786,1.8260126113891602,1.9522122144699097,-0.20701515850166952,3.974846839904785,"Jose Quintana",11423,500779
2015,"Tyson Ross","SDP",10,12,33,33,1,0,21,196,212,3.2602038278226404,87.54892839876292,2.97543049700704,78.36115583752236,0.2847733308156002,94.35595167367863,42.33718373680998,93.74391666101566,100.5576316312258,124.47473415877694,131.9203806493286,0.15552855,0.4054642617702484,0.8455442190170288,-0.45065023192821846,3.9746007919311523,"Tyson Ross",7872,475115
1994,"Kevin Appier","KCR",7,6,23,23,1,0,15,155,145,3.8322576872541183,78.77359119218964,3.4793586849446885,74.7955222686847,0.35289900230942983,142.08155983887124,56.92353619245052,87.29777813546801,87.48893361333464,144.40193803795242,101.63312977295132,0.12557427,2.2330641746520996,1.8927698135375977,0.0885809103863533,3.9739718437194824,"Kevin Appier",3,110293
2001,"Jeff Weaver","DET",13,16,33,33,5,0,21,229.1,152,4.081395167798989,94.30687375961585,3.8732646997971703,89.87883153547804,0.20813046800181834,112.25890094805568,67.44355133745829,99.05540468291845,95.00137209439593,93.3266100453569,83.13515621353936,0.08527919,0.717100203037262,1.3350293636322021,-0.5658854660667062,3.97184681892395,"Jeff Weaver",503,213711
1986,"Jack Morris","DET",21,8,35,35,15,6,20,267,223,3.269662921348315,80.42271452359914,3.969513177514523,94.44847338144422,-0.6998502561662083,159.67605908555595,132.1688484498075,88.15763845379213,84.33319065987733,135.826780778748,85.06395430057646,0.12912088,2.980598211288452,1.4743815660476685,1.4819974514884828,3.9718379974365234,"Jack Morris",1009211,119399
1988,"Jack Morris","DET",15,13,34,34,10,2,20,235,168,3.9446808510638296,101.79789520897047,3.556133912472015,89.93946645287917,0.38854693859181477,118.11471915192115,90.3861678696805,97.05849796230304,97.43321235130959,117.76242864790629,99.70173305988213,0.08525577,-0.31900808215141296,0.16432659327983856,-0.4698382869463505,3.9718008041381836,"Jack Morris",1009211,119399
2003,"Josh Beckett","FLA",9,8,23,23,0,0,15,141,151,3.063829455671437,74.52111778315924,2.9535078119604425,69.67252754671752,0.11032164371099462,138.6924327333796,54.49306727322584,94.67767202381691,95.99081921498173,148.09361881481254,106.77844302156299,0.15912898,1.3882300853729248,1.1433439254760742,0.23733347362400248,3.971101999282837,"Josh Beckett",510,277417
1984,"Jack Morris","DET",19,11,35,35,9,1,23,240.1,148,3.59500701089522,91.7644109982961,3.7294164402688477,91.19603744787956,-0.13440942937362754,105.42686435718376,85.23515452121995,92.10854113601118,93.79250697149645,109.45474408895912,103.8205467695123,0.06009852,1.0380518436431885,1.4467101097106934,-0.4572456139440757,3.970564603805542,"Jack Morris",1009211,119399
2001,"Roy Oswalt","HOU",12,2,20,20,3,1,14,127.2,130,2.8198435667227058,62.42996656055399,2.853314359464922,63.89201859375299,-0.033470792742216204,364.09896382432703,78.97834901293206,90.89628912893755,75.5607025061524,139.72512026431377,38.37559023269913,0.21899225,1.6935820579528809,2.3979125022888184,-0.46077169472798385,3.9699370861053467,"Roy Oswalt",571,400061
2013,"A.J. Burnett","PIT",10,11,30,30,1,0,18,191,209,3.298429319371728,91.93991820540293,2.801781077409914,76.1417634334513,0.4966482419618137,123.90761185679371,58.467626742618336,92.18331148453952,94.77525668609009,132.35992014747012,106.82145819226399,0.1772784,0.35923585295677185,1.1707278490066528,-0.8217280004894821,3.967864513397217,"A.J. Burnett",512,150359
1974,"Jim Lonborg","PHI",17,13,39,39,16,3,26,283,121,3.2120141342756185,85.83450285773245,3.5393503465416574,95.63972844390315,-0.3273362122660388,118.37013267860715,106.2446629778939,102.76884128542103,91.15346651270502,77.87198913418278,65.78685477455836,0.04366438,2.612084150314331,1.3852287530899048,1.1757781857378906,3.9668846130371094,"Jim Lonborg",1007724,117886
1990,"Zane Smith","- - -",12,9,31,31,4,2,24,213.1,128,2.489062648359695,66.00733712481252,3.25361154349521,87.20029448439992,-0.764548895135515,145.56409768251837,80.350096670724,96.75972102845535,85.56670619298302,99.68452277605213,68.4815354545947,0.09283196,2.7877577543258667,2.319609224796295,0.296835639024144,3.965050458908081,"Zane Smith",1012218,122473
2016,"Stephen Strasburg","WSN",15,4,24,24,0,0,15,147.2,183,3.5959366707231624,84.7008515664126,2.9230840925720867,70.91740988186731,0.6728525781510757,164.52620717119694,82.35481211843904,86.22880027576511,83.17629736493359,143.6005880223571,87.28129281809368,0.23244147,1.1708240509033203,2.3090407848358154,-1.0030548889373527,3.9630701541900635,"Stephen Strasburg",10131,544931
2013,"David Price","TBR",10,8,27,27,4,0,18,186.2,151,3.326785895581158,86.36195571112425,3.0264258032428977,78.0899943630496,0.3003600923382601,223.9028421216224,74.49523951048374,99.42883087069323,83.34549081070702,102.02702547967885,45.56754619740296,0.16756757,1.6226140260696411,2.4783380031585693,-0.8993399772145299,3.956496477127075,"David Price",3184,456034
1975,"Rudy May","NYY",14,12,31,31,13,1,18,210.2,144,3.0759495156179266,82.86415480903715,3.199630133705709,85.00620658373735,-0.12368061808778252,103.33883593842386,50.372508629329914,89.7763138711092,96.51419003281192,125.9846240987227,121.91412098296055,0.05174353,0.09341198951005936,1.1736992597579956,-1.0775383131035638,3.9560091495513916,"Rudy May",1008310,118477
2006,"Kelvim Escobar","LAA",11,14,30,30,1,0,20,189.1,147,3.612675862235708,79.86816327756986,3.616818177125399,81.34783674985022,-0.004142314889691079,145.56032738182364,71.74896311764816,97.348899027813,90.38142863775278,113.08505651172067,77.68947447280055,0.12294043,1.2546560764312744,2.3532967567443848,-1.111531425544211,3.9559054374694824,"Kelvim Escobar",1298,113898
2001,"Mark Buehrle","CHW",16,8,32,32,4,2,20,221.1,126,3.2936745474172135,72.70897890053675,4.0792572639593825,89.26469497882171,-0.7855827165421689,131.83035411202945,88.27107782963479,86.3180028262247,76.6689667555979,86.10441276192579,65.31456019602665,0.08813559,2.5075299739837646,3.8472893238067627,-1.1692981565352953,3.9550440311431885,"Mark Buehrle",225,279824
1982,"Ron Guidry","NYY",14,8,33,33,6,1,21,221,161,3.828054298642534,96.59495465987192,3.5039228193360756,87.49312515756677,0.32413147930645847,156.78051544843743,97.32045093040688,96.61088179561213,93.97734464776532,137.61849453485465,87.77780136493733,0.09871245,0.19024211168289185,0.038160718977451324,0.13852272184176415,3.95334792137146,"Ron Guidry",1005124,115228
1990,"Matt Young","SEA",8,18,33,33,7,1,19,224.1,175,3.4903418324790336,87.05849801124374,3.5571846208560625,89.12620180361245,-0.06684278837702884,99.28559267193181,70.12926211026436,90.88422976531093,98.36080016586227,124.66769427267765,125.56473747848551,0.07225131,-1.6221116781234741,-0.020480088889598846,-1.6065159085635976,3.951627731323242,"Matt Young",1014385,124707
1985,"Doyle Alexander","TOR",17,10,36,36,6,1,22,260.2,142,3.452685556736063,81.48283256819207,3.8315139769360034,93.5977350604627,-0.37882842019994056,134.3410285375034,99.54556206526877,102.59423948454621,93.82499251407404,95.63730058964319,71.18994609753628,0.06880734,1.6326260566711426,1.1039583683013916,0.5684607220601807,3.951051950454712,"Doyle Alexander",1000122,110124
1994,"Jimmy Key","NYY",17,4,25,25,1,0,18,168,97,3.267857142857143,69.06348124909843,3.7321620986575175,78.73304367780037,-0.4643049558003747,115.15390082465191,47.74431265375574,100.90488821270421,92.42321441412588,88.84471250339018,77.15301931018202,0.06338028,2.886590003967285,1.8319717645645142,1.1833905431949425,3.950859785079956,"Jimmy Key",1006885,117032
