Season,Name,Team,PA,HR,R,RBI,SB,CS,OPS,wOBA,WAR,BsR,Def,Off,wRC+,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,MLBAMID,league,award_id,rookie_of_the_year,rom_Awards,rom_award_id,K%+_rank,wOBA_rank,WAR_rank,wRC+_rank,AVG+_rank,BB%+_rank,OBP+_rank,SLG+_rank,ISO+_rank,Def_rank,mean_rank,batter_rank,rookie_leader
2005,Yuniesky Betancourt,SEA,228,1,24,15,1,3.0,0.666128422,0.2912095365798579,0.5038792007438826,0.4702196966391057,2.8994141221046448,-5.573447209709361,78.29195749930994,95.43800139679055,61.45572162496686,66.68974804008062,89.60742935823795,86.92769268211615,72.40142335199288,95.37355167068694,435358,AL,AL,0,0.0,AL,10,49,33,44,33,46,48,43,38,19,36.3,45,0
2006,Ryan Spilborghs,COL,186,4,26,21,5,2.0,0.768094245,0.3317902849420257,0.4970767256824671,0.5516034442698583,1.4780715107917786,-2.5518000991371936,87.23913122517203,105.59334987033876,84.74366798696381,98.18267242217176,98.23001436346644,97.52920073557743,84.606444962051,107.03244118381726,448676,NL,NL,0,0.0,NL,18,24,27,29,13,26,24,27,32,17,23.7,24,0
2002,Jason Michaels,PHI,121,2,16,11,1,1.0,0.823297914,0.3510486866037051,0.496336176807448,-0.0267252136254683,-1.1574466526508331,2.1820616242225617,114.5988174256009,100.32005319433866,115.13463132624996,166.89940501143664,102.15979395290503,112.57857609024626,133.31109289338173,121.83903087770082,346859,NL,NL,0,0.0,NL,34,7,17,7,13,9,10,6,3,21,12.7,9,0
2016,Brandon Drury,ARI,499,16,59,53,1,1.0,0.786357964,0.3350738254591253,0.4934206846110561,-1.1880559991113842,-11.145828485488892,0.1007809328795872,102.09715568877776,108.2655227442458,71.8924927233321,97.6787923804465,99.54273416849225,107.60496545328492,106.56149786759286,107.20872690444897,592273,NL,NL,0,0.0,NL,23,20,35,26,18,48,30,17,25,62,30.4,28,0
2019,Tim Lopes,SEA,128,1,11,12,6,3.0,0.71973536,0.3176654600538313,0.4889415342453831,0.2552692350000143,-0.0655956268310546,0.4629419019464012,101.2694201617852,106.51556932085072,137.83729568761564,99.08884558758214,111.17145211738944,81.88273952330255,48.34316118525657,118.47721064480356,621005,AL,AL,0,0.0,AL,24,31,35,28,16,5,8,55,68,30,30.0,26,0
2015,Justin Bour,MIA,446,23,42,73,0,0.0,0.799845405,0.3425018055444377,0.4858607772913542,-7.190194576513022,-12.124420642852783,2.9246060031660637,119.46335252514687,100.4993864677627,95.92574361363371,113.6230073003402,98.92108212037677,116.93196399504733,145.5425050998746,96.0862323358576,571506,NL,NL,0,1.0,NL,38,21,46,20,38,31,40,18,12,69,33.3,29,0
2014,Marcus Semien,CHW,255,6,30,28,3,0.0,0.672689628,0.3011937546635805,0.485135050806869,0.081317335832864,-1.053002953529358,-2.546025812308474,90.62646911908848,92.1543784158284,106.74382268908664,139.24731510877467,94.94251639095889,95.16692354510964,100.7232952583559,103.89353316374444,543760,AL,AL,0,0.0,AL,51,25,25,23,39,13,25,22,23,37,28.3,31,0
2019,Matt Beaty,LAD,268,9,36,46,5,0.0,0.774995504,0.3235705954239781,0.4850883039469109,1.6095566507428885,-5.436755657196045,1.8813281336111092,100.76860539126426,102.7837033444047,71.59542685872742,56.33268064898089,95.86084432097874,102.86653955452512,102.9806493998903,91.68247699057136,607461,NL,NL,0,0.0,NL,6,27,36,29,30,50,38,23,21,56,31.6,29,0
2014,Gregory Polanco,PIT,312,7,50,33,14,5.0,0.650403653,0.2927540153652042,0.4836986122802161,4.320603185798973,-4.9316956996917725,-0.1076149243681392,87.3560655324615,91.52538862971952,122.85726041221434,94.54363779701237,96.06755407100673,86.71119830038542,77.8400958988918,89.71784309866293,570256,NL,NL,0,0.0,NL,18,30,26,27,40,9,23,36,33,49,29.1,32,0
2022,Darick Hall,PHI,142,9,19,16,0,0.0,0.803748963,0.3425825015759804,0.4833555516787743,0.1021051360294222,-3.7851547226309776,3.4814275415356826,120.48306379125016,102.8987676103849,42.14077136315448,137.02136001050252,89.78101896743217,131.18796494687095,175.53319379213045,103.42627476652092,669742,NL,NL,0,0.0,NL,59,12,33,15,28,79,56,2,1,59,34.4,29,1
2019,Mike Brosseau,TBR,142,6,17,16,1,0.0,0.781270148,0.3292576349373405,0.4780451553803724,0.3163794130086899,-2.3214606195688248,2.0994862598358788,109.82483000072322,107.48389249917318,57.98226071029653,120.1193580839667,98.72765400164111,105.00530865933445,101.63050973676252,115.5188024152798,670712,AL,AL,0,0.0,AL,51,23,37,22,13,62,32,19,25,45,32.9,32,0
2018,Steven Duggar,SFG,152,2,20,17,5,1.0,0.692702499,0.2974527651900487,0.4779208099079045,1.2010187881533056,1.13543701171875,-1.1511415747461138,87.32541595595352,100.61582055904957,73.30744049639661,134.16495814105107,92.5816195694638,93.51904943298048,82.49432296801574,117.85296165017208,621453,NL,NL,0,0.0,NL,49,38,27,35,28,39,41,34,36,14,34.1,40,0
2013,Stephen Vogt,OAK,148,4,18,16,0,1.0,0.694520547,0.3006171871875894,0.4769397190551661,0.3078852486796677,1.0297787189483645,-1.3830681897896264,89.94380740766718,98.23037964322658,74.73041022573231,96.10902687052275,91.7607691392642,98.64101946947402,99.34704288859838,95.84616022688324,519390,AL,AL,0,0.0,AL,17,32,31,28,25,40,36,24,22,26,28.1,27,0
2018,Greg Allen,CLE,291,2,36,20,21,4.0,0.653500755,0.2876123121151557,0.4749094677556243,2.9345951061695814,-0.0662445425987243,-5.2689744434242485,76.41823971017077,102.72628163001268,57.953879085411465,91.46176852890804,97.2887159717957,82.42789577544143,52.03127199423593,108.88094179106191,656185,AL,AL,0,0.0,AL,16,43,28,43,26,51,33,48,56,24,36.8,41,0
2010,Jason Donald,CLE,325,4,39,24,5,1.0,0.689904857,0.3051015710382252,0.4735109989751773,3.476652357727289,-6.362211465835571,-0.3890948869006871,89.89039023042704,97.30819190996722,79.5177602522379,123.38649300732745,94.95098442115646,92.80421313688998,84.84395982199433,108.1900632008046,453228,AL,AL,0,0.0,AL,38,36,33,31,30,34,31,34,29,48,34.4,39,0
2021,Gavin Sheets,CHW,179,11,23,34,0,0.0,0.830272346,0.3518232869702344,0.4693424445622143,-1.1315861807670444,-5.398421406745911,3.9535296331818506,123.20308659475371,101.64651665683051,105.46414755804602,97.679331273855,102.36449425700648,121.77311899304183,150.92905205706825,90.41616518482594,657757,AL,AL,0,0.0,AL,20,3,35,3,26,24,16,2,5,59,19.3,6,0
2021,Bobby Dalbec,BOS,453,25,50,78,2,0.0,0.792018041,0.3338075654696574,0.4673957424626956,-0.061849784804508,-14.100118160247805,3.2594558671981257,105.98836944673836,97.50265367343304,72.92857452477735,150.529671136243,94.14775086627624,118.8276638151928,149.71964239640587,108.53097106037328,666915,AL,AL,0,1.0,AL,57,15,36,23,35,53,39,4,6,71,33.9,33,0
2002,Geronimo Gil,BAL,450,12,33,45,2,2.0,0.632222162,0.2763362678590121,0.4635157661999742,-4.462414679583162,12.16212272644043,-22.788110796465393,66.9308292847292,87.88270415015096,55.42504403748898,120.35840650447074,81.31780032169732,85.27822022288204,81.00090996165274,91.09112747375502,282594,AL,AL,0,0.0,AL,19,26,18,24,28,29,29,24,17,2,21.6,22,0
2010,Danny Espinosa,WSN,112,6,16,15,0,2.0,0.723387655,0.3114988895149918,0.4615326445321867,-0.1641946663148701,2.5901837944984436,-1.564495153682028,89.56623519645602,81.55250276367978,90.9447004991244,145.1739188301787,83.37962775098379,108.19004443667016,154.42734846297415,79.09922894338338,457787,NL,NL,0,0.0,NL,51,30,34,32,51,24,53,15,4,17,31.1,31,0
2014,Kennys Vargas,MIN,234,9,26,38,0,0.0,0.772053269,0.3340874247509858,0.4607979095282135,0.5039397040382028,-6.9507399797439575,3.790461163222691,112.77753889635903,108.18019160773902,66.47051207408244,136.5694824673373,99.9501684633649,116.51643129309836,131.8918844049404,114.1120864431971,573627,AL,AL,0,0.0,AL,48,7,27,7,10,38,15,5,7,54,21.8,14,0
2022,Kerry Carpenter,DET,113,6,16,10,0,0.0,0.795171406,0.3418594825584277,0.4603547147338671,-0.0730666872113943,-2.2526943683624268,3.083918041610194,124.82714006943932,104.1009222337526,66.70207406308117,127.45818182607354,100.12391644390829,123.89725655846242,156.044223545464,104.63856400742364,681481,AL,AL,0,0.0,AL,54,13,34,10,26,65,25,6,3,46,28.2,19,0
2007,Jeff Salazar,ARI,103,1,13,10,2,0.0,0.733422846,0.3264438417351362,0.4595443113144433,1.712884412845597,1.3382033109664917,-0.0288841752085993,86.97530399565608,101.4116543968398,98.95911547702724,112.17881783431996,99.3102751473838,90.28876928761,71.70072840766764,111.007876523082,434625,NL,NL,0,0.0,NL,26,22,28,27,23,17,22,32,33,19,24.9,26,0
2009,Landon Powell,OAK,155,7,19,30,0,0.0,0.725345621,0.3159731218891759,0.45395275008574,-1.4821808338165283,2.4040597677230835,-3.2857268906989066,90.6829673665985,85.54718013039452,102.51330642492016,133.4000123063032,88.26503486582361,99.88129127673766,123.53820816494424,84.93542531535756,445169,AL,AL,0,0.0,AL,36,22,25,22,38,20,40,14,5,15,23.7,21,0
2023,Corey Julks,HOU,323,6,35,33,15,3.0,0.649562615,0.2855961033065252,0.4532081068025604,1.1664500590413809,-0.2793426513671875,-6.222250062954748,80.90881263123993,99.27327249797696,81.35126614174298,100.35416078887526,93.75839854715504,85.55710549594811,65.05301287409178,103.3204955697244,667452,AL,AL,0,0.0,AL,25,52,48,50,35,49,46,50,56,49,46.0,51,0
2022,Drew Waters,KCR,109,5,14,18,0,0.0,0.80324074,0.3473842243353526,0.4527349412311418,0.2970768469385803,-2.2639366388320923,3.148367599764821,123.24596954452416,98.80412054644736,138.29971339093697,165.16943325496285,104.75928301478288,122.29691687579478,160.44651243446398,121.87315087010089,671221,AL,AL,0,0.0,AL,77,8,35,13,33,9,18,7,2,47,24.9,14,0
2018,Isiah Kiner-Falefa,TEX,396,4,43,34,7,5.0,0.681549757,0.3009146656745519,0.4521693425820865,0.0941156060434877,0.5197932720184326,-9.665659631497345,79.38368813014067,104.58068473223628,85.17464074778945,71.84575184023957,101.90167573621846,85.63127655925673,57.254733739759544,103.93747721553504,643396,AL,AL,0,0.0,AL,5,35,29,40,23,29,21,45,53,19,29.9,29,0
2015,Dilson Herrera,NYM,103,3,7,6,2,0.0,0.677346277,0.2983670994347217,0.4519688074775096,0.3529415540397167,1.7947973906993866,-0.718399578620456,91.07340692989474,81.098726335495,134.38369538299204,112.0392968236955,95.85183543396435,89.46886157455289,104.0419951498911,81.78768605398727,599096,NL,NL,0,0.0,NL,36,48,47,42,64,11,42,53,33,27,40.3,44,0
2010,Ryan Kalish,BOS,179,4,26,24,10,1.0,0.70999272,0.312953583264755,0.4513783031971083,1.7806925913318992,-0.9799101166427135,-0.9007948086374796,87.26769516878323,96.59977237034876,78.7504488276986,121.61398129826976,92.98759117560432,99.31108170437405,104.10301809904958,102.59445623092265,501888,AL,AL,0,0.0,AL,36,29,35,35,33,36,35,23,23,29,31.4,32,0
2017,Erik González,CLE,115,4,18,11,1,2.0,0.690111642,0.2909787103795169,0.4471810046490501,0.1346221310086548,4.224199742078781,-3.528002662928909,74.18633157861542,99.34635622842792,30.97301387908815,151.0930932567928,83.79916954552095,97.2789909481298,94.22875752222856,115.1036665175892,570481,AL,AL,0,0.0,AL,61,51,34,54,31,64,56,34,34,10,42.9,50,0
2010,Alcides Escobar,MIL,552,4,57,41,10,4.0,0.614408123,0.2701215590875382,0.4445416191668607,4.111510227899998,8.5739266872406,-21.166114011463957,61.784899919248666,89.79419904921735,73.81019215229546,68.7296814885062,86.85459675563034,78.99509388800105,60.25006423470229,87.56602861748495,444876,NL,NL,0,0.0,NL,9,50,36,52,41,40,48,48,47,3,37.4,43,0
2004,Yadier Molina,STL,151,2,12,15,0,1.0,0.684414615,0.2974780210076946,0.4428708486836384,-0.967425414826721,4.949245452880859,-5.491597424068933,76.7576732723797,98.94288672820048,95.16449220129115,81.04312606012351,96.35448941029354,81.37932024291266,53.1010694576068,99.92513374253365,425877,NL,NL,0,0.0,NL,7,35,21,30,24,16,24,38,40,10,24.5,24,0
2016,Jett Bandy,LAA,231,8,23,25,1,0.0,0.673046251,0.2889787186133234,0.4418904270079272,-2.7611691302154213,4.430353879928589,-7.938415670090607,81.33306498854529,91.0667395803328,59.37613035547729,79.62953852874361,87.23646743233213,92.56492670305477,94.88272456093816,82.19959584188481,542908,AL,AL,0,0.0,AL,13,48,36,45,42,51,52,40,32,10,36.9,45,0
2002,Bobby Hill,CHC,215,4,26,20,6,1.0,0.700698428,0.3060565000570914,0.439067526430982,2.2668006203603,-0.8540836572647095,-1.75000256224053,85.05859855694548,95.04005027583658,84.73414543132932,119.54655075703656,96.24600764259732,88.34455620067583,77.02064347503202,103.09456443310052,407930,NL,NL,0,0.0,NL,18,19,19,19,20,17,16,20,20,20,18.8,18,0
2012,Freddy Galvis,PHI,200,3,14,24,0,0.0,0.616965,0.2673258215642822,0.439048125399045,-0.439193092752248,7.179351031780243,-9.07191673373564,63.78144889687494,86.74132589370637,42.40585829467556,75.51253414668176,77.72404380980768,87.77548869650467,89.54104772089434,83.46159463687171,520471,NL,NL,0,0.0,NL,8,53,26,53,48,57,59,37,33,6,38.0,42,0
2012,Rob Brantly,MIA,113,3,14,8,1,1.0,0.831681415,0.3579380796836303,0.4383733425744375,0.7716127694584429,-3.556654691696167,4.303738180693744,126.22834586731906,111.14993178480732,139.38714388284723,73.73820832019572,113.8210156446578,111.18228590782648,111.23753257487554,105.82105917539435,542963,NL,NL,0,0.0,NL,7,5,27,5,10,5,4,14,16,47,14.0,5,0
2007,Billy Butler,KCR,360,8,38,52,0,0.0,0.794030732,0.342394389233119,0.4354769937981897,-2.080705675529316,-7.989234507083893,-0.0039232160659792,104.59993479350544,107.67875456710854,87.56304946384827,91.4857745907783,102.57863501757802,105.4603277511378,101.52317322936682,107.49919591254292,456714,AL,AL,0,1.0,AL,12,14,29,17,11,23,18,11,19,44,19.8,18,0
2017,Jorge Bonifacio,KCR,422,17,55,40,1,1.0,0.752196879,0.3231663513240091,0.430013523072057,-0.6645213970914483,-8.129143953323364,-1.4831907583986652,98.42764276697562,99.6050707811158,98.47265593705905,131.3137746685427,98.58349035920016,100.56127563098872,101.9720925019151,108.7729651310542,593528,AL,AL,0,0.0,AL,42,29,35,30,29,27,31,29,32,59,34.3,35,0
2022,Kyle Isbel,KCR,278,5,32,28,9,6.0,0.603381656,0.2653265694418539,0.4299210530915658,-0.1446302430704236,6.348218679428101,-10.99523619335082,65.31498769792366,86.99058451518512,72.3005686204332,121.426269225088,85.1905298656419,86.7377591005222,86.3271997451723,95.05649296530603,664728,AL,AL,0,0.0,AL,51,62,36,67,55,59,66,54,46,7,50.3,57,0
2011,Daniel Descalso,STL,375,1,35,28,2,2.0,0.687007311,0.2987500040718678,0.4296481127214364,1.6885128512512892,-4.149132013320923,-3.267757493614303,88.55677325456392,101.8378975354642,104.51571558447924,94.5836831111936,102.38188194354665,87.48285793375302,61.69372604066197,108.06357545511204,518614,NL,NL,0,0.0,NL,25,37,36,35,25,14,16,45,49,49,33.1,32,0
2013,Travis d'Arnaud,NYM,112,1,4,5,0,0.0,0.548340547,0.2535845339298248,0.4274662695538364,-0.3973529916256666,6.01478910446167,-5.423193667669101,60.10135843686386,78.37710897238904,134.05807002196966,98.82303712027516,88.51518497339387,65.54473809173761,42.403107064260475,81.25466334766965,518595,NL,NL,0,0.0,NL,22,53,32,51,57,7,44,60,56,9,39.1,42,0
2014,Ryan Rua,TEX,109,2,11,14,1,0.0,0.740148536,0.3273883620533374,0.4258475159998431,-0.1980301509611308,-0.0281651020050048,0.4815464472542752,105.67202993160016,116.3875671016964,23.783026280760236,83.76738871132116,101.48671946878024,107.11811866748612,90.0214449690146,114.46113512278488,607387,AL,AL,0,0.0,AL,12,9,28,11,4,61,12,10,29,32,20.8,12,0
2005,Nate McLouth,PIT,120,5,20,12,2,0.0,0.754626029,0.3262859370748875,0.4253445975110506,1.8640057941665873,-1.0360278831794858,1.3692330956275431,96.71671489629064,95.68602511872832,28.45659759001486,103.45792698556258,90.03663957877579,105.10851101517513,120.99478713733038,90.60874236521433,434661,NL,NL,0,0.0,NL,27,23,34,23,32,56,47,17,14,32,30.5,31,0
2008,Travis Ishikawa,SFG,104,3,12,15,1,0.0,0.768117408,0.335233562779658,0.4250884831583169,0.033130262279883,0.8546699285507202,0.0708360194611545,100.288835623394,102.39478432354514,94.94876173800203,151.43079883406085,99.24301823009162,101.21681599547242,99.23797187440256,117.37393071906182,448170,NL,NL,0,0.0,NL,46,17,32,20,20,25,27,19,18,25,24.9,23,0
2006,Conor Jackson,ARI,556,15,75,79,1,0.0,0.80880468,0.3524636492591223,0.4202824690467427,-2.731865931302309,-15.395084381103516,1.1406847480274038,105.32693323543631,106.80440770246877,109.34807325080756,79.92352102250022,107.15378731594396,99.81381950646394,88.61144072363584,103.17888815044716,433582,NL,NL,0,0.0,NL,6,14,28,18,10,6,4,24,30,49,18.9,17,0
2005,John Rodriguez,STL,176,5,15,24,2,0.0,0.8177445,0.353315972717556,0.4181854732855675,0.626571825821884,-5.627383828163147,4.065445114290057,115.55921281205248,109.99764561372932,122.88076180312603,158.7138657839349,112.58916995404456,101.99887685946707,88.5129646402606,129.30175660659523,431138,NL,NL,0,0.0,NL,49,12,35,13,11,10,6,20,28,45,22.9,17,0
2021,Taylor Walls,TBR,176,1,15,15,4,2.0,0.610338345,0.2788150075503758,0.4124941853640412,0.6804174976423383,1.8733176570385697,-3.7824703924014287,79.28899121791298,85.5970663373946,154.1888846134632,121.69679153178257,99.28851686609347,71.21235014906885,50.37426653585667,104.23229323459948,670764,AL,AL,0,0.0,AL,37,54,37,47,48,2,26,65,68,19,40.3,42,0
2011,Brandon Crawford,SFG,220,3,22,21,1,3.0,0.583589599,0.2652024052558689,0.4116526581499298,0.2295524468645453,4.992659091949463,-7.835177931875524,68.261093818602,78.78299623601276,124.16639699902564,76.89058120198182,88.11555395348066,73.38624120641701,63.69084841970122,76.3664960448959,543063,NL,NL,0,0.0,NL,12,55,37,50,59,8,45,57,48,13,38.4,45,0
2002,Endy Chavez,WSN,138,1,20,9,3,5.0,0.784610687,0.3359838287338956,0.4106078354272275,-0.7082273790147156,0.3594916462898254,-0.7441903538083026,99.79158653977083,111.35525932410404,38.827453837154394,70.95240364894396,94.36133639700148,109.6965645862146,106.89125787703138,111.43499216303736,346795,NL,NL,0,1.0,NL,1,9,20,11,4,31,19,8,10,18,13.1,12,1
2013,Cody Asche,PHI,179,5,18,22,1,0.0,0.690564865,0.2988792542706836,0.4094851811228497,1.471354970242828,-0.3908260464668274,-1.199199193005053,86.73473974967028,91.0045320027032,104.84988645504174,126.61126507312024,93.46016740529552,97.05663141467204,107.970875091094,95.72059653297264,605125,NL,NL,0,0.0,NL,41,33,33,31,43,16,33,26,16,34,30.6,30,0
2018,José Briceño,LAA,128,5,12,10,0,1.0,0.683827982,0.2998064883111969,0.4071457401603749,-0.8675239456351846,2.256804406642914,-2.677668088245703,88.17041430497889,95.80555686587438,75.28829927101832,125.47657813802732,93.87160373270488,92.32203031253869,87.10549215638514,101.51080319232408,593993,AL,AL,0,0.0,AL,38,36,30,34,33,36,39,36,31,13,32.6,33,0
2017,Nick Williams,PHI,343,12,45,55,1,2.0,0.811035869,0.3440617461941332,0.4035408507399076,-1.6350087160244584,-10.433805227279665,2.68303109878559,109.79479907834188,110.0375431054812,64.80751137497074,134.64857331204576,101.38130245241734,108.14721434697113,105.33920735082678,122.84526981873778,608384,NL,NL,0,0.0,NL,46,18,36,18,11,48,22,19,29,62,30.9,29,0
2009,Mat Gamel,MIL,148,5,11,20,1,0.0,0.759712837,0.3308397143670957,0.4007723142543942,1.0075465142726898,-1.6222436130046844,0.9875839941538076,99.89040252432991,91.13375082454176,131.1534465311601,208.64668072962823,99.6977897334594,99.95784418107768,114.96070678967148,122.8845213707322,451143,NL,NL,0,0.0,NL,50,15,26,13,32,7,18,13,13,29,21.6,18,0
2011,Brent Morel,CHW,444,10,44,41,5,4.0,0.652633378,0.2890223142497903,0.4000956317390698,-0.1280118871945887,2.4304083585739136,-13.251494925147842,74.61649672289694,94.66163546816637,61.17100528404996,71.56188800705334,88.79377332964758,89.44478196427961,80.48493474159717,89.20427632714984,543569,AL,AL,0,0.0,AL,11,40,38,43,40,48,42,41,36,20,35.9,41,0
2007,Felix Pie,CHC,194,2,26,20,8,1.0,0.604166666,0.2680516584465901,0.4000036707006831,3.544355824124068,6.5391398668289185,-8.845005381864492,50.81172966273182,78.71413070221193,81.72912078427484,134.79109715435996,79.15265378194451,76.46075955416337,72.69503730376186,88.93984450949591,429712,NL,NL,0,0.0,NL,37,43,30,45,47,31,46,40,32,6,35.7,42,0
2018,Ronald Guzmán,TEX,428,16,46,58,1,0.0,0.722095437,0.3119519352912903,0.3986923277237839,0.5202286771964282,-4.5848939418792725,-6.174488377118845,86.91557016275297,94.13452949012436,92.8790225103739,129.73172494205653,96.02446333670876,99.86046995640892,108.43501783578832,101.54597056858351,608597,AL,AL,0,0.0,AL,44,31,31,36,36,26,36,22,19,51,33.2,36,0
