Season,Name,Team,W,L,G,GS,CG,ShO,QS,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,WAR/IP,pos,league,award_id,rookie_of_the_year,ERA-_rank,FIP-_rank,HR/9+_rank,WHIP+_rank,AVG+_rank,BB%+_rank,WAR_rank,WAR/IP_rank,IP_rank,K%+_rank,WPA_rank,WPA/LI_rank,K/BB+_rank,K-BB%_rank,Clutch_rank,QS_rank,mean_rookie_rank,rookie_rank,mlb_rank,mean_mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/IP
2002,Carlos Hernández,HOU,7,5,21,21,0,0,11,110.0,92,4.090909374646924,96.02285580712122,4.162074553749784,98.2587587344257,-0.0711651791028602,80.38038554319077,80.7246156720862,99.6905099664159,110.21477309417078,108.33836947481664,134.7820913145381,0.06790124,1.0149120092391968,0.4825837314128876,0.4679509883910769,1.5173332691192627,400056,2000s,0.013793938810175115,starter,AL,AL,0,0.5625,0.6875,0.875,0.3125,0.5625,0.25,0.625,0.6875,0.25,0.8125,0.875,0.625,0.4375,0.6875,0.625,0.4375,0.58203125,7,67,0.44459033613445376,hernaca03,Rookie of the Year,2002.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.009226472811265426
2023,Grayson Rodriguez,BAL,7,4,23,23,0,0,7,122.0,129,4.352459288578927,103.94678358089928,3.927171549070464,92.95886754618024,0.4252877395084624,112.96083214425649,96.41764652320694,105.7578725897702,102.89887502189812,107.9936597015876,95.60275147250248,0.16893204,0.6806941032409668,0.3645002543926239,0.3515828008560853,1.8450177907943728,680570,2020s,0.015123096645855514,starter,AL,AL,0,0.5,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5,0.6428571428571429,0.6428571428571429,0.42857142857142855,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.32142857142857145,0.5870535714285715,6,63,0.44450934579439244,rodrigr01,Rookie of the Year,2023.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.005579459862630876
2002,Damian Moss,ATL,12,6,29,29,0,0,16,175.0,107,3.4971425522162254,85.46660005977074,4.779217169220607,114.64372293792444,-1.282074617004382,61.97378776523587,96.40824019554933,84.51626687319705,93.48335917024194,84.34860313767277,136.1036697765428,0.02479339,1.6668241024017334,1.2428667545318604,0.469872187330175,1.0539922714233398,150305,2000s,0.006022812979561942,starter,NL,NL,0,0.875,0.375,0.6875,0.8125,1.0,0.1875,0.5,0.4375,0.8125,0.4375,1.0,0.9375,0.1875,0.1875,0.6875,0.9375,0.62890625,4,68,0.4443277310924369,mossda01,Rookie of the Year,2002.0,NL,12.0,160.0,0.0,0.0,0.075,1,0.009524709156581334
2007,Micah Owings,ARI,8,8,27,27,2,1,14,150.0,106,4.32,92.2571766696014,4.819605140686035,104.45768688431076,-0.4996051406860351,105.88357185521215,114.75913796433122,94.65213933942192,91.8377856754048,96.67601803799334,91.30407600267422,0.0875,-0.1450699269771576,0.3802566230297088,-0.5280589774883537,1.714285373687744,452249,2000s,0.011428569157918293,starter,NL,NL,0,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.6923076923076923,0.5384615384615384,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.6923076923076923,0.5384615384615384,0.46153846153846156,0.5384615384615384,0.6153846153846154,0.5384615384615384,0.38461538461538464,0.6923076923076923,0.5576923076923077,7,63,0.43986344537815125,owingmi01,Rookie of the Year,2007.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.000967132846514384
2002,Mike Maroth,DET,6,10,21,21,0,0,11,128.2,58,4.4766837608581005,103.77769036245785,3.6537842877359417,86.24681377290835,0.8228994731221588,83.77317916952103,44.64814947580829,104.38951425186856,96.67520630141044,67.0385407068938,80.02386422344802,0.04089219,0.1623323112726211,0.6963051557540894,-0.5389952572162394,2.449800968170166,400077,2000s,0.019109211920204105,starter,AL,AL,0,0.4375,0.9375,1.0,0.625,0.375,1.0,0.875,0.9375,0.5,0.125,0.4375,0.8125,0.5,0.3125,0.125,0.4375,0.58984375,6,70,0.43933823529411764,marotmi01,Rookie of the Year,2002.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.00126624267763355
2017,Dinelson Lamet,SDP,7,8,21,21,0,0,10,114.1,139,4.56559726142574,108.43670212855292,4.347143961558505,101.4119720703041,0.2184532998672352,103.53503526311148,115.0246035764552,82.20968669367076,91.90912771567484,132.01590157280552,127.50842657697032,0.17525773,-0.4454659819602966,-0.3484518527984619,-0.1238959385331603,1.4331990480422974,659275,2010s,0.012560903137969303,starter,NL,NL,0,0.4166666666666667,0.6666666666666666,0.3333333333333333,0.9166666666666666,1.0,0.16666666666666666,0.6666666666666666,0.75,0.25,1.0,0.5,0.4166666666666667,0.8333333333333334,1.0,0.4166666666666667,0.5416666666666666,0.6171874999999999,4,68,0.438858695652174,lametdi01,Rookie of the Year,2017.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.00390417162103678
1989,Jim Abbott,LAA,12,12,29,29,4,2,17,181.1,115,3.920955992332795,103.34119734104792,3.7166848113689466,96.1228400968045,0.2042711809638482,91.97179139400284,84.21278650598187,104.55253067612875,107.4051383662327,102.31403397990351,111.2450072190256,0.05203046,-1.4441219568252563,-2.22352933883667,0.7809693541932721,2.5421812534332275,110009,1980s,0.014037444800846094,starter,AL,AL,0,0.4,0.4,0.4,0.4,0.6,0.2,0.8,0.4,0.8,1.0,0.2,0.2,0.6,0.8,1.0,0.8,0.5625,4,63,0.4375000000000001,abbotji01,Rookie of the Year,1989.0,AL,10.0,140.0,0.0,0.0,0.07142857142857142,1,-0.007974168729018533
2009,Rick Porcello,DET,14,9,31,31,0,0,11,170.2,89,3.95507800712949,87.1476623822145,4.77286495936569,107.02647187048416,-0.8177869522362,84.45339575448105,109.00848261169328,101.04740589646184,95.19713825581997,70.24125188994785,83.17161239929483,0.05138889,1.2336878776550293,0.8376657962799072,0.4594497267498278,1.714255690574646,519144,2000s,0.010072007582694747,starter,AL,AL,0,0.7222222222222222,0.4444444444444444,0.3888888888888889,0.6111111111111112,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.5,0.7777777777777778,0.2777777777777778,0.7777777777777778,0.7777777777777778,0.2777777777777778,0.2222222222222222,0.7777777777777778,0.5,0.5590277777777778,9,67,0.43750000000000006,porceri01,Rookie of the Year,2009.0,AL,64.0,160.0,7.0,0.0,0.4,1,0.007248459915716977
1999,Jeff Weaver,DET,9,12,29,29,0,0,13,162.2,113,5.588114579369136,113.63527181268218,5.248608135324884,105.47900491846212,0.3395064440442521,120.3201561825005,127.23718559454116,101.2632623025686,95.9727020948454,100.70246644342184,83.69542306988163,0.07983193,-0.5151760578155518,-0.6505503058433533,0.1355805156820942,1.6131885051727295,213711,1990s,0.00994567512436948,starter,AL,AL,0,0.375,0.375,0.375,0.5,0.25,1.0,0.375,0.375,0.75,0.5,0.25,0.25,0.875,0.625,0.5,0.5625,0.49609375,6,76,0.4375,weaveje01,Rookie of the Year,1999.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0031761779150157325
2007,Kyle Kendrick,PHI,10,4,20,20,0,0,13,121.0,49,3.867768351167515,85.01496288980407,4.942084372182848,107.8612149118694,-1.0743160210153326,97.89235888500744,113.8107081604376,105.4977117361404,90.8428345539424,57.317652312500314,58.55171159742949,0.04809619,1.3275638818740845,0.9326499104499816,0.5529079241096206,1.0721970796585083,452718,2000s,0.008861132889739737,starter,NL,NL,0,0.7692307692307693,0.46153846153846156,0.5384615384615384,0.8461538461538461,0.3076923076923077,0.9230769230769231,0.46153846153846156,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.7692307692307693,0.6923076923076923,0.46153846153846156,0.3076923076923077,0.8461538461538461,0.6153846153846154,0.5625000000000001,6,65,0.4351365546218487,kendrky01,Rookie of the Year,2007.0,NL,7.0,160.0,0.0,0.0,0.04375,1,0.010971602329537889
2005,Chien-Ming Wang,NYY,8,5,17,17,0,0,12,111.2,45,4.029851113377004,93.53205417261184,4.255852174178942,98.70743151137228,-0.2260010608019387,71.11999316782074,67.74042913190542,95.5724062312156,90.75609281231743,60.79877096377205,85.48759032077257,0.03010753,0.2209561169147491,0.8568366765975952,-0.6402793392918352,1.2977564334869385,425426,2000s,0.011670471524163116,starter,AL,AL,0,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.9090909090909091,0.7727272727272727,0.8181818181818182,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.6363636363636364,0.8181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.5198863636363636,6,79,0.43229166666666663,wangch01,Rookie of the Year,2005.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.001987015439880837
2008,John Lannan,WSN,9,15,31,31,0,0,21,182.0,117,3.9065934065934065,91.0068199415493,4.791358939369956,110.24138563242047,-0.8847655327765493,80.23206017442183,111.08266887307028,95.4075450645474,96.37871630395811,83.86078874430325,104.52278871545072,0.05776637,0.3463900089263916,-0.0499419420957565,0.3775222828335143,1.2201184034347534,458709,2000s,0.006703947271619525,starter,NL,NL,0,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.7272727272727273,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.6363636363636364,1.0,0.5170454545454545,6,78,0.4319105691056912,lannajo01,Rookie of the Year,2008.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0019032418072878659
2022,Reid Detmers,LAA,7,6,25,25,1,1,7,129.0,122,3.767441860465116,94.99313898989342,3.786849606314371,93.61266797442298,-0.0194077458492545,95.80436222404782,84.24112263545939,94.9313126614287,96.54117425791576,101.87885529907288,106.34051789660926,0.14100186,-0.1678537279367447,0.280205637216568,-0.4661622653147025,2.2126073837280273,672282,2020s,0.017151995222697888,starter,AL,AL,0,0.6,0.7,0.8,0.6,0.7,0.6,0.8,0.7,0.7,0.5,0.5,0.6,0.5,0.5,0.1,0.25,0.571875,6,72,0.4313568376068376,detmere01,Rookie of the Year,2022.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0013011916894321294
1985,Kirk McCaskill,LAA,12,12,29,29,6,1,16,187.2,102,4.651864882803153,113.66560780558204,4.261719719535743,101.55311266049073,0.3901451632674098,102.6253732428597,113.5769069341015,99.19715563982686,96.86600930113978,93.95227745888432,91.54878677813385,0.0489335,-0.3739021420478821,-0.4235013425350189,-0.0141144613785394,2.1549060344696045,118564,1980s,0.011511250184132503,starter,AL,AL,0,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.6428571428571429,0.4598214285714286,5,65,0.4300595238095237,mccaski01,Rookie of the Year,1985.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0019973405023925327
2005,Ervin Santana,LAA,12,8,23,23,1,1,13,133.2,99,4.645885109998551,108.99755998811038,4.426514903081053,104.08228600138794,0.2193702069174987,103.19964964115084,106.8943458251154,100.64063989499216,102.19038297003593,106.68463597248292,103.37693181247327,0.08919383,-0.173131987452507,-0.3278026580810547,0.1585254041991569,1.5718554258346558,429722,2000s,0.01180071641017009,starter,AL,AL,0,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.36363636363636365,0.45454545454545453,0.6363636363636364,0.45454545454545453,0.8181818181818182,0.45454545454545453,0.5454545454545454,0.9090909090909091,0.8181818181818182,0.36363636363636365,0.5454545454545454,0.5624999999999999,5,80,0.42945075757575757,santaer01,Rookie of the Year,2005.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0012997896955893918
2011,Guillermo Moscoso,OAK,8,9,21,21,0,0,12,125.0,71,3.383999793457044,85.36384427591733,4.281386209121709,108.39373407104144,-0.8973864156646649,85.17768924615687,102.1462713113858,81.87879310541716,81.53192362704348,76.55519899875625,89.8770572731654,0.06640625,-0.2030940055847168,0.222091406583786,-0.4406442194469875,1.4129279851913452,446861,2010s,0.011303423881530762,starter,AL,AL,0,0.8333333333333334,0.4166666666666667,0.5,1.0,1.0,0.8333333333333334,0.3333333333333333,0.4166666666666667,0.2916666666666667,0.16666666666666666,0.4166666666666667,0.5,0.5833333333333334,0.5,0.3333333333333333,0.4166666666666667,0.5338541666666666,8,84,0.4286736641221374,moscogu01,Rookie of the Year,2011.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0016247520446777343
2002,Jason Jennings,COL,16,8,32,32,0,0,13,185.1,127,4.516186802476469,93.00309284843368,4.677901714471653,103.07915277552732,-0.1617149119951841,93.52332750423156,124.57142381505082,108.7699913119681,106.79234130603194,89.95454186699523,96.18406534636546,0.07054455,0.5081279277801514,0.1707062125205993,0.3520082103918915,2.0811421871185303,407298,2000s,0.011243339746723556,starter,NL,NL,1,0.6875,0.5625,0.25,0.4375,0.25,0.6875,0.8125,0.625,0.9375,0.5625,0.625,0.5625,0.75,0.75,0.4375,0.625,0.59765625,5,75,0.4275210084033613,jennija01,Rookie of the Year,2002.0,NL,150.0,160.0,27.0,0.0,0.9375,1,0.002745153580659921
1987,Jeff Robinson,DET,8,5,21,21,2,1,8,118.0,88,5.262711524141504,120.182013827595,4.184536352735666,91.66241753333976,1.078175171405838,108.81359760278688,84.47023956408522,101.80168045654948,103.5373755040955,108.9872965393684,100.15963151589102,0.07809524,-0.9150001406669616,-0.0379988178610801,-0.9001184558195724,1.942246437072754,121316,1980s,0.016459715568413167,starter,AL,AL,0,0.14285714285714285,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.42857142857142855,1.0,0.14285714285714285,0.5714285714285714,1.0,1.0,0.14285714285714285,0.35714285714285715,0.5669642857142857,4,69,0.42597087378640774,robinje02,Rookie of the Year,1987.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.007754238480228488
1979,Tony Brizzolara,ATL,6,9,19,19,2,0,8,104.0,63,5.451923076923077,134.83973073888816,3.309088604266827,80.25625610299133,2.14283447265625,119.08724163872348,70.45442153657923,117.07595184340364,117.3528314598804,99.09397409532804,83.21124052506761,0.06315789,-1.5376620292663574,-1.2662484645843506,-0.3794136947115236,2.257031202316284,111489,1970s,0.02170222309919504,starter,NL,NL,0,0.08333333333333333,1.0,1.0,0.25,0.08333333333333333,0.75,0.8333333333333334,1.0,0.08333333333333333,0.8333333333333334,0.25,0.25,0.75,0.9166666666666666,0.5,0.16666666666666666,0.5468749999999999,5,72,0.42543859649122806,brizzto01,Rookie of the Year,1979.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.014785211819868822
1977,Floyd Bannister,HOU,8,8,23,23,4,1,12,141.1,110,3.948112923380083,109.38940324013622,3.679080690273237,98.72712296695131,0.2690322331068464,101.547465413385,83.5803577258728,97.28466327299078,105.03153985980988,127.74257951060046,125.7959314963029,0.0699187,-1.3027960062026978,-0.6564153432846069,-0.7002869920286443,1.7403204441070557,110540,1970s,0.012333950702388772,starter,AL,AL,0,0.375,0.625,0.875,0.5,1.0,0.125,0.5,0.625,0.5,1.0,0.375,0.5,0.625,1.0,0.5,0.5,0.6015625,3,64,0.42437499999999995,bannifl01,Rookie of the Year,1977.0,NL,1.0,24.0,1.0,0.0,0.041666666666666664,1,-0.009233139661252289
2008,Clayton Kershaw,LAD,5,5,21,21,0,0,8,106.2,100,4.30312479481102,102.46305382377784,4.06014323577285,95.21331936079164,0.2429815590381698,96.81093230134051,90.64707573897746,100.59723415359254,106.48563910922692,120.07638000223672,124.0318362694434,0.10537634,0.354576051235199,-0.1105965003371238,0.4694170031974101,1.320469617843628,477132,2000s,0.01243380054466693,starter,NL,NL,0,0.36363636363636365,0.7272727272727273,0.6363636363636364,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.45454545454545453,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.6363636363636364,0.36363636363636365,0.45454545454545453,0.8181818181818182,0.7272727272727273,0.18181818181818182,0.49999999999999994,7,81,0.42403455284552855,kershcl01,Rookie of the Year,2008.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0033387575445875607
1993,Armando Reynoso,COL,12,11,30,30,4,0,13,189.0,117,3.999999677062691,87.02450617742802,4.40633702460885,104.6145509523152,-0.4063373475461582,98.76585769251407,120.71659377745392,105.52206785107076,104.86811299310249,91.79324167433688,92.9402539375586,0.06506024,0.3598881065845489,-0.2297264188528061,0.58129062651342,1.974083662033081,121117,1990s,0.010444887100704132,starter,NL,NL,0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.0,0.5,0.3854166666666667,6,69,0.4237049549549549,reynoar02,Rookie of the Year,1993.0,NL,1.0,140.0,0.0,0.0,0.007142857142857143,1,0.0019041698761087242
1983,Lee Tunnell,PIT,10,6,25,25,5,3,12,151.2,81,3.7978020704398663,102.76205870820448,3.7177380097521326,99.63539743866892,0.080064060687734,91.33697499271844,90.58670474685194,103.7535334257389,100.71482596957703,87.86206223248396,96.19550735145114,0.04416404,-0.0856099724769592,0.1792857944965362,-0.2667707535147146,1.8681755065917969,123502,1980s,0.01235565811237961,starter,NL,NL,0,0.125,0.25,0.25,0.25,0.125,0.625,0.375,0.25,0.5,0.375,0.25,0.25,0.375,0.5,0.625,0.5,0.3515625,7,70,0.42351973684210525,tunnele01,Rookie of the Year,1983.0,NL,1.0,120.0,0.0,0.0,0.008333333333333333,1,-0.0005662035216730106
2017,Parker Bridwell,LAA,10,3,20,20,0,0,13,117.1,72,3.758522890200307,88.00160427759778,4.904798860860268,111.74257238044584,-1.146275970659961,92.90283425582476,111.373388028206,96.90338016653229,88.27415629496798,69.95567521168314,75.2998253285803,0.08805032,0.7739619612693787,0.9930883049964904,-0.2145589872222394,0.835865318775177,592170,2010s,0.007138047128737635,starter,AL,AL,0,0.9166666666666666,0.25,0.5,1.0,0.8333333333333334,0.9166666666666666,0.25,0.25,0.4166666666666667,0.3333333333333333,0.8333333333333334,0.9166666666666666,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.8333333333333334,0.5989583333333334,5,70,0.4220108695652174,bridwpa01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.006609410429285898
2014,Tyler Matzek,COL,6,10,19,19,1,1,11,117.0,91,4.000000260834018,92.92041263546588,3.730542805959629,93.72629930789898,0.2694574548743893,78.60978109627295,82.46078425663899,106.882617265159,109.29723549617891,88.9501141987686,113.15399812020944,0.09638554,0.7705600261688232,0.1374626755714416,0.6348892004531924,1.9636454582214355,554431,2010s,0.016783294514713124,starter,NL,NL,0,0.5,0.625,0.6875,0.1875,0.3125,0.3125,0.5625,0.625,0.3125,0.25,0.5625,0.5625,0.1875,0.25,0.8125,0.46875,0.451171875,10,82,0.4213789682539683,matzety01,Rookie of the Year,2014.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0065859831296480615
2013,Martín Pérez,TEX,10,6,20,20,1,0,11,124.1,84,3.619303319210361,85.3131877681488,4.230160126781285,103.69330258168485,-0.6108568075709235,90.89164953019396,104.8525539181919,104.62405068181788,101.32475244771568,79.39508381692106,87.35135668328833,0.08884688,0.7269579172134399,-0.3949685096740722,1.1572725331190994,1.35848069190979,527048,2010s,0.010946661498064385,starter,AL,AL,0,0.6666666666666666,0.5,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.75,0.5,0.5,0.3333333333333333,0.25,0.5,0.4166666666666667,0.5,0.4166666666666667,1.0,0.3333333333333333,0.48958333333333337,8,83,0.4210400763358779,perezma02,Rookie of the Year,2013.0,AL,2.0,150.0,0.0,0.0,0.013333333333333334,1,0.005857839784153425
1983,Bill Krueger,OAK,6,6,16,16,2,0,11,106.1,57,3.7241383763780713,96.0365190842154,4.034097697547628,101.2534250201158,-0.3099593211695564,72.29495880114217,70.15717592897734,95.32472346703128,104.4478551285814,98.16538111192696,135.78454573906535,0.0130719,0.8465319871902466,0.4355270266532898,0.4332860496886862,1.2258504629135132,117332,1980s,0.011553727265914356,starter,AL,AL,0,0.25,0.125,0.875,0.125,0.625,0.125,0.125,0.125,0.125,0.5,0.5,0.375,0.25,0.125,1.0,0.25,0.34375,8,71,0.41968201754385964,kruegbi01,Rookie of the Year,1983.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.007978623818946717
2009,Kenshin Kawakami,ATL,7,10,25,25,0,0,13,142.2,98,3.974298923731334,96.09525438125584,4.309700538506311,102.208637888957,-0.3354016147749767,91.69614040795928,95.31388513384351,98.58123048321656,97.6504755353646,87.50802091674196,95.43261123751124,0.07340946,0.3203121721744537,-0.037846453487873,0.3406892423652382,1.204369068145752,499877,2000s,0.008469543376552405,starter,NL,NL,0,0.5,0.6111111111111112,0.6111111111111112,0.4444444444444444,0.7777777777777778,0.3888888888888889,0.4444444444444444,0.3333333333333333,0.6111111111111112,0.5555555555555556,0.5555555555555556,0.5,0.3888888888888889,0.5,0.5555555555555556,0.6944444444444444,0.5295138888888888,10,68,0.4196022727272727,kawakke01,Rookie of the Year,2009.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.002252546921058043
1995,Steve Sparks,MIL,9,11,27,27,3,0,11,183.0,83,4.622951205140095,95.50619154222628,4.611493794546229,98.7748680100578,0.0114574105938656,71.05695213190627,72.62810007271958,102.86650455559077,100.23038815331222,67.96848512392512,95.65353156885602,0.01257862,0.8992899656295776,0.6657154560089111,0.2376418535594633,2.380957841873169,122562,1990s,0.013010698589470869,starter,NL,NL,0,0.5384615384615384,0.38461538461538464,0.6923076923076923,0.46153846153846156,0.3076923076923077,0.46153846153846156,0.7692307692307693,0.38461538461538464,0.8461538461538461,0.23076923076923078,0.6923076923076923,0.6923076923076923,0.15384615384615385,0.07692307692307693,0.6153846153846154,0.5384615384615384,0.4903846153846154,8,56,0.41940789473684215,sparkst01,Rookie of the Year,1995.0,AL,1.0,140.0,0.0,0.0,0.007142857142857143,1,0.004914152817647966
2021,James Kaprielian,OAK,8,5,21,21,0,0,8,111.1,113,3.7994013711804313,92.05361441246662,4.31075273745502,103.54012012300886,-0.5113513662745883,104.21925246716724,107.12875308586683,93.44179798893715,93.8817957992438,105.2065750758867,100.9473547271548,0.15665236,0.6154742240905762,-0.1641172617673874,0.7540491729948935,1.248756766319275,621076,2020s,0.011239934890362511,starter,AL,AL,0,0.5714285714285714,0.5,0.5,0.5,0.7142857142857143,0.5,0.5,0.5,0.14285714285714285,0.5,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.7857142857142857,0.4642857142857143,0.5066964285714286,8,63,0.419392523364486,kaprija01,Rookie of the Year,2021.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.005539821999015087
1995,Felipe Lira,DET,7,10,22,22,0,0,10,121.1,69,4.302198253065492,90.6081931876168,4.71868173215518,98.64816071527116,-0.4164834790896883,91.7492611923796,89.0018477542855,100.82365709041096,97.78389909516748,84.9161013028222,92.55235220271317,0.0415879,0.9860740303993224,0.6345197558403015,0.3175289449057153,1.5981762409210205,117809,1990s,0.013197161361858138,starter,AL,AL,0,0.6153846153846154,0.46153846153846156,0.3076923076923077,0.5384615384615384,0.46153846153846156,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.38461538461538464,0.46153846153846156,0.7692307692307693,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.7692307692307693,0.4230769230769231,0.5360576923076924,5,58,0.4164473684210527,lirafe01,Rookie of the Year,1995.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.008142642695287552
2018,Jaime Barria,LAA,10,9,26,26,0,0,5,129.1,98,3.409793948529192,80.34383292960527,4.583112044095717,107.06874122725054,-1.173318095566525,78.2591191295337,97.1060495128796,97.57589951541772,96.64197794547198,82.5933285981649,105.538277030963,0.09497207,1.1622940301895142,0.3426631689071655,0.9650577331654184,1.434671401977539,642545,2010s,0.01111286910904368,starter,AL,AL,0,0.75,0.5,0.6666666666666666,0.75,0.75,0.3333333333333333,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.25,0.9166666666666666,0.08333333333333333,0.546875,6,77,0.4160487288135593,barrija01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.009003052131599645
1979,Ross Baumgarten,CHW,13,8,28,28,4,3,15,190.2,72,3.540209979088522,83.57653811031268,4.525871916748601,109.37953673058225,-0.9856619376600788,63.57443638767509,94.36637921195457,90.40970649502982,96.5753714847529,75.06419381465868,118.0729234256439,-0.01344743,0.9095001220703124,1.841708779335022,-0.90483195790144,1.4743751287460327,110705,1970s,0.007751709404553274,starter,AL,AL,0,0.875,0.2916666666666667,0.375,0.7083333333333334,0.875,0.125,0.2916666666666667,0.2916666666666667,0.875,0.375,0.7916666666666666,0.7916666666666666,0.2916666666666667,0.2916666666666667,0.375,0.8333333333333334,0.5286458333333334,6,74,0.4136513157894736,baumgro01,Rookie of the Year,1979.0,AL,3.0,28.0,3.0,0.0,0.10714285714285714,1,0.004781809264302379
2003,Horacio Ramirez,ATL,12,4,29,29,1,0,18,182.1,100,3.99817162337383,93.11665746995736,4.715251327250795,109.58904514592194,-0.7170797038769647,71.43833912190007,98.32661831530382,100.29708017950936,100.42958695605527,74.9691687974119,104.94248595742869,0.03585147,1.0943119525909424,0.1369229853153228,0.9583458217922316,1.4452486038208008,400141,2000s,0.007936565644265793,starter,NL,NL,0,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.5,0.5,0.25,0.5833333333333334,0.5833333333333334,0.9166666666666666,0.25,0.75,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.9166666666666666,0.5677083333333334,5,77,0.41322314049586784,ramirho01,Rookie of the Year,2003.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.00600940116744065
2007,Andy Sonnanstine,TBR,6,10,22,22,0,0,9,130.2,97,5.854592292520351,131.25971631940664,4.257462362784345,96.71986543761938,1.5971299297360062,186.38812641897692,123.2122539403477,108.91399527433325,95.95381711257508,103.06454034508783,55.29565642031978,0.12815885,-1.7323821783065796,-0.4783381223678589,-1.4944907870382858,1.865302801132202,458567,2000s,0.014326442405009233,starter,AL,AL,0,0.07692307692307693,0.7692307692307693,0.38461538461538464,0.38461538461538464,0.07692307692307693,1.0,0.6153846153846154,0.7692307692307693,0.46153846153846156,0.6153846153846154,0.15384615384615385,0.23076923076923078,1.0,0.6923076923076923,0.07692307692307693,0.15384615384615385,0.46634615384615397,8,69,0.41202731092436967,sonnaan01,Rookie of the Year,2007.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.013305546684382333
