Season,Name,Team,W,L,G,GS,CG,ShO,QS,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,WAR/IP,pos,league,award_id,rookie_of_the_year,ERA-_rank,FIP-_rank,HR/9+_rank,WHIP+_rank,AVG+_rank,BB%+_rank,WAR_rank,WAR/IP_rank,IP_rank,K%+_rank,WPA_rank,WPA/LI_rank,K/BB+_rank,K-BB%_rank,Clutch_rank,QS_rank,mean_rookie_rank,rookie_rank,mlb_rank,mean_mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/IP
2006,Aníbal Sánchez,MIA,10,3,17,17,2,1,13,110.0,67,2.372727272727273,54.10018023765733,3.919475052573464,88.14985420065398,-1.5467477798461915,76.93046080129415,44.00342157972658,78.89377341934662,81.63370185606112,87.840219259679,114.18132272132452,0.05168539,2.952741861343384,2.394343852996826,0.171851676823624,2.1205451488494873,434671,2000s,0.019277683171358976,starter,NL,NL,0,1.0,0.7894736842105263,0.9473684210526315,0.8947368421052632,0.8947368421052632,0.3157894736842105,0.631578947368421,0.7894736842105263,0.3684210526315789,0.3157894736842105,1.0,1.0,0.2631578947368421,0.2631578947368421,0.47368421052631576,0.6052631578947368,0.6595394736842105,7,40,0.5978618421052632,sanchan01,Rookie of the Year,2006.0,NL,1.0,160.0,0.0,0.0,0.00625,1,0.026843107830394397
2011,Cory Luebke,SDP,5,8,17,17,0,0,9,100.2,111,3.307947354140867,94.00847200465752,3.164459147517513,84.98873218929585,0.143488206623354,163.9929480862279,109.1025525524817,86.71292001490298,83.5028862419021,143.1047023368805,87.2627133476878,0.2014742,-0.0549640990793705,0.3800660967826843,-0.4473678917729752,2.0298311710357666,458537,2010s,0.020257796118121424,starter,NL,NL,0,0.5833333333333334,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.75,0.9166666666666666,0.75,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.5,0.5833333333333334,1.0,0.9166666666666666,0.25,0.20833333333333334,0.6484375,5,46,0.5975667938931298,luebkco01,Rookie of the Year,2011.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0005485439029877295
1989,Kevin Brown,TEX,12,9,28,28,7,0,18,191.0,104,3.3455500054923655,84.83225829097618,3.516567428762767,91.70391420410684,-0.1710174232704013,87.92731754690308,61.5005480388269,90.1191739042497,91.5406049839596,91.36798185822944,103.91307000401272,0.04260652,1.121817946434021,2.054201126098633,-0.92204701632295,3.0735533237457275,111554,1980s,0.01609190221856402,starter,AL,AL,0,0.6,0.6,0.8,1.0,1.0,0.4,1.0,0.6,1.0,0.8,1.0,1.0,0.4,0.4,0.2,1.0,0.7375,1,40,0.5946514423076921,brownke01,Rookie of the Year,1989.0,AL,2.0,140.0,0.0,0.0,0.014285714285714285,1,0.005873392389706916
2021,Shane McClanahan,TBR,10,6,25,25,0,0,6,123.1,141,3.429729871171688,83.04381168127371,3.3078719659893077,80.5792907703631,0.1218579051823804,140.5875589069027,79.63975313240827,103.118302173984,97.83333835926064,118.32565711839447,84.16510176199222,0.20116054,1.2518563270568848,0.3081565201282501,0.9462876207659452,2.53788685798645,663556,2020s,0.020616465133927297,starter,AL,AL,0,0.7857142857142857,0.9285714285714286,0.7857142857142857,0.2857142857142857,0.2857142857142857,0.7857142857142857,0.8571428571428571,0.9285714285714286,0.6428571428571429,0.7857142857142857,0.8571428571428571,0.6428571428571429,0.9285714285714286,0.9285714285714286,1.0,0.2857142857142857,0.7321428571428572,3,37,0.59375,mcclash01,Rookie of the Year,2021.0,AL,3.0,150.0,0.0,0.0,0.02,1,0.010169425889982818
1996,James Baldwin,CHW,11,6,28,28,0,0,13,169.0,127,4.420118742282009,91.58231140574784,4.597608507690035,95.48031315365928,-0.1774897654080263,136.1950674163018,104.98966806022958,93.6639978256074,88.44762123403144,112.76390546590449,82.79587823266267,0.09735744,0.7922261357307434,0.6457280516624451,0.1067342998828561,2.4609079360961914,110503,1990s,0.014561585420687523,starter,AL,AL,0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,0.6666666666666666,0.8177083333333334,2,36,0.5931547619047618,baldwja01,Rookie of the Year,1996.0,AL,64.0,140.0,0.0,0.0,0.45714285714285713,1,0.004687728613791381
2005,Joe Blanton,OAK,12,12,33,33,2,0,22,201.1,116,3.5314567752127353,83.21963765325499,4.425660234128987,102.42678626042084,-0.8942034589162517,84.8250399287835,96.0154401292503,89.18421131929948,89.36564524724558,87.2783954255102,102.89224922835405,0.05868264,1.5640040636062622,1.396952509880066,0.3005189275327911,2.1675057411193848,430599,2000s,0.010778248339728418,starter,AL,AL,0,1.0,0.6363636363636364,0.7272727272727273,1.0,1.0,0.5454545454545454,0.7272727272727273,0.36363636363636365,0.9090909090909091,0.5454545454545454,1.0,1.0,0.45454545454545453,0.45454545454545453,0.5454545454545454,1.0,0.7443181818181818,3,48,0.5930397727272727,blantjo01,Rookie of the Year,2005.0,AL,6.0,140.0,0.0,0.0,0.04285714285714286,1,0.007777245467957545
2021,Alek Manoah,TOR,9,2,20,20,0,0,11,111.2,127,3.2238806704365897,71.71360028635155,3.796899808385267,89.20278680237624,-0.5730191379486773,117.13137224186056,75.39456234081587,78.48164246930635,80.52486242735122,120.04425805387368,102.4868573224676,0.18954248,0.693499743938446,1.551341533660889,-0.8407034634652087,1.9942618608474731,666201,2020s,0.01793400953999526,starter,AL,AL,0,0.9285714285714286,0.7857142857142857,0.8571428571428571,1.0,1.0,0.35714285714285715,0.7142857142857143,0.7142857142857143,0.21428571428571427,0.9285714285714286,0.6428571428571429,0.9285714285714286,0.5714285714285714,0.7857142857142857,0.21428571428571427,0.8928571428571429,0.7209821428571428,4,38,0.5922897196261682,manoaal01,Rookie of the Year,2021.0,AL,2.0,150.0,0.0,0.0,0.013333333333333334,1,0.00623650848865509
2002,Rodrigo Lopez,BAL,14,9,28,28,1,0,16,181.2,123,3.7155962262467903,85.54314200717667,4.189597371931922,94.93736959943864,-0.4740011456851309,112.20436698229328,99.3845582493408,90.92580167928443,87.57903364407748,102.11795945695694,91.01067368744326,0.08811749,0.7170138359069824,2.0801491737365723,-1.2779792364844935,2.7731101512908936,150438,2000s,0.015304139907786389,starter,AL,AL,0,0.8125,0.75,0.625,0.9375,0.8125,0.8125,0.9375,0.75,0.875,0.75,0.6875,1.0,0.875,0.875,0.0625,0.9375,0.78125,2,48,0.5905987394957982,lopezro02,Rookie of the Year,2002.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.003957029999486658
2001,CC Sabathia,CLE,17,5,33,33,0,0,14,180.1,171,4.391866293765607,97.89460802035636,4.219192117235492,94.7706510598714,0.1726741765301147,90.39795710539164,85.76923999022446,85.79912790982475,97.2900007599836,135.54069489548965,149.9377911215551,0.09960682,1.963506102561951,2.045676946640014,-0.0830591988073017,2.699837446212769,282332,2000s,0.014990768718560627,starter,AL,AL,0,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.5555555555555556,1.0,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7986111111111113,2,42,0.589945652173913,sabatc.01,Rookie of the Year,2001.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.010902310397345646
2011,Josh Collmenter,ARI,9,10,24,24,0,0,15,140.1,89,3.591449061285424,90.09884970079284,3.9018708781193743,100.4898879787248,-0.3104218168339505,141.22982952007047,113.83793991971088,95.9796324228761,84.94898988721307,81.64306726468128,57.80865422376106,0.10839161,1.479663968086243,1.3723958730697632,0.1948016324587518,1.9363090991973877,518567,2010s,0.013820907203407479,starter,NL,NL,0,0.6666666666666666,0.5,0.16666666666666666,0.75,0.5,1.0,0.5833333333333334,0.6666666666666666,0.5,0.4166666666666667,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5833333333333334,0.75,0.6458333333333334,6,47,0.5885019083969466,collmjo01,Rookie of the Year,2011.0,NL,5.0,160.0,0.0,0.0,0.03125,1,0.010561484426026002
1993,Jason Bere,CHW,12,5,24,24,1,0,16,142.2,129,3.4696260445273555,82.1387715994742,4.081805626041808,95.1227136857294,-0.6121795815144524,98.44268377704198,82.01271582441429,79.47691263121496,93.94638173073834,142.9957168607908,145.2578398749324,0.07868852,1.4254740476608276,0.9228748083114624,0.5326434138099201,2.092618942260742,110891,1990s,0.014716026316882857,starter,AL,AL,0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.3333333333333333,1.0,0.16666666666666666,0.5,0.6666666666666666,0.5,1.0,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.75,0.6197916666666667,2,43,0.5875563063063063,bereja01,Rookie of the Year,1993.0,AL,59.0,140.0,0.0,0.0,0.42142857142857143,1,0.010024430714914401
1995,Carlos Perez,WSN,10,8,23,23,2,1,12,135.1,101,3.7241376511042814,88.0924373357516,3.886548120132133,92.76434955759522,-0.1624104690278516,194.6248048222031,118.31601047014487,98.95761946408015,87.50703786514171,104.346685714516,53.61427906923235,0.13250883,0.0887121111154556,-0.2012942880392074,0.2955754159548523,2.1377766132354736,120405,1990s,0.01582366108982586,starter,NL,NL,0,0.7692307692307693,0.7692307692307693,0.15384615384615385,0.8461538461538461,0.6923076923076923,1.0,0.6923076923076923,0.7692307692307693,0.5384615384615384,0.8461538461538461,0.38461538461538464,0.23076923076923078,1.0,0.9230769230769231,0.6923076923076923,0.6538461538461539,0.6850961538461539,4,38,0.5861842105263158,perezca01,Rookie of the Year,1995.0,NL,4.0,140.0,0.0,0.0,0.02857142857142857,1,0.0006566403487450452
1990,Ben McDonald,BAL,8,5,15,15,3,2,11,109.0,60,2.5596328483628543,66.72668310949801,3.716555834113528,94.82200362717984,-1.156922985750673,106.12712089979745,92.78569271283074,77.80188442971021,76.67039136637139,93.1958104914641,87.81526233676934,0.05936073,2.0891640186309814,1.6999850273132324,0.2173524727359996,1.6152513027191162,118648,1990s,0.014818819291001066,starter,AL,AL,0,0.7142857142857143,0.5714285714285714,0.2857142857142857,1.0,1.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.21428571428571427,0.5937499999999998,3,39,0.5860091743119268,mcdonbe01,Rookie of the Year,1990.0,AL,2.0,140.0,0.0,0.0,0.014285714285714285,1,0.0191666423727613
1997,Brett Tomko,CIN,11,6,19,19,0,0,14,117.0,88,3.153846359503745,74.95523524274753,4.057929646172028,94.51674225246131,-0.9040832866682824,100.75498303456143,87.6785877100489,87.95133708654784,87.8086984011176,102.75061114997438,101.98068015966288,0.09109731,1.3734538555145264,0.7169113159179688,0.650120497975123,1.7581253051757812,123387,1990s,0.015026712010049412,starter,NL,NL,0,1.0,0.7142857142857143,0.7142857142857143,1.0,1.0,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.42857142857142855,1.0,1.0,0.5714285714285714,0.7589285714285715,2,42,0.5836226851851852,tomkobr01,Rookie of the Year,1997.0,NL,4.0,140.0,0.0,0.0,0.02857142857142857,1,0.011738921842004498
2010,Madison Bumgarner,SFG,7,6,18,18,0,0,11,111.0,86,2.999999793800162,77.98989199562685,3.654418963246626,94.75435424592924,-0.6544191694464647,148.45878022868416,95.53372636386446,107.08071573069532,96.92900684278769,95.20213593482008,64.12698330721011,0.12711864,1.074984073638916,0.3203312158584595,0.8560911028491853,1.684375882148743,518516,2010s,0.015174557496835522,starter,NL,NL,0,0.8181818181818182,0.6363636363636364,0.5454545454545454,0.8181818181818182,0.45454545454545453,1.0,0.5454545454545454,0.7272727272727273,0.36363636363636365,0.5454545454545454,0.8181818181818182,0.6363636363636364,0.9545454545454546,0.9090909090909091,1.0,0.45454545454545453,0.7017045454545455,5,51,0.5803571428571427,bumgama01,Rookie of the Year,2010.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.009684541203954199
1983,Charles Hudson,PHI,8,8,26,26,3,0,15,169.1,101,3.348425297426999,90.92852623568334,3.4991951899369163,93.5411755009272,-0.1507698925099174,113.88931453472236,95.8876865857594,97.65000766310128,93.76214539682908,99.08524462145812,87.00135724775579,0.06847361,0.1494281888008117,1.313413143157959,-1.160217356250017,2.543818712234497,116261,1980s,0.015043280379861012,starter,NL,NL,0,0.375,0.625,0.125,0.5,0.375,0.875,0.5,0.625,0.625,0.625,0.375,0.625,0.75,0.75,0.125,0.75,0.5390625,4,38,0.5789473684210527,hudsoch02,Rookie of the Year,1983.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0008836675860485613
2008,Jair Jurrjens,ATL,13,10,31,31,0,0,17,188.1,139,3.679646117074237,87.02595672535982,3.593965195159829,83.86687608313875,0.0856809219144079,98.04181415589476,51.33994053632341,98.77925016910372,98.48162900745189,95.46293732844768,97.36961346811148,0.08487085,0.3435721099376678,0.6143643260002136,-0.272889358683375,3.3140270709991455,457453,2000s,0.01761843206272805,starter,NL,NL,0,0.8181818181818182,0.9090909090909091,1.0,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.6363636363636364,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.2727272727272727,0.6363636363636364,0.6704545454545455,4,50,0.5767276422764227,jurrjja01,Rookie of the Year,2008.0,NL,34.0,160.0,0.0,0.0,0.2125,1,0.0018265396594240712
1983,Craig McMurtry,ATL,15,9,35,35,6,3,22,222.2,103,3.112275591286098,80.82360592019349,3.7745618038159736,96.6344388989906,-0.6622862125298754,70.7547248946097,72.9205771673581,96.45771235037051,98.3388955261116,75.75847840869167,107.07197674122855,0.0171123,1.091212272644043,1.223760724067688,-0.1423368966332991,3.10233998298645,118837,1980s,0.013961926116050632,starter,NL,NL,0,0.5,0.375,0.75,0.375,0.5,0.5,0.75,0.375,1.0,0.25,0.625,0.5,0.125,0.25,0.75,1.0,0.5390625,4,39,0.5764802631578948,mcmurcr01,Rookie of the Year,1983.0,NL,49.0,120.0,6.0,0.0,0.4083333333333333,1,0.004910946321530347
2016,Zach Davies,MIL,11,7,28,28,0,0,15,163.1,135,3.96734743295443,93.92596109575736,3.893499251393079,92.83061941891982,0.0738481815613498,140.53575932666985,99.27397978096694,104.07151322237176,94.11305296957266,92.88716488214652,66.09504478649846,0.14222874,0.8082358837127686,0.5350214838981628,0.2701699065539408,2.5332741737365723,605200,2010s,0.015532030495012707,starter,NL,NL,0,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.9090909090909091,0.7272727272727273,0.36363636363636365,0.8181818181818182,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.7272727272727273,0.45454545454545453,0.8181818181818182,0.8636363636363636,0.5369318181818181,8,47,0.5763608870967742,davieza02,Rookie of the Year,2016.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.004955462193211334
2017,Jordan Montgomery,NYY,9,7,29,29,0,0,10,155.1,144,3.881973994702909,88.96930213128765,4.065364956656836,90.57584943325448,-0.1833909619539278,109.2974520360748,92.98305790624327,93.2121663553622,92.28785578918792,102.83160897061268,94.08417364852409,0.14329738,0.773076057434082,1.5262000560760498,-0.66327045714472,2.5547451972961426,656756,2010s,0.016471600240465137,starter,AL,AL,0,0.75,0.9166666666666666,0.6666666666666666,0.8333333333333334,0.9166666666666666,0.5833333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.75,0.75,1.0,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.5416666666666666,0.7734375,2,45,0.5730978260869564,montgjo01,Rookie of the Year,2017.0,AL,4.0,150.0,0.0,0.0,0.02666666666666667,1,0.004984371743611103
2012,Tommy Milone,OAK,13,10,31,31,1,0,16,190.0,137,3.7421049626316303,93.989988252787,3.9260309756165457,96.92492708208296,-0.1839260129849149,155.19634418858018,104.4563943954463,109.68097820268376,97.81488747809324,89.10533819674922,57.41458523329067,0.12768647,0.7473880052566528,0.759143590927124,-0.0379207176910704,3.077775478363037,543548,2010s,0.01619881830717388,starter,AL,AL,0,0.45454545454545453,0.36363636363636365,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.8181818181818182,0.7272727272727273,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.7272727272727273,0.6363636363636364,0.9090909090909091,0.6363636363636364,0.45454545454545453,0.5909090909090909,0.5653409090909092,5,43,0.5720942982456141,milonto01,Rookie of the Year,2012.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.003933621080298173
1975,Dan Warthen,WSN,4,5,18,18,2,0,12,126.1,100,3.419526236178235,90.52949656466758,3.3471830511361924,91.85214596733428,0.0723431850420426,109.08342476933484,89.61991351835337,83.69019479544474,92.54232465846268,146.66945558370003,134.45623178920096,0.07101727,0.2814181745052337,0.8660397529602051,-0.6326022760435723,1.9876552820205688,123951,1970s,0.015762531974786432,starter,NL,NL,0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.5,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.5,0.5,0.3333333333333333,0.4166666666666667,0.578125,4,39,0.5700000000000001,warthda01,Rookie of the Year,1975.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.002231706379898761
2014,Yordano Ventura,KCR,13,10,30,30,0,0,22,181.1,156,3.2261030316662236,82.30234445770779,3.6396051240627334,97.20741426520888,-0.4135020923965098,85.34818767325888,78.24199031985391,95.67646768454723,101.39862321547386,99.6664781572431,116.77632651441256,0.1121134,1.0200380086898804,0.8868022561073303,0.126485340115154,2.4885668754577637,570649,2010s,0.013741396330523268,starter,AL,AL,0,0.75,0.5,0.75,0.625,0.875,0.25,0.6875,0.5625,1.0,0.4375,0.6875,0.6875,0.375,0.375,0.5625,1.0,0.6328125,6,46,0.5687003968253969,ventuyo01,Rookie of the Year,2014.0,AL,9.0,150.0,0.0,0.0,0.06,1,0.005632457253947435
2009,Jeff Niemann,TBR,13,6,30,30,2,2,13,177.2,124,3.849906411800787,90.35122721557438,4.07644591669578,93.92348655212992,-0.2265395048949927,103.70510301472882,77.39700752542677,99.62379042609774,95.45722235287218,93.57534572016726,90.23215027557424,0.08632138,1.56745183467865,1.1250901222229004,0.5115539825206674,2.7832586765289307,435298,2000s,0.015706877407048143,starter,AL,AL,0,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.5555555555555556,0.7222222222222222,0.5,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.6111111111111112,0.8333333333333334,0.8333333333333334,0.7222222222222222,0.7222222222222222,0.8333333333333334,0.6944444444444444,0.7413194444444444,4,47,0.5673295454545455,niemaje01,Rookie of the Year,2009.0,AL,21.0,160.0,0.0,0.0,0.13125,1,0.00884566498125649
2022,Joe Ryan,MIN,13,8,27,27,0,0,11,147.0,151,3.5510204081632653,91.97369033011684,3.9899820220713713,101.556922579595,-0.438961613908106,116.05460410299936,113.73212789088711,87.99724054663763,87.97826005764536,112.52603099298702,96.959556853901,0.17218543,1.2300983667373655,0.2987379133701324,0.966050351182428,2.156002998352051,657746,2020s,0.014666687063619394,starter,AL,AL,0,0.8,0.5,0.5,0.9,0.9,0.7,0.7,0.6,1.0,0.7,0.9,0.7,0.6,0.6,1.0,0.95,0.7531249999999998,3,48,0.5667735042735044,ryanjo04,Rookie of the Year,2022.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.008368016100254188
1990,Dana Kiecker,BOS,8,9,25,25,0,0,12,137.0,79,3.678832936270595,89.50221315945673,3.341145850975835,84.31779599445113,0.33768708529476,103.28168360004864,49.21481005582688,96.88978364853328,92.5710073790934,94.95763917647568,91.94044407166288,0.05830389,0.5940920114517212,1.5906357765197754,-1.001772948478041,2.7212255001068115,117037,1990s,0.019862959854794245,starter,AL,AL,0,0.42857142857142855,0.7142857142857143,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5178571428571429,5,42,0.5659403669724772,kieckda01,Rookie of the Year,1990.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.004336438039793586
1999,Ryan Rupe,TBR,8,9,24,24,0,0,14,142.1,97,4.552693371120815,92.86382277765482,4.777882264882006,99.16737356704972,-0.2251888937611914,101.47167959794804,91.55692275287142,92.03217425446957,91.24498889350517,100.52249047280088,99.06457491317288,0.06514658,1.0800741910934448,0.2679037451744079,0.8035317611136683,1.839440941810608,150142,1990s,0.012944693468054947,starter,AL,AL,0,0.5,0.5,0.5,0.75,0.75,0.625,0.5,0.5,0.625,0.375,0.625,0.5,0.5,0.25,1.0,0.75,0.578125,5,51,0.56575,rupery01,Rookie of the Year,1999.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.007600803596716712
1978,Kip Young,DET,6,6,13,13,7,0,10,103.2,48,2.691318195928435,69.05882880117043,3.6845215136756337,93.4195649824313,-0.9932033177471982,118.7948513568088,104.19728337788251,93.79345480189714,85.68666455847338,98.77947563940744,83.15131049135846,0.04622871,0.5262820720672607,1.3014806509017944,-0.7424096907809175,1.566927790641785,124705,1970s,0.015183408824048302,starter,AL,AL,0,1.0,0.875,0.375,1.0,0.75,0.625,0.5,0.875,0.125,0.625,0.75,0.875,0.875,0.875,0.5,0.375,0.6875,2,47,0.56383547008547,youngki01,Rookie of the Year,1978.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.005099632481271907
2017,Germán Márquez,COL,11,7,29,29,0,0,14,162.0,147,4.388888475499238,88.08057975895511,4.4045531570139325,96.258510047978,-0.0156646815146945,120.66673174896924,112.74988231845808,107.27354480161192,101.86688160269028,96.59452236047588,80.05066133905663,0.13980029,0.9151798486709596,0.5279375910758972,0.4282308476442487,2.440741539001465,608566,2010s,0.015066305796305338,starter,NL,NL,0,0.8333333333333334,0.8333333333333334,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666666,1.0,0.75,1.0,0.75,0.8333333333333334,1.0,0.7864583333333334,1,47,0.5616847826086957,marquge01,Rookie of the Year,2017.0,NL,10.0,150.0,0.0,0.0,0.06666666666666667,1,0.00564925832512938
1987,Mike Dunne,PIT,13,6,23,23,5,1,17,163.1,72,3.0306120561491015,74.02244595151394,4.052609695099339,97.3490738229084,-1.021997638950238,59.73992060570892,58.33444811513091,91.57804011216078,94.1255582794758,67.68859099010929,113.30546038234785,0.00588235,2.261080026626587,1.4366717338562012,0.7727781295741707,2.226090908050537,113642,1980s,0.013648626045680791,starter,NL,NL,0,1.0,0.5714285714285714,0.8571428571428571,0.7142857142857143,1.0,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.14285714285714285,1.0,1.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.6517857142857143,3,43,0.5606796116504854,dunnemi01,Rookie of the Year,1987.0,NL,66.0,120.0,0.0,0.0,0.55,1,0.013863151604086984
2008,Armando Galarraga,DET,13,6,28,28,0,0,16,175.2,124,3.5863373455547243,81.49679791382994,4.811334973582699,110.53514657838171,-1.224997628027975,107.00398800993528,138.38716851367008,86.42146884053591,85.53910176175404,99.01388769436444,92.53289910237184,0.09004093,1.4690699577331543,0.3469878137111664,1.2269282588845345,1.4953011274337769,451482,2000s,0.00853482378672247,starter,AL,AL,0,0.9090909090909091,0.2727272727272727,0.18181818181818182,1.0,1.0,0.8181818181818182,0.6363636363636364,0.45454545454545453,0.45454545454545453,0.7272727272727273,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.6363636363636364,1.0,0.5454545454545454,0.6818181818181818,3,53,0.5569105691056911,galarar01,Rookie of the Year,2008.0,AL,9.0,140.0,0.0,0.0,0.06428571428571428,1,0.00838510249847691
1978,Roger Erickson,MIN,14,13,37,37,14,0,20,265.2,121,3.963613702584555,102.5152151084495,3.5860978545211064,93.96783456497188,0.377515848063449,109.92909637182906,85.83602415503123,101.61298508585053,96.68599526270596,91.37652710367324,83.12315013566062,0.0375,-1.3727400302886963,-0.1259229481220245,-1.3488857700871413,3.895406484603882,113883,1970s,0.014688561404992013,starter,AL,AL,0,0.375,0.75,0.625,0.75,0.375,0.75,1.0,0.75,1.0,0.5,0.375,0.625,0.75,0.625,0.125,0.9375,0.64453125,3,49,0.5568910256410255,erickro01,Rookie of the Year,1978.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.005176244458102173
2003,Jae Weong Seo,NYM,9,12,31,31,0,0,17,183.1,108,3.730909194416648,89.47082493300267,3.9097038304604785,91.7363754187138,-0.1787946360438304,120.76185329154374,79.16357576558363,98.31794534491635,91.19642385233288,80.55413269904062,66.70494991705357,0.07898089,-0.5809618830680847,0.0984048470854759,-0.6853129418024846,3.1860201358795166,150242,2000s,0.0174004376618215,starter,NL,NL,0,0.75,0.8333333333333334,0.75,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333334,0.8333333333333334,1.0,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.7343750000000001,3,52,0.556301652892562,seoja01,Rookie of the Year,2003.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0031729212619775243
2005,Gustavo Chacin,TOR,13,9,34,34,0,0,18,203.0,121,3.724137931034482,83.40761000404991,4.261410476421488,96.58959036159224,-0.5372725453870051,84.68923629390619,82.8062094213263,102.5537658803472,102.37893666570363,87.17744255154899,102.9380393742534,0.05848624,1.2575100660324097,0.7627857327461243,0.6356845187562481,2.925508975982666,407860,2000s,0.014411374265924462,starter,AL,AL,0,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.8181818181818182,0.8181818181818182,1.0,0.45454545454545453,0.8181818181818182,0.7272727272727273,0.36363636363636365,0.36363636363636365,0.8181818181818182,0.8636363636363636,0.6903409090909091,4,54,0.5561079545454546,chacigu01,Rookie of the Year,2005.0,AL,14.0,140.0,2.0,0.0,0.1,1,0.006194630867154728
1986,Bob Tewksbury,NYY,9,5,20,20,2,0,13,123.1,45,3.2108111418452023,79.02822308618467,3.6061465260928616,87.41017119628145,-0.3953353842476592,91.10942596236282,50.072352004217336,107.04288331606251,96.86188661426849,56.686777733520245,62.21834089219467,0.03030303,1.191102147102356,0.6817380785942078,0.4486916915532584,2.2453911304473877,123213,1980s,0.018240382863098197,starter,AL,AL,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.5555555555555556,0.2222222222222222,1.0,0.7777777777777778,1.0,0.4444444444444444,0.1111111111111111,0.8888888888888888,0.8888888888888888,0.6666666666666666,0.2222222222222222,0.5555555555555556,0.7777777777777778,0.673611111111111,2,43,0.5521788990825689,tewksbo01,Rookie of the Year,1986.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.009675890715697449
