Season,Name,Team,G,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,WAR/IP,pos,league,award_id,ERA-_rank,FIP-_rank,HR/9+_rank,WHIP+_rank,AVG+_rank,BB%+_rank,WAR_rank,WAR/IP_rank,IP_rank,K%+_rank,WPA_rank,WPA/LI_rank,K/BB+_rank,K-BB%_rank,Clutch_rank,mean_rookie_rank,rookie_rank,rk_rel_tc,rk_st_tc,mlb_rank,mean_mlb_rank,mlb_rel_tc,mlb_st_tc,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,rookie_of_the_year,rk_bat_tc,mlb_bat_tc
2008,Clayton Kershaw,LAD,21,106.2,100,4.30312479481102,102.46305382377784,4.06014323577285,95.21331936079164,0.2429815590381698,96.81093230134051,90.64707573897746,100.59723415359254,106.48563910922692,120.07638000223672,124.0318362694434,0.10537634,0.354576051235199,-0.1105965003371238,0.4694170031974101,1.320469617843628,477132,2000s,0.01243380054466693,starter,NL,NL,0.36363636363636365,0.7272727272727273,0.6363636363636364,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.45454545454545453,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.6363636363636364,0.36363636363636365,0.45454545454545453,0.8181818181818182,0.7272727272727273,0.49999999999999994,13,0,0,0.34959349593495936,0.42403455284552855,0,0,kershcl01,Rookie of the Year,2008.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1997,Will Cunnane,SDP,46,57.0,54,4.421052631578948,111.87488113955231,3.4250011092738104,82.58463200442596,0.9960515223051374,108.8153816773264,49.08322532603437,113.23181020352668,116.77449567041351,117.13030793071349,107.64132146525648,0.11153846,-0.512764036655426,-0.0246292445808649,-0.8641282444206649,0.5642244815826416,112940,1990s,0.00989867511548494,relief,NL,NL,0.38461538461538464,0.9230769230769231,0.9230769230769231,0.23076923076923078,0.15384615384615385,0.5384615384615384,0.7692307692307693,0.7692307692307693,0.46153846153846156,0.8461538461538461,0.38461538461538464,0.46153846153846156,0.7692307692307693,0.8461538461538461,0.23076923076923078,0.5683760683760685,11,0,0,0.35714285714285715,0.4238095238095238,0,0,cunnawi01,Rookie of the Year,1997.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1993,Armando Reynoso,COL,30,189.0,117,3.999999677062691,87.02450617742802,4.40633702460885,104.6145509523152,-0.4063373475461582,98.76585769251407,120.71659377745392,105.52206785107076,104.86811299310249,91.79324167433688,92.9402539375586,0.06506024,0.3598881065845489,-0.2297264188528061,0.58129062651342,1.974083662033081,121117,1990s,0.010444887100704132,starter,NL,NL,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.0,0.3854166666666667,3,0,0,0.38738738738738737,0.4237049549549549,0,0,reynoar02,Rookie of the Year,1993.0,NL,1.0,140.0,0.0,0.0,0.007142857142857143,1,0,0,0
2018,Tim Hill,KCR,70,45.2,42,4.532848482337416,103.89186017668476,3.510796675859198,84.41161055003548,1.0220518064782178,112.59730410656864,64.70959281529105,102.02074888753924,100.13468199778907,96.00133669907218,85.26077401909544,0.14141414,-0.0045400173403322,0.2728765606880188,-0.2766603018685946,0.5386697053909302,657612,2010s,0.011917471358206418,relief,AL,AL,0.23076923076923078,0.5769230769230769,0.5769230769230769,0.4230769230769231,0.3076923076923077,0.8076923076923077,0.5384615384615384,0.6538461538461539,0.11538461538461539,0.38461538461538464,0.2692307692307692,0.38461538461538464,0.6538461538461539,0.5384615384615384,0.38461538461538464,0.42521367521367526,11,0,0,0.34615384615384615,0.42289886039886043,0,0,hillti01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2011,Hector Noesí,NYY,28,51.2,42,4.006451218492942,95.52169768687824,3.876999105171665,92.27480939361315,0.1294521133212773,98.12166723842904,88.2600237530812,105.6449855273068,106.6636236939837,103.97543091900462,105.96582302079838,0.10313901,0.513439953327179,0.1811389774084091,0.4861377650024649,0.2005838602781295,456051,2010s,0.003917653521057217,relief,AL,AL,0.34615384615384615,0.5,0.46153846153846156,0.19230769230769232,0.11538461538461539,0.7692307692307693,0.4230769230769231,0.4230769230769231,0.46153846153846156,0.23076923076923078,0.46153846153846156,0.38461538461538464,0.4230769230769231,0.2692307692307692,0.7307692307692307,0.4391025641025641,15,0,0,0.4013605442176871,0.4221466364323507,0,0,noesihe01,Rookie of the Year,2011.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2017,Parker Bridwell,LAA,20,117.1,72,3.758522890200307,88.00160427759778,4.904798860860268,111.74257238044584,-1.146275970659961,92.90283425582476,111.373388028206,96.90338016653229,88.27415629496798,69.95567521168314,75.2998253285803,0.08805032,0.7739619612693787,0.9930883049964904,-0.2145589872222394,0.835865318775177,592170,2010s,0.007138047128737635,starter,AL,AL,0.9166666666666666,0.25,0.5,1.0,0.8333333333333334,0.9166666666666666,0.25,0.25,0.4166666666666667,0.3333333333333333,0.8333333333333334,0.9166666666666666,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.5989583333333334,24,0,0,0.4,0.4220108695652174,0,0,bridwpa01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2017,Wandy Peralta,CIN,69,64.2,57,3.7577343232360985,84.62598905111598,4.162794965861384,94.22308036138188,-0.4050606426252852,95.52782930126732,90.38595042895578,88.41545038077415,88.11578755152316,99.83257927165688,104.5062719319168,0.12547529,0.2209299951791763,0.7610509395599365,-0.5055178152349473,0.4450755715370178,593974,2010s,0.006932641301199654,relief,NL,NL,0.6363636363636364,0.6363636363636364,0.5909090909090909,0.7272727272727273,0.7727272727272727,0.45454545454545453,0.7727272727272727,0.7272727272727273,0.8636363636363636,0.3181818181818182,0.6363636363636364,0.9090909090909091,0.3181818181818182,0.36363636363636365,0.36363636363636365,0.5795454545454546,22,0,0,0.3870967741935484,0.4216845878136201,0,0,peralwa01,Rookie of the Year,2017.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2014,Tyler Matzek,COL,19,117.0,91,4.000000260834018,92.92041263546588,3.730542805959629,93.72629930789898,0.2694574548743893,78.60978109627295,82.46078425663899,106.882617265159,109.29723549617891,88.9501141987686,113.15399812020944,0.09638554,0.7705600261688232,0.1374626755714416,0.6348892004531924,1.9636454582214355,554431,2010s,0.016783294514713124,starter,NL,NL,0.5,0.625,0.6875,0.1875,0.3125,0.3125,0.5625,0.625,0.3125,0.25,0.5625,0.5625,0.1875,0.25,0.8125,0.451171875,12,0,0,0.35714285714285715,0.4213789682539683,0,0,matzety01,Rookie of the Year,2014.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2013,Martín Pérez,TEX,20,124.1,84,3.619303319210361,85.3131877681488,4.230160126781285,103.69330258168485,-0.6108568075709235,90.89164953019396,104.8525539181919,104.62405068181788,101.32475244771568,79.39508381692106,87.35135668328833,0.08884688,0.7269579172134399,-0.3949685096740722,1.1572725331190994,1.35848069190979,527048,2010s,0.010946661498064385,starter,AL,AL,0.6666666666666666,0.5,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.75,0.5,0.5,0.3333333333333333,0.25,0.5,0.4166666666666667,0.5,0.4166666666666667,1.0,0.48958333333333337,19,0,0,0.37404580152671757,0.4210400763358779,0,0,perezma02,Rookie of the Year,2013.0,AL,2.0,150.0,0.0,0.0,0.013333333333333334,1,0,0,0
2005,Matt Guerrier,MIN,43,71.2,46,3.3906988776269524,78.25026795794628,3.954915218755696,94.06134771623069,-0.564216341128744,93.90473170167856,70.36604571990492,97.28517336797574,97.34794120555247,94.44340704055736,100.57363597321805,0.07189543,-0.0056440513581037,0.8814071416854858,-0.8920651283544861,0.3287838101387024,407825,2000s,0.004617750142397506,relief,AL,AL,0.6363636363636364,0.45454545454545453,0.6363636363636364,0.7272727272727273,0.5,0.7272727272727273,0.5454545454545454,0.5,0.6818181818181818,0.36363636363636365,0.5909090909090909,0.8181818181818182,0.5454545454545454,0.5,0.045454545454545456,0.5012626262626261,15,0,0,0.3971631205673759,0.4202127659574468,0,0,guerrma02,Rookie of the Year,2005.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2009,Kenshin Kawakami,ATL,25,142.2,98,3.974298923731334,96.09525438125584,4.309700538506311,102.208637888957,-0.3354016147749767,91.69614040795928,95.31388513384351,98.58123048321656,97.6504755353646,87.50802091674196,95.43261123751124,0.07340946,0.3203121721744537,-0.037846453487873,0.3406892423652382,1.204369068145752,499877,2000s,0.008469543376552405,starter,NL,NL,0.5,0.6111111111111112,0.6111111111111112,0.4444444444444444,0.7777777777777778,0.3888888888888889,0.4444444444444444,0.3333333333333333,0.6111111111111112,0.5555555555555556,0.5555555555555556,0.5,0.3888888888888889,0.5,0.5555555555555556,0.5295138888888888,25,0,0,0.39090909090909093,0.4196022727272727,0,0,kawakke01,Rookie of the Year,2009.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1995,Steve Sparks,MIL,27,183.0,83,4.622951205140095,95.50619154222628,4.611493794546229,98.7748680100578,0.0114574105938656,71.05695213190627,72.62810007271958,102.86650455559077,100.23038815331222,67.96848512392512,95.65353156885602,0.01257862,0.8992899656295776,0.6657154560089111,0.2376418535594633,2.380957841873169,122562,1990s,0.013010698589470869,starter,NL,NL,0.5384615384615384,0.38461538461538464,0.6923076923076923,0.46153846153846156,0.3076923076923077,0.46153846153846156,0.7692307692307693,0.38461538461538464,0.8461538461538461,0.23076923076923078,0.6923076923076923,0.6923076923076923,0.15384615384615385,0.07692307692307693,0.6153846153846154,0.4903846153846154,12,0,0,0.42105263157894735,0.41940789473684215,0,0,sparkst01,Rookie of the Year,1995.0,AL,1.0,140.0,0.0,0.0,0.007142857142857143,1,0,0,0
2021,James Kaprielian,OAK,21,111.1,113,3.7994013711804313,92.05361441246662,4.31075273745502,103.54012012300886,-0.5113513662745883,104.21925246716724,107.12875308586683,93.44179798893715,93.8817957992438,105.2065750758867,100.9473547271548,0.15665236,0.6154742240905762,-0.1641172617673874,0.7540491729948935,1.2483917474746704,621076,2020s,0.011236649392211256,starter,AL,AL,0.5714285714285714,0.5,0.5,0.5,0.7142857142857143,0.5,0.5,0.5,0.14285714285714285,0.5,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.7857142857142857,0.5066964285714286,17,0,0,0.4205607476635514,0.419392523364486,0,0,kaprija01,Rookie of the Year,2021.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2017,Danny Barnes,TOR,60,66.0,62,3.54545536514175,81.238953298926,4.581882447732348,102.97335959177003,-1.0364270825905977,99.99957852635268,114.62994137455176,79.4966618773589,81.87749368285264,108.43129667080014,108.43174890417184,0.14339623,0.1912780553102493,0.5617508292198181,-0.3985615006828308,0.2059973180294037,592130,2010s,0.0031211714852939954,relief,AL,AL,0.7727272727272727,0.3181818181818182,0.3181818181818182,0.8181818181818182,0.8636363636363636,0.4090909090909091,0.5,0.5,0.9545454545454546,0.4090909090909091,0.5909090909090909,0.7727272727272727,0.45454545454545453,0.45454545454545453,0.5,0.5555555555555556,18,0,0,0.36774193548387096,0.41899641577060925,0,0,barneda02,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2004,Jon Leicester,CHC,32,41.2,35,3.887999169433771,89.15229465348233,4.633269051727368,103.50552568564748,-0.7452698822935964,117.21218499110384,135.96247920667207,96.9267503872225,95.25990738911302,115.75246629284078,98.7546334986871,0.11428572,0.394511878490448,0.2060053795576095,0.2576834682845644,-0.00254463031888,425484,2000s,-6.176287181747572e-05,relief,NL,NL,0.4782608695652174,0.391304347826087,0.2608695652173913,0.6086956521739131,0.391304347826087,0.6086956521739131,0.391304347826087,0.391304347826087,0.08695652173913043,0.5217391304347826,0.5217391304347826,0.43478260869565216,0.6086956521739131,0.5652173913043478,0.6956521739130435,0.47705314009661837,13,0,0,0.36666666666666664,0.41648148148148145,0,0,leicejo01,Rookie of the Year,2004.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2015,Trevor Gott,LAA,48,47.2,27,3.0209796656851955,77.86238002932583,3.7419854882282686,94.28479284328954,-0.7210058225430731,63.76099428367065,35.64024565004132,93.83588845343142,95.98381100101112,66.53349072930172,104.34826924081102,0.05445545,0.4425338804721832,0.4158996045589447,-0.0859079364803642,0.1611417382955551,641627,2010s,0.003414019879143116,relief,AL,AL,0.47368421052631576,0.42105263157894735,0.8421052631578947,0.21052631578947367,0.3684210526315789,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.21052631578947367,0.05263157894736842,0.631578947368421,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.7368421052631579,0.4605263157894737,11,0,0,0.35507246376811596,0.41646537842190023,0,0,gotttr01,Rookie of the Year,2015.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1995,Felipe Lira,DET,22,121.1,69,4.302198253065492,90.6081931876168,4.71868173215518,98.64816071527116,-0.4164834790896883,91.7492611923796,89.0018477542855,100.82365709041096,97.78389909516748,84.9161013028222,92.55235220271317,0.0415879,0.9860740303993224,0.6345197558403015,0.3175289449057153,1.5981762409210205,117809,1990s,0.013197161361858138,starter,AL,AL,0.6153846153846154,0.46153846153846156,0.3076923076923077,0.5384615384615384,0.46153846153846156,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.38461538461538464,0.46153846153846156,0.7692307692307693,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.7692307692307693,0.5360576923076924,16,0,0,0.4,0.4164473684210527,0,0,lirafe01,Rookie of the Year,1995.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2018,Jaime Barria,LAA,26,129.1,98,3.409793948529192,80.34383292960527,4.583112044095717,107.06874122725054,-1.173318095566525,78.2591191295337,97.1060495128796,97.57589951541772,96.64197794547198,82.5933285981649,105.538277030963,0.09497207,1.1622940301895142,0.3426631689071655,0.9650577331654184,1.434671401977539,642545,2010s,0.01111286910904368,starter,AL,AL,0.75,0.5,0.6666666666666666,0.75,0.75,0.3333333333333333,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.25,0.9166666666666666,0.546875,23,0,0,0.3559322033898305,0.4160487288135593,0,0,barrija01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2003,Horacio Ramirez,ATL,29,182.1,100,3.99817162337383,93.11665746995736,4.715251327250795,109.58904514592194,-0.7170797038769647,71.43833912190007,98.32661831530382,100.29708017950936,100.42958695605527,74.9691687974119,104.94248595742869,0.03585147,1.0943119525909424,0.1369229853153228,0.9583458217922316,1.4452486038208008,400141,2000s,0.007936565644265793,starter,NL,NL,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.5,0.5,0.25,0.5833333333333334,0.5833333333333334,0.9166666666666666,0.25,0.75,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.5677083333333334,19,0,0,0.371900826446281,0.41322314049586784,0,0,ramirho01,Rookie of the Year,2003.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2017,Jarlín García,MIA,68,53.1,42,4.725001464486576,114.2323849370754,4.226390025466784,100.6016165545696,0.4986114390197924,99.37260260496814,82.19469742784182,91.47384646312796,88.8023757246798,85.9844574512597,86.52732272832101,0.11111111,0.2587320208549499,0.1134889051318168,0.1432443042510988,0.2656799256801605,606424,2010s,0.005003388430888146,relief,NL,NL,0.18181818181818182,0.4090909090909091,0.7272727272727273,0.6818181818181818,0.7272727272727273,0.6363636363636364,0.5909090909090909,0.5909090909090909,0.6363636363636364,0.22727272727272727,0.7272727272727273,0.5909090909090909,0.4090909090909091,0.2727272727272727,0.7272727272727273,0.5732323232323232,20,0,0,0.34838709677419355,0.41254480286738354,0,0,garcija04,Rookie of the Year,2017.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2007,Eric O'Flaherty,SEA,56,52.1,36,4.4713376882598705,101.94031962496211,3.545337632190984,81.51158623913116,0.9260000560688866,89.92746719800691,17.091012370142742,86.6093687924528,87.98096833621972,95.88651366120592,106.62650220498313,0.07239819,-0.0324279591441154,0.6844222545623779,-0.7271238173091251,0.5942416787147522,447714,2000s,0.011405790378402152,relief,AL,AL,0.3,0.6,0.9,0.6,0.65,0.45,0.65,0.65,0.5,0.35,0.35,0.65,0.5,0.4,0.2,0.4652777777777778,13,0,0,0.35403726708074534,0.41252587991718426,0,0,oflaher01,Rookie of the Year,2007.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2017,José Leclerc,TEX,47,45.2,60,3.941606058920202,82.52208258133321,4.493406191959046,98.25603029967463,-0.551800133038844,58.06427140989048,60.243462266163505,58.230038954753326,103.54214081000454,139.0369046917756,239.45344744227205,0.1,0.2315320372581482,0.6232067942619324,-0.3878897028997542,0.2875889241695404,600917,2010s,0.006362586817910186,relief,AL,AL,0.7272727272727273,0.5,0.9545454545454546,0.36363636363636365,1.0,0.045454545454545456,0.6363636363636364,0.6818181818181818,0.3181818181818182,0.9090909090909091,0.6818181818181818,0.8181818181818182,0.09090909090909091,0.22727272727272727,0.5454545454545454,0.5858585858585859,23,0,0,0.3419354838709677,0.4121863799283154,0,0,leclejo01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2007,Andy Sonnanstine,TBR,22,130.2,97,5.854592292520351,131.25971631940664,4.257462362784345,96.71986543761938,1.5971299297360062,186.38812641897692,123.2122539403477,108.91399527433325,95.95381711257508,103.06454034508783,55.29565642031978,0.12815885,-1.7323821783065796,-0.4783381223678589,-1.4944907870382858,1.865302801132202,458567,2000s,0.014326442405009233,starter,AL,AL,0.07692307692307693,0.7692307692307693,0.38461538461538464,0.38461538461538464,0.07692307692307693,1.0,0.6153846153846154,0.7692307692307693,0.46153846153846156,0.6153846153846154,0.15384615384615385,0.23076923076923078,1.0,0.6923076923076923,0.07692307692307693,0.46634615384615397,14,0,0,0.42857142857142855,0.41202731092436967,0,0,sonnaan01,Rookie of the Year,2007.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2022,Steven Wilson,SDP,49,52.0,51,3.1153850724711893,80.39482126187298,4.227815780696103,106.533166579466,-1.1124307082249136,93.47858884804096,109.88143286657127,79.27579139659412,84.19066044090513,106.86733068892644,114.32278856198484,0.14691943,-0.067443773150444,-0.0538646876811981,-0.018289059937656,0.2063721865415573,621051,2020s,0.003968695895029948,relief,NL,NL,0.4,0.26666666666666666,0.23333333333333334,0.7333333333333333,0.8,0.5333333333333333,0.36666666666666664,0.36666666666666664,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.3,0.4666666666666667,0.4666666666666667,0.43333333333333335,0.43333333333333335,13,0,0,0.38202247191011235,0.4115168539325843,0,0,wilsost02,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2010,Jonathon Niese,NYM,30,173.2,148,4.19769624528398,107.7715839707176,4.0970361648669416,104.47277729306656,0.1006600804170387,107.13979489745418,111.01981971348354,109.00011255394182,108.52404341564136,100.42948400765268,93.73686580314094,0.11168831,-0.76282799243927,-1.029220461845398,0.259088821701307,1.9051696062088013,477003,2010s,0.010999824516217099,starter,NL,NL,0.36363636363636365,0.5454545454545454,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.8181818181818182,0.6363636363636364,0.5454545454545454,0.9090909090909091,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.5397727272727273,21,0,0,0.37593984962406013,0.41094924812030076,0,0,niesejo01,Rookie of the Year,2010.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2006,Adam Loewen,BAL,19,103.2,89,4.9485535402503835,107.58593213288788,3.908805732438356,83.86998071899042,1.0397478078120277,77.30558020394825,38.54115494557399,93.6341090680519,107.09063676400692,116.92649129749896,151.25232609980503,0.06926407,-0.5180460214614868,0.6715859770774841,-1.1474105622391777,2.0026140213012695,429400,2000s,0.0194051746250123,starter,AL,AL,0.47368421052631576,1.0,1.0,0.21052631578947367,0.47368421052631576,0.05263157894736842,0.5789473684210527,0.8421052631578947,0.21052631578947367,0.631578947368421,0.3684210526315789,0.631578947368421,0.3157894736842105,0.3684210526315789,0.10526315789473684,0.45723684210526316,18,0,0,0.38596491228070173,0.41091008771929827,0,0,loewead01,Rookie of the Year,2006.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2017,Juan Minaya,CHW,40,43.2,51,4.534352993592179,105.87547372728037,4.5545868286033775,102.17743370753506,-0.0202338350111981,98.7092613968138,110.25477223065494,94.40228597936368,99.6905537954127,128.458009749425,130.13774296692745,0.16847826,0.5959659814834595,-0.1791698485612869,0.7382025600805818,0.1116434931755065,573668,2010s,0.002584340119803391,relief,AL,AL,0.3181818181818182,0.36363636363636365,0.4090909090909091,0.5,0.5681818181818182,0.22727272727272727,0.36363636363636365,0.4090909090909091,0.20454545454545456,0.8181818181818182,0.8181818181818182,0.3181818181818182,0.36363636363636365,0.5909090909090909,0.9545454545454546,0.5366161616161615,17,0,0,0.33548387096774196,0.410573476702509,0,0,minayju01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2019,Luke Bard,LAA,29,46.0,37,4.891303536572077,105.2337609191689,4.974878748873955,106.3024569925334,-0.083575212301878,106.13617516555442,108.08850644605774,89.22649381058109,82.2699965391383,87.51433027381952,82.45476854104425,0.12903226,0.117669977247715,0.2616361081600189,-0.1370680824611446,0.0602414160966873,572703,2010s,0.001309596002101898,relief,AL,AL,0.28,0.28,0.2,0.92,0.68,0.8,0.36,0.36,0.12,0.16,0.52,0.48,0.68,0.44,0.56,0.48222222222222233,16,0,0,0.33532934131736525,0.4103459747172321,0,0,bardlu01,Rookie of the Year,2019.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2001,Victor Santos,DET,26,40.1,25,1.3388427641619904,30.93600848552248,4.387979593538211,101.67423141257716,-3.049136829376221,52.31363255065795,40.36638370080235,70.87512315698415,90.92021292463347,88.41827400845122,169.0157480658257,0.00584795,0.2266599535942077,0.6994327902793884,-0.3068486998787428,0.0441677719354629,276343,2000s,0.0011014406966449602,relief,AL,AL,1.0,0.3333333333333333,0.9166666666666666,0.4166666666666667,0.9166666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.75,0.08333333333333333,0.08333333333333333,0.5,0.46064814814814803,9,0,0,0.31654676258992803,0.4094724220623501,0,0,santovi01,Rookie of the Year,2001.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2003,Stephen Randolph,ARI,50,60.0,50,4.050000772476344,89.64836682966045,5.131522388458329,115.12928353378078,-1.081521615981985,59.80884205913277,99.60124718106256,86.1839917936184,112.186095246596,108.02752929125994,180.62133633057928,0.02583026,0.9751420021057128,0.3334541320800781,1.1467855050369296,-0.1072448268532753,150159,2000s,-0.0017874137808879217,relief,NL,NL,0.45,0.15,0.3,0.25,0.7,0.1,0.25,0.25,0.6,0.55,0.65,0.55,0.2,0.25,0.95,0.4541666666666667,16,0,0,0.3888888888888889,0.408179012345679,0,0,randost01,Rookie of the Year,2003.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2023,George Soriano,MIA,25,49.0,48,3.4897964617353887,78.49634667519135,4.152999682984539,95.12851385714836,-0.6632032212491499,93.2975911269166,74.83341680372628,92.00179473696431,96.55838924380926,101.22555500452788,108.49750365697132,0.1314554,0.2565600872039795,0.101365327835083,0.3462717972797287,0.2246377021074295,666277,2020s,0.004584442900151623,relief,NL,NL,0.5909090909090909,0.3181818181818182,0.5,0.5454545454545454,0.5909090909090909,0.4090909090909091,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.5454545454545454,0.4090909090909091,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8181818181818182,0.4406565656565657,11,0,0,0.3496932515337423,0.40661213360599857,0,0,soriage01,Rookie of the Year,2023.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2008,Chris Perez,STL,41,41.2,42,3.4559998945312533,82.67969087703915,4.3320182434082035,102.63184171051734,-0.8760183488769502,94.25864411651057,105.48023539786192,85.72559545968845,96.61887015666623,132.4910565191182,140.56117048514244,0.11299435,-0.3150640428066253,-0.3052562177181244,0.068705882133238,-0.0621055103838443,453198,2000s,-0.001507415300578745,relief,NL,NL,0.625,0.4375,0.4375,0.5625,0.5625,0.25,0.4375,0.375,0.125,0.8125,0.3125,0.1875,0.375,0.6875,0.8125,0.4913194444444444,12,0,0,0.3496932515337423,0.4064417177914111,0,0,perezch01,Rookie of the Year,2008.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1995,Scott Karl,MIL,18,112.1,53,4.166172295462149,86.06953255442521,4.456412735749006,95.4796233056456,-0.2902404402868566,75.27912041710985,66.55330652555972,106.18015468276158,102.58320506672707,70.41682154982252,93.5409710403106,0.01836735,0.8323879837989807,0.8910610675811768,-0.0304886616362733,1.6458163261413574,116845,1990s,0.014681679983419781,starter,NL,NL,0.8461538461538461,0.6153846153846154,0.9230769230769231,0.38461538461538464,0.15384615384615385,0.5384615384615384,0.5384615384615384,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.6153846153846154,0.7692307692307693,0.23076923076923078,0.15384615384615385,0.38461538461538464,0.5024038461538461,13,0,0,0.35789473684210527,0.4052631578947368,0,0,karlsc01,Rookie of the Year,1995.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2019,Sandy Alcantara,MIA,32,197.1,151,3.876688989346015,92.52256080968614,4.551847244580358,105.75038379619734,-0.6751582552343431,68.8773558186362,77.08551607503198,96.92918550374412,99.7604882284039,77.70452084304834,112.81576942473784,0.08353222,0.131314069032669,-0.028764184564352,0.1598697939077113,2.2947793006896973,645261,2010s,0.01164271588376305,starter,NL,NL,0.5454545454545454,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.6363636363636364,0.18181818181818182,0.6363636363636364,0.6363636363636364,1.0,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.5454545454545454,0.505681818181818,18,0,0,0.37623762376237624,0.4050123762376239,0,0,alcansa01,Rookie of the Year,2019.0,NL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2006,Ruddy Lugo,TBR,64,85.0,48,3.811765732286987,85.14662321164592,4.111453921968207,91.10807859372088,-0.2996881896812198,64.22959838873297,37.60408231992182,87.07097058197351,93.17301606513593,80.2600631701534,124.9580616505518,0.03030303,-0.0606840960681438,0.6582130193710327,-0.7527361971395821,0.5920882821083069,425843,2000s,0.006965744495391846,relief,AL,AL,0.29411764705882354,0.35294117647058826,0.7647058823529411,0.4117647058823529,0.47058823529411764,0.35294117647058826,0.4117647058823529,0.35294117647058826,1.0,0.17647058823529413,0.17647058823529413,0.47058823529411764,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.3464052287581699,8,0,0,0.3197278911564626,0.40495086923658347,0,0,lugoru01,Rookie of the Year,2006.0,AL,0.0,0.0,0.0,0.0,0.0,0,0,0,0
