,Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID_x,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G,rookie_of_the_year,_merge,yearID_y,playerID,POS,Def_int_Off,wOBA_int_BB/K,PA_int_WAR,PA_int_wRC+,PA_int_K%+,PA_int_BB%+,PA_int_OBP+,wRC+_int_WAR,wOBA_int_WAR,OBP+_int_SLG+,OBP+_int_ISO+,wRC+_int_WPA,wOBA_int_WPA,BB%+_int_K%+,Def_int_Off_int_WPA,Def_int_Off_int_WAR
710,2013,David Lough,KCR,96,335,5,35,33,10,52,5,2,0.285714285,0.192307692,0.3156185751595166,4.856292247772217,0.6763255970679067,96.61782756132146,36.6835846147114,78.85448493500759,96.95063918283412,101.77248023278251,85.15460771123252,0.658473789691925,0.107470728456974,0.4597556738747456,1.7631005199532757,518953,2010s,7,0.7142857142857143,0.0183656304161799,AL,AL,3,11,23,22,9,9,14,9,7,10,7,8,19,5,10,6,10.75,10,RF,149.5625,161,loughda01,Rookie of the Year,2013.0,AL,1.0,150.0,0.0,0.0,0.0066666666666666,1,0.0068591019759575,0.0,both,2013.0,loughda01,RF,3.284434754010791,0.06069587974125516,590.6386741843473,32366.97223304269,26416.252453227542,12289.000845928318,32478.46412624943,170.3469420101218,0.5564672739706557,9866.907009790615,8255.793646967488,63.62030706610427,0.20782655928245256,2892.6651703628363,2.1627141994693515,5.790788622549035
711,1983,Jamie Allen,SEA,86,313,4,23,21,33,52,6,5,0.223443223,0.634615384,0.2867810054400068,-0.7498854994773865,-10.652365250264465,73.3721306382711,128.83902398960922,131.3347796699047,94.48427165219528,75.8820229959093,59.628488512030955,-1.4486618041992188,-1.1708173751831057,-0.3613966450867814,-0.1238433055312115,110149,1980s,11,0.5454545454545454,-0.0014400384364094,AL,AL,9,13,5,6,10,13,13,12,12,13,6,13,14,12,13,8,10.75,12,3B,183.75,220,allenja02,Rookie of the Year,1983.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0168449046999909,0.0,left_only,1983.0,allenja02,3B,7.9880542363101235,0.18199563789121598,-38.7629546312692,22965.476889778856,41107.78603668017,40326.61450874768,29573.577027137122,-9.086647192111373,-0.035515907677254786,7169.6576742636225,5633.954306780538,-106.29140314837859,-0.4154486887507862,16921.04482856089,-11.571989062014236,-0.989267041387243
712,1982,Gary Gaetti,MIN,145,565,25,59,84,37,107,0,4,0.23031496,0.345794392,0.3147649425939925,5.841906666755676,-9.669130640302953,87.91101041404724,77.64255335689484,150.8680114446653,85.35076595487376,110.08172042908215,153.72972090812263,-1.2605199813842771,-1.013501763343811,-0.2622480890112391,1.4304311166357224,114508,1980s,4,0.0,0.0098650421836946,AL,AL,14,13,9,13,15,4,1,11,11,11,9,14,9,15,15,8,10.75,14,3B,144.5625,171,gaettga01,Rookie of the Year,1982.0,AL,4.0,140.0,0.0,0.0,0.0285714285714285,1,-0.008693241250926,0.0,both,1982.0,gaettga01,3B,-56.486158749317404,0.10884395194720455,808.1935808991832,49669.720883936694,85240.4264662359,43868.04264664558,48223.182764503676,125.75064479114022,0.4502495683125038,9395.559156252437,13120.949429537239,-110.81358521058782,-0.3967674995790025,11713.777628441048,71.2019317751589,-80.79955913424878
714,2004,Scott Hairston,ARI,101,364,13,39,29,21,88,3,3,0.24778761,0.238636363,0.3146961000413525,-4.6414138078689575,-10.23086220723134,80.68020684598322,63.77147125138284,147.9259693313769,85.79449795408475,101.27404357782513,116.30543990246008,-1.4773379564285278,-1.3321125507354736,-0.0515052866319387,-0.252942335502873,430668,2000s,6,0.5,-0.0025043795594343,NL,AL,13,12,11,13,14,7,4,12,12,12,8,12,12,12,12,7,10.8125,13,2B,201.875,238,hairssc01,Rookie of the Year,2004.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0146271084794903,0.0,left_only,2004.0,hairssc01,2B,47.48566511504822,0.07509793276415251,-92.07101012304577,29367.595291937894,53845.052836621195,23212.815535503356,31229.197255286846,-20.40743994847788,-0.07959996651810547,8688.755724539607,9978.366825760539,-119.19193190607578,-0.4649124933311193,9433.456700548842,-70.15237546071478,-12.011135037107598
716,1986,Dale Sveum,MIL,91,356,7,35,35,32,63,4,3,0.246056782,0.507936507,0.3088328687214104,-12.594650268554688,-6.049928593517586,86.96415974975864,101.82029616324108,117.70826250287594,95.96960498977298,89.705288030174,81.8901385495432,-0.7193283438682556,-0.3971411287784576,-0.3060896126437058,-0.6633532313547315,123011,1980s,7,0.5714285714285714,-0.007289595948953,AL,AL,7,12,7,6,10,12,11,12,13,12,12,12,11,12,12,12,10.8125,13,2B,174.5625,208,sveumda01,Rookie of the Year,1986.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0079047070754753,0.0,left_only,1986.0,sveumda01,2B,76.19673478508294,0.15686748858514277,-236.1537503622844,30959.240870914073,41904.14145102383,36248.02543411383,34165.17937635918,-57.68795638205147,-0.20486528141489918,8608.981057749608,7858.9642491574405,-62.5557850086883,-0.22215223598945455,11985.090148903353,-54.81047104112241,-50.545350238364236
719,2007,Mark Reynolds,ARI,111,414,17,62,62,37,129,0,1,0.278688524,0.286821705,0.3598777271424646,-1.5109596252441406,6.261455950116767,108.58388272906882,101.21663703200888,189.48893359263252,101.90038037742602,113.43768434119484,132.2527591807616,0.951671838760376,1.1456066370010376,-0.1943027950486106,1.7971305518878264,448602,2000s,1,0.0,0.0161903653323227,NL,AL,21,10,6,16,13,5,6,13,11,9,14,10,13,6,6,14,10.8125,10,2B,131.6875,129,reynoma01,Rookie of the Year,2007.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0085736201690123,0.0,left_only,2007.0,reynoma01,2B,-9.460807135871125,0.10322074329052647,744.0120484815601,44953.72744983449,78448.41850734987,41903.68773125167,42186.75747625437,195.13941309501448,0.646747258391674,11559.343183502137,13476.606466483727,103.33622333651395,0.3424854983185741,19179.43261302792,-9.00358372315176,-17.00230554939236
722,2017,Ian Happ,CHC,115,413,24,62,68,39,129,8,4,0.252747252,0.302325581,0.348898635415608,-1.286704882979393,5.384123375509361,113.58823600450263,104.95521625901269,148.7180907925381,98.46592032560446,117.50008539289892,148.3640269553453,0.0231398269534111,1.6339030265808103,-1.6099415960763694,1.8223821673196776,664023,2010s,12,0.6666666666666666,0.0158468014549537,NL,AL,23,8,8,13,14,5,3,10,7,8,10,8,15,13,5,23,10.8125,9,2B,132.75,121,happia01,Rookie of the Year,2017.0,NL,1.0,150.0,0.0,0.0,0.0066666666666666,1,0.0002012158865514,0.0,both,2017.0,happia01,2B,-6.927777837831387,0.10548098266213086,752.6438351030268,46911.94146985959,61420.57149731824,43346.50431497224,40666.42509447464,207.00117571190455,0.6358266513835737,11569.754046548906,14608.800457370864,2.628412125087411,0.008073454047798438,15608.739380758321,-0.16030758033909479,-12.625058790816393
725,2003,Eric Munson,DET,99,357,18,28,50,35,61,3,0,0.239616613,0.573770491,0.323240826835095,-8.866436123847961,-0.1252141854388668,98.0495264603173,118.69242505033256,108.79478143878094,93.3704517541826,102.88155083698284,125.17474059767642,-1.1531862020492554,-0.7450972199440002,-0.3899439817395018,0.327107510087328,276347,2000s,3,1.0,0.0033041162635083,AL,AL,10,10,1,3,13,7,4,14,14,11,15,10,14,15,15,17,10.8125,10,3B,158.4375,174,munsoer01,Rookie of the Year,2003.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.011648345475245,0.0,left_only,2003.0,munsoer01,3B,1.110203576993366,0.18546604792441843,116.7773811011761,35003.680946333276,38839.736973644794,42373.195742968725,33333.25127624319,32.07273646567597,0.10573450202459708,9606.09687881999,11687.622077817668,-113.06936103150127,-0.3727568614452242,12913.11644178982,-1.2802714464544778,0.3631559277603451
726,1977,Jose Báez,SEA,91,333,1,39,17,19,20,6,1,0.259016393,0.95,0.2837631477985853,9.413464903831482,-10.787382456863034,69.98115151270717,67.99678502665681,46.33196738284407,92.24885493112052,79.3071912022368,44.841434983164135,-0.6665641665458679,-0.3674490451812744,-0.3275572358022021,0.9830916711013374,110428,1970s,7,0.8571428571428571,0.0108032051769377,AL,AL,1,14,13,4,14,14,14,10,9,14,2,14,14,13,12,12,10.875,13,2B,153.3125,181,baezjo01,Rookie of the Year,1977.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0073248809510534,0.0,left_only,1977.0,baezjo01,2B,-101.5466461618876,0.269574990408656,327.36952647674536,23303.723453731487,15428.545138487076,22642.929413876718,30718.868692063133,68.79788718622318,0.27896518716628704,7315.997576209779,4136.571030665181,-46.64692793198776,-0.18914634610879594,3150.4248259933233,67.68735556442677,-99.82966207002629
728,2007,Kevin Kouzmanoff,SDP,145,534,18,57,74,32,94,1,0,0.274793388,0.340425531,0.3393509619640854,-0.759199857711792,5.863905524435033,109.17450158164104,67.86709198218922,107.04862146225568,96.13682645107016,104.73860249499572,111.40278435995774,0.6071435213088989,0.4373335540294647,0.1788633206378214,2.2182603003188244,450260,2000s,1,1.0,0.0152983468987505,NL,AL,9,8,16,13,15,11,10,9,12,12,13,11,7,9,10,9,10.875,11,3B,138.625,143,kouzmke01,Rookie of the Year,2007.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.004187196698682,0.0,left_only,2007.0,kouzmke01,3B,-4.451876239786468,0.11552373142198456,1184.5510003702523,58299.183844596315,57163.96386084453,36241.027118489044,51337.065324871466,242.17746266564902,0.752768766799934,10069.236850789028,10709.91014617925,66.2845913274215,0.206034738006437,7265.078639345462,-2.7029278166553765,-9.87542032465097
729,1999,Cristian Guzman,MIN,131,456,1,47,26,22,90,9,7,0.226190476,0.244444444,0.2473001708432136,-7.401235103607178,-41.31729770299508,34.46318438067781,51.39178813695917,125.60884914835778,76.86494416512701,62.74989429407517,30.284802908978797,-3.824901342391968,-3.6280999183654785,-0.45357194194154,-3.1263137516308364,150217,1990s,16,0.5625,-0.0238649904704644,AL,AL,10,12,9,10,12,12,12,12,12,12,9,12,9,12,12,8,10.9375,12,SS,245.0,266,guzmacr01,Rookie of the Year,1999.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.029197720170931,0.0,left_only,1999.0,guzmacr01,SS,305.7990341455954,0.06045115276287436,-1425.5990707436613,15715.212077589082,57277.63521165115,23434.655390453383,35050.41453929792,-107.74272725430208,-0.7731379248877939,4823.26712128171,2327.8396846505316,-131.81828020075648,-0.9458987554319708,6455.263363559668,-1169.6511362056551,-956.0237256848026
730,2008,Ian Stewart,COL,81,304,10,33,41,30,94,1,1,0.259398496,0.319148936,0.3487284292777379,0.5542714595794678,-0.0706016552261683,101.1642066222768,108.27490383256246,180.35909982930804,102.82472115297124,106.6832294833843,122.86606041592697,-0.1138520613312721,-0.0016574868932366,-0.127212066224147,1.0211127238905966,456655,2000s,2,0.5,0.0126063299245752,NL,AL,21,10,10,14,7,7,6,12,10,7,8,11,21,11,10,10,10.9375,10,2B,148.8125,160,stewaia01,Rookie of the Year,2008.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0014055810040897,0.0,left_only,2008.0,stewaia01,2B,-0.039132482490934664,0.11129630715694129,310.4182680627414,30753.918813172146,54829.16634810964,32915.570765098986,31258.715230503254,103.30005858430418,0.3560910363178802,10969.67332332743,12633.668401431807,-11.51775345688894,-0.0397034505180872,19528.36418934586,0.004455313796602825,-0.03995867578891937
732,2010,Tyler Colvin,CHC,135,395,20,60,56,30,100,6,1,0.254189944,0.3,0.3507393218977067,-4.009602606296539,9.12766055112559,113.04057568513844,85.95617344022867,137.21079239851753,95.04853234594464,121.12581082206955,162.9107881359827,0.4333175718784332,0.8024246692657471,-0.3747199831104389,1.7833570821789313,502125,2010s,7,0.8571428571428571,0.0132100524605846,NL,AL,20,11,10,19,17,3,2,10,11,7,15,5,15,9,8,13,10.9375,10,RF,130.0625,129,colvity01,Rookie of the Year,2010.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.003209759791692,0.0,left_only,2010.0,colvity01,RF,-36.59829153518327,0.105221796569312,704.4260474606779,44651.02739562968,54198.26299741442,33952.68850889032,37544.17027664813,201.59171122167513,0.6254934537049112,11512.830547850248,15484.431315646285,48.98246777962444,0.15198151132700244,11794.114669278182,-15.858682822924631,-65.26782240491832
733,2017,Trey Mancini,BAL,147,586,24,65,78,33,139,1,0,0.292817679,0.237410071,0.3492715399489443,-12.736845016479492,12.133924831008132,116.43947667061532,66.86154133030595,111.39300327747996,104.12390502246951,113.52720722103616,112.41122449087884,0.5082380175590515,0.9973798990249634,-0.4130666478457933,1.8652586740929356,641820,2010s,1,1.0,0.012688834517639,AL,AL,12,7,19,19,6,8,13,8,11,7,24,5,4,9,8,15,10.9375,10,1B,133.875,124,mancitr01,Rookie of the Year,2017.0,AL,31.0,150.0,0.0,0.0,0.2066666666666666,1,0.0034574014799935,0.0,both,2017.0,mancitr01,1B,-154.54792001416268,0.08292058109755819,1093.0415830184602,68233.53332898057,65276.299920603255,39180.86321955929,61016.608343167136,217.18974386670723,0.6514817695035656,11820.896142149384,11704.695662347767,59.17896878868696,0.17751307505344852,7447.907892544134,-78.5471284858729,-288.27184836943815
735,2014,Billy Hamilton,CIN,152,611,6,72,48,34,117,56,23,0.250444049,0.29059829,0.2874619759792505,13.229528546333311,-7.046810966059262,79.06580426929682,71.1003718690601,95.73693981412828,91.35404537137204,89.81584342509207,75.31916441283349,-0.4351585507392883,-0.9459254145622252,0.5236338909345464,2.7078906140632975,571740,2010s,79,0.7088607594936709,0.0178150698293638,NL,AL,8,17,14,11,15,16,16,5,7,16,2,16,2,11,16,4,11.0,11,CF,152.0,170,hamilbi02,Rookie of the Year,2014.0,NL,92.0,150.0,4.0,0.0,0.6133333333333333,1,-0.0028628852022321,0.0,both,2014.0,hamilbi02,CF,-93.22598683609561,0.08353595865959126,1654.5211651926747,48309.206408540354,58495.270226432374,43442.32721199572,55817.321721908316,214.10154927419464,0.7784155866543014,8205.040635323909,6880.710363103821,-34.40616079886343,-0.12509153685978275,6806.932022390346,40.56808532283534,-252.44577474025184
736,1983,Ricky Nelson,SEA,98,311,5,32,36,17,50,7,3,0.254295532,0.34,0.2949103311775556,-7.504798889160156,-7.627147298917857,78.72474534300173,66.79844560509166,127.09555424727988,89.9201870174706,92.63054537731094,86.45292528211003,-0.8942162990570068,-0.823609471321106,-4.88363649683e-05,-0.5075041816352351,119710,1980s,10,0.7,-0.0051786140983187,AL,AL,7,11,12,11,12,11,10,13,14,11,12,11,15,10,12,5,11.0625,13,RF,189.9375,227,nelsori01,Rookie of the Year,1983.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0091246561128266,0.0,left_only,1983.0,nelsori01,RF,57.24020657637961,0.10026951260036891,-157.83380048855813,24483.395801673538,39526.71737090404,20774.316583183507,27965.178162433356,-39.95313745974238,-0.14966822628004153,8329.355963858095,7773.863209574746,-70.39695042482434,-0.26371362489926997,8489.785467035901,-51.18512568198872,-29.04964419517734
737,2016,Tommy Joseph,PHI,107,347,21,47,47,22,75,1,1,0.257142857,0.293333333,0.3416362129989206,-10.310783386230469,4.465583421801718,112.11176600735898,73.36950700369145,105.34953333928463,93.39434180632674,118.66901924228056,150.17590962579823,-0.9131723046302797,0.6004557013511658,-1.5039487937418266,0.5301408165637225,571830,2010s,2,0.5,0.0049545870706889,NL,AL,10,8,13,11,16,7,3,15,14,8,16,8,11,13,8,16,11.0625,12,1B,157.25,176,josepto01,Rookie of the Year,2016.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0085343206040213,0.0,left_only,2016.0,josepto01,1B,-46.043663355339355,0.1002132890324713,183.9588633476117,38902.782804553564,36556.28806873177,25459.218930280935,32407.836606795376,59.43502317754228,0.18111530092698558,11083.014944935114,14025.580234667834,-102.37735974111065,-0.3119727279693854,7729.44332417227,42.045798179815996,-24.409625288784753
738,1995,Edgardo Alfonzo,NYM,101,356,4,26,41,12,37,1,1,0.27761194,0.324324324,0.2996741645356529,1.932784080505371,-9.630633673125754,79.30906817411262,37.912643209910094,64.61976483490098,88.54524790236714,90.72059576437933,69.40871260833723,-0.8514938354492188,-0.8249461650848389,0.0551990037966924,0.4389461867958885,110135,1990s,2,0.5,0.0043460018494642,NL,AL,1,14,15,12,14,11,11,11,11,14,8,12,13,12,13,5,11.0625,13,2B,161.5625,192,alfoned01,Rookie of the Year,1995.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0084306320341506,0.0,left_only,1995.0,alfoned01,2B,-18.613935448596425,0.09719162083329039,156.2648424993363,28234.028269984094,23004.636281224746,13496.900982727993,31522.108253242703,34.812413053361894,0.1315408318041685,8032.877641807406,6145.811664489375,-67.53118264547872,-0.2551707037455033,2449.9060884938954,15.849651287929545,-8.170515986426217
741,2016,Cheslor Cuthbert,KCR,128,510,12,49,46,32,96,2,0,0.27368421,0.333333333,0.3159231534172838,0.1043879985809326,-6.28744685894886,95.20831918103688,78.23678449539734,91.11788703303854,98.91227151824424,97.35121064520963,83.49679727710817,-1.0112276077270508,-0.9766569137573242,-0.085938812080494,1.135639082700074,596144,2010s,2,1.0,0.0088721803335943,AL,AL,4,12,12,8,12,15,14,11,12,12,8,15,3,15,17,7,11.0625,12,3B,163.5,187,cuthbch01,Rookie of the Year,2016.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0079002156853675,0.0,left_only,2016.0,cuthbch01,3B,-0.6563339937896427,0.10530771770045354,579.1759321770377,48556.24278232881,46470.12238684966,39900.76009265264,50445.25847430456,108.12228826016859,0.3587746801505189,9629.229379968765,8258.85788317712,-96.27728084115341,-0.31947021465574593,7128.770491479797,0.6637030544098415,-0.745358534652146
742,2008,Alexei Ramirez,CHW,136,509,21,65,77,18,61,13,9,0.289583333,0.295081967,0.3395649415563302,-8.333057403564453,0.2802442536221443,101.56327847192873,41.13752550414713,71.17038490279614,94.26586432280094,112.8326087892222,121.28190984485914,0.2696543633937835,0.259795218706131,0.0173010075405847,0.951087135828829,493351,2000s,22,0.5909090909090909,0.0069932877634472,AL,AL,1,9,21,17,18,6,7,15,17,8,18,10,7,8,8,7,11.0625,11,2B,148.125,158,ramiral03,Rookie of the Year,2008.0,AL,59.0,140.0,0.0,0.0,0.4214285714285714,1,0.0019827526720131,0.0,both,2008.0,ramiral03,2B,-2.3352914524524038,0.10019949087868196,484.1033521368739,51695.70874221172,36225.72591552324,20939.00048161089,47981.324940305676,96.59552762725245,0.3229558476926938,10636.263391312497,11432.744058245667,27.386981200533498,0.09156516814621952,2927.7735240787442,-0.629721529949997,-2.2210656588385027
746,2023,Edouard Julien,MIN,109,408,16,60,37,64,128,3,0,0.263313609,0.5,0.3659617376561833,-2.2993864566087723,16.05336329977419,135.25761908610883,187.35443129528448,135.5896218455903,120.13754651829936,111.35200621117237,118.29351405790224,0.1031903848052024,1.5655063390731812,-1.4572839454521265,2.765696562823716,666397,2020s,3,1.0,0.0253733629616854,AL,AL,28,2,1,4,2,10,10,7,8,5,24,4,21,13,4,34,11.0625,7,1B,94.5625,67,julieed01,Rookie of the Year,2023.0,AL,2.0,150.0,0.0,0.0,0.0133333333333333,1,0.0009467007780293,0.0,both,2023.0,julieed01,1B,-36.91288615452108,0.18298086882809164,1128.4041976320761,55185.1085871324,55320.56571300084,76440.60796847608,49016.11897946614,374.0815322021706,1.0121391199607006,13377.55682610068,14211.49254794433,13.95728576133106,0.03776373253272208,25403.31649042325,-3.8090549265556586,-102.08984236146209
748,2021,Ryan Mountcastle,BAL,144,586,33,77,89,41,161,4,3,0.254681647,0.254658385,0.3350188498423524,-19.13197422027588,7.3825484154705805,110.81373100203976,82.55134204140445,120.09473749014964,97.5787704996131,117.11660753045324,136.76954394052757,-0.6324602365493774,0.3467484414577484,-1.0271355910679736,0.8336882771411691,663624,2020s,7,0.5714285714285714,0.0057895019245914,AL,AL,10,7,15,14,12,3,4,15,15,7,20,6,5,16,8,20,11.0625,9,1B,140.5,155,mountry01,Rookie of the Year,2020.0,AL,1.0,150.0,0.0,0.0,0.0066666666666666,1,-0.0043920849760373,0.0,both,2021.0,mountry01,1B,-141.24272596472167,0.08531535924541096,488.5413304047251,64936.8463671953,70375.51616922769,48375.08643626301,57181.15951277328,92.38410848267549,0.2793012877348868,11428.094567907356,13345.80393950949,-70.08527852246915,-0.21188610101979458,9913.981751922021,89.33040787452677,-117.75240486825108
750,1977,Gil Flores,LAA,104,372,1,41,26,23,39,12,10,0.277777777,0.589743589,0.30915140074033,-6.170095682144165,-4.406068580635901,93.1493014125698,73.68242341643378,80.875437784236,98.46344514623732,90.21323153861988,63.142372023480675,-0.7958043813705444,-0.5988174676895142,-0.1638902701078539,0.2022457702894313,114253,1970s,22,0.5454545454545454,0.0019446708681676,AL,AL,4,10,12,11,12,9,12,11,11,13,11,10,13,14,13,11,11.0625,14,CF,158.3125,189,floregi01,Rookie of the Year,1977.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.007651965205486,0.0,left_only,1977.0,floregi01,CF,27.18586472461264,0.18232005661697948,75.23542654766844,34651.54012547596,30085.66285573579,27409.861510913364,36628.40159440028,18.83905221610759,0.0625245631787847,8882.705575067705,6217.215484137299,-74.12862218572849,-0.24602403921599558,5959.098250807524,-21.634630259193667,5.498226152213562
