Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,rookie_of_the_year,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G
1997,Kevin Orie,CHC,114,418,8,40,44,39,57,2,2,0.274725274,0.684210526,0.3424591824303046,9.9519881606102,0.1690721738566232,101.1342325928766,102.03424386959028,82.85688949482176,102.09767289720472,101.60500403076902,101.69272951430004,-0.454725980758667,0.3111179769039154,-0.7582620881510167,2.3173495343044452,120047,1990s,4,0.5,0.02032762749389864,NL,AL,0,5,5,4,1,4,5,6,5,5,5,4,5,9,8,6,10,5.4375,6,batter,111.625,108,orieke01,Rookie of the Year,1997.0,NL,1.0,140.0,0.0,0.0,0.007142857142857143,1,-0.003988824392619886
1986,Kevin Mitchell,NYM,108,364,12,51,43,33,61,3,3,0.277439024,0.540983606,0.3587116420104812,2.5685895681381226,11.942732577758498,129.73482146510366,97.90188078168951,114.9421892182592,103.86446808158374,118.36249084637392,142.4143011565056,0.5458461046218872,0.6606500744819641,-0.1016263813261414,2.70654066521558,119195,1980s,6,0.5,0.025060561714959073,NL,AL,0,6,2,8,5,4,3,7,4,2,3,3,5,10,7,8,10,5.4375,3,batter,92.125,73,mitchke01,Rookie of the Year,1986.0,NL,22.0,120.0,1.0,0.0,0.18333333333333332,1,0.005054130598350808
1986,Jose Canseco,OAK,157,682,33,85,117,65,175,15,7,0.24,0.371428571,0.3407091234924159,-7.1450605392456055,12.236009705333068,114.64469644866271,107.9601192738134,170.67506274978038,96.55909889581169,111.9485905777157,148.01283334297764,2.6957154273986816,1.531450629234314,1.051019322670919,2.861529174929599,111962,1980s,22,0.6818181818181818,0.01822630047725859,AL,AL,1,11,6,4,11,9,8,3,3,4,7,10,4,1,2,3,2,5.5,4,batter,90.0,67,cansejo01,Rookie of the Year,1986.0,AL,110.0,140.0,16.0,0.0,0.7857142857142857,1,0.017170161957953387
2018,Ronald Acuña Jr.,ATL,111,487,26,78,64,45,123,16,5,0.29330254,0.365853658,0.3875488025625956,0.3738160133361816,27.40264825134888,142.39255773471092,102.96158066808697,117.05936429474168,111.8153873024688,132.33249850759975,158.3505954019842,1.9589117765426636,2.2612035274505615,-0.1241593006020735,4.394016715460635,660670,2010s,21,0.7619047619047619,0.03958573617532104,NL,AL,0,12,3,9,11,4,2,2,1,1,3,8,2,6,5,2,17,5.5,2,batter,67.3125,34,acunaro01,Rookie of the Year,2018.0,NL,144.0,150.0,27.0,0.0,0.96,1,0.0176478538427267
2010,Buster Posey,SFG,108,443,18,58,67,30,55,0,2,0.305418719,0.545454545,0.3714358167016887,7.427444815635681,16.67044303894158,133.74464022125153,76.64263747488367,67.289039622228,107.44090099225735,122.31916847346376,132.22366289580148,0.992110013961792,1.9803352355957031,-0.9971705746155558,3.903909861833082,457763,2010s,2,0.0,0.0361473135354915,NL,AL,0,3,1,17,5,4,2,4,3,1,2,3,2,11,7,2,21,5.5,2,batter,79.375,55,poseybu01,Rookie of the Year,2010.0,NL,129.0,160.0,20.0,0.0,0.80625,1,0.009186203832979556
1980,Leon Durham,STL,96,330,8,42,42,18,55,8,5,0.270627062,0.327272727,0.3250670323342633,4.764973402023315,0.2591558972578682,101.81646385471652,65.1041908187337,137.59031089389174,93.84977050561092,109.95830788485748,128.799826418343,-0.1269796341657638,-0.4379942417144775,0.3103995645560934,1.563340837844593,113658,1980s,13,0.6153846153846154,0.01628480039421451,NL,AL,0,9,5,7,7,7,4,2,5,4,5,3,5,10,6,6,3,5.5,5,batter,136.4375,148,durhale01,Rookie of the Year,1980.0,NL,1.0,120.0,0.0,0.0,0.008333333333333333,1,-0.0013227045225600396
2006,Hanley Ramirez,MIA,158,700,17,119,59,56,128,51,15,0.292259083,0.4375,0.358357722724942,-2.630279064178467,24.45707002595605,115.8264639946054,90.0704130763355,111.3110982135713,102.76651310134532,108.63968893608552,110.67561084852788,2.3447976112365723,1.7409348487854004,0.8047780265792186,4.366445381882473,434670,2000s,66,0.7727272727272727,0.027635730265078942,NL,AL,0,12,4,13,12,10,4,8,1,1,4,10,1,1,2,2,3,5.5,1,batter,83.9375,56,ramirha01,Rookie of the Year,2006.0,NL,105.0,160.0,14.0,0.0,0.65625,1,0.014840491210358053
2023,Corbin Carroll,ARI,155,645,25,116,76,57,125,54,5,0.284955752,0.456,0.3702759255996692,-6.07646644115448,37.82897171702406,132.00044931653693,100.28590276928855,86.83733473935023,111.82401398096248,121.52995629925272,132.88581103864846,5.188043117523193,3.322558879852295,1.4981213539172105,5.35653033539886,682998,2020s,59,0.9152542372881356,0.03455826022837974,NL,AL,0,6,4,12,6,5,5,7,1,4,2,29,1,2,1,1,2,5.5,1,batter,49.6875,15,carroco02,Rookie of the Year,2023.0,NL,150.0,150.0,30.0,1.0,1.0,1,0.033471245919504476
1974,Jim Sundberg,TEX,132,449,3,45,36,62,61,2,4,0.247282608,1.016393442,0.3231175144513448,13.50569200515747,0.8580834485573554,103.85765615302198,166.31827233400642,105.45222191174406,109.71230475121229,87.04653541430892,67.25105409408172,-1.3361427783966064,0.1696977913379669,-1.605192242816484,3.0435262239965253,122983,1970s,6,0.3333333333333333,0.023057016848458525,AL,AL,0,9,5,1,4,5,9,7,4,3,5,2,5,7,8,5,10,5.5625,6,batter,109.5625,113,sundbji01,Rookie of the Year,1974.0,AL,1.0,24.0,1.0,0.0,0.041666666666666664,1,-0.010122293775731867
2001,Brent Abernathy,TBR,79,335,5,43,33,27,35,8,3,0.269736842,0.771428571,0.3118514159294774,0.1671240329742431,-4.720647850457571,88.15951077940713,97.16429808090422,63.40193888404162,98.25711528843205,88.9383709844313,69.16443575492873,-0.0817378684878349,-0.2212560176849365,0.135860013070565,0.6893113260176673,150466,2000s,11,0.7272727272727273,0.008725459823008447,AL,AL,0,4,7,2,1,4,7,7,6,6,7,6,6,9,6,6,5,5.5625,6,batter,143.3125,156,abernbr01,Rookie of the Year,2001.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0010346565631371507
1985,Oddibe McDowell,TEX,111,452,18,63,42,36,85,25,7,0.238916256,0.423529411,0.3243095005496164,4.567901253700256,0.9030915084132808,97.8052051173425,92.2502352529894,138.05677895861902,93.00971529851694,106.2715833494376,133.08735206636163,-0.378870278596878,0.6779010891914368,-1.0486753463845484,2.0843746908092973,118657,1980s,32,0.78125,0.018778150367651326,AL,AL,0,11,6,2,8,9,4,3,4,3,4,4,5,6,6,4,10,5.5625,5,batter,127.25,142,mcdowod01,Rookie of the Year,1985.0,AL,25.0,140.0,1.0,0.0,0.17857142857142858,1,-0.003413245753125027
1999,Preston Wilson,MIA,149,543,26,67,71,46,156,11,4,0.280082987,0.294871794,0.3648492412434684,-20.546756237745285,11.504781638970003,115.08652163505104,86.17620254947558,179.72496136292938,99.67758927666124,113.14379834813376,132.01960328338143,0.4089258313179016,1.790753722190857,-1.392372682996009,0.6956971360256817,133343,1990s,15,0.7333333333333333,0.004669108295474374,NL,AL,0,12,2,4,8,4,2,2,9,9,2,12,2,5,5,1,11,5.625,5,batter,153.9375,163,wilsopr01,Rookie of the Year,1999.0,NL,88.0,160.0,9.0,0.0,0.55,1,0.002744468666563098
1991,Ray Lankford,STL,151,615,9,83,69,41,114,44,20,0.250883392,0.359649122,0.3098764902255574,-0.9126722812652588,-2.577688867143856,95.03694759222635,75.62152765218687,126.44664357387109,92.57360283234888,101.61974505497918,110.1428807291384,1.1859701871871948,-0.2787739038467407,1.3284745874378117,1.719164270168128,117484,1990s,64,0.6875,0.011385193842173033,NL,AL,0,10,5,8,8,6,5,4,6,6,8,5,8,3,3,5,1,5.6875,5,batter,124.25,134,lankfra01,Rookie of the Year,1991.0,NL,28.0,120.0,0.0,0.0,0.23333333333333334,1,0.007854107199915198
2000,Steve Cox,TBR,116,369,11,44,35,45,47,1,2,0.283018867,0.957446808,0.3665343099134169,-9.406378269195557,5.69489022784818,112.70509934466078,127.38803138133956,81.35927629233262,108.62963813424858,101.89102075025048,100.95163757770656,0.1856341212987899,0.6978965997695923,-0.5179391994939725,0.8565765944360103,150132,2000s,3,0.3333333333333333,0.0073842809865173305,AL,AL,0,6,3,5,1,4,5,5,8,8,3,9,4,12,5,3,10,5.6875,4,batter,116.6875,112,coxst01,Rookie of the Year,2000.0,AL,1.0,140.0,0.0,0.0,0.007142857142857143,1,0.0016002941491274991
2016,Ryan Schimpf,SDP,89,330,20,48,51,42,105,1,1,0.217391304,0.4,0.3623543611360252,1.1614737920463083,12.833925598132724,128.24916587904983,147.2847381545147,155.08728300769127,101.87680168984616,125.21577198021056,191.17292872585813,1.956581950187683,1.378193497657776,0.608253205494657,2.503923468227141,572114,2010s,2,0.5,0.028133971553113944,NL,AL,0,16,5,1,6,7,3,1,6,5,6,7,5,15,2,4,2,5.6875,3,batter,81.9375,55,schimry01,Rookie of the Year,2016.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.021984066856041384
1986,Danny Tartabull,SEA,137,578,25,76,96,61,157,4,8,0.270058708,0.388535031,0.3666831886311441,-23.96444535255432,13.540164975640948,122.8586944949042,119.54636455270308,180.67090126949225,105.3720325179658,119.93292520997336,149.72847241531602,1.5582044124603271,1.0999128818511963,0.3528597157223452,0.9706242539194876,123096,1980s,12,0.3333333333333333,0.007084848568755384,AL,AL,0,12,3,3,9,3,2,2,10,10,2,14,1,5,4,6,5,5.6875,5,batter,99.375,85,tartada01,Rookie of the Year,1986.0,AL,4.0,140.0,0.0,0.0,0.02857142857142857,1,0.01137375483547684
1991,Milt Cuyler,DET,154,546,3,77,33,52,92,41,10,0.256842105,0.565217391,0.3107292817326521,17.107903718948364,-2.389389097072301,89.73078242794513,107.56114534464716,113.65392049437612,101.93974059614456,85.31655054372416,59.44159649137181,-0.9989264607429504,-0.7712161540985107,-0.2311612557885094,3.295210513474216,112980,1990s,51,0.803921568627451,0.021397470866715687,AL,AL,0,5,8,4,5,5,9,8,2,2,7,1,6,4,10,9,7,5.75,6,batter,128.0,139,cuylemi01,Rookie of the Year,1991.0,AL,22.0,140.0,1.0,0.0,0.15714285714285714,1,-0.006486535459369808
2016,Trevor Story,COL,97,415,27,67,72,35,130,8,5,0.271505376,0.269230769,0.3800408944596339,8.734753131866455,12.154250077167294,122.2656085686454,97.59832021286792,152.68489830885215,103.40352033777882,133.34916438082317,179.33537656029222,0.5973803997039795,0.5976840257644653,0.0083397503642549,3.485202158931518,596115,2010s,13,0.6153846153846154,0.03592991916424245,NL,AL,0,15,6,7,13,6,1,2,3,2,2,2,6,8,6,9,4,5.75,4,batter,90.9375,67,storytr01,Rookie of the Year,2016.0,NL,24.0,150.0,0.0,0.0,0.16,1,0.00615856082169051
2011,Dustin Ackley,SEA,90,376,6,39,36,40,79,6,0,0.273273273,0.506329113,0.3370326073964437,6.110777974128723,9.828513915525676,116.89322182236056,131.3342672275578,117.11948392315075,107.7854000256144,102.11714891520992,95.82782875139472,0.8884141445159912,0.5211421847343445,0.4017151003514815,2.9942203244121655,554429,2010s,6,1.0,0.033269114715690724,AL,AL,0,13,3,1,6,2,10,10,3,2,4,4,4,13,7,3,7,5.75,2,batter,96.5,74,ackledu01,Rookie of the Year,2011.0,AL,6.0,140.0,1.0,0.0,0.04285714285714286,1,0.009871268272399902
1990,Kevin Maas,NYY,79,300,21,42,41,43,76,1,2,0.251968503,0.565789473,0.3895731336083905,-12.238909244537354,14.725810466677697,145.07369415874004,162.13891178042738,172.35371848365773,111.97717542760162,138.1347942866704,220.6208595211479,0.2761034369468689,1.816388487815857,-1.5556655041602676,1.2948318324932098,118063,1990s,3,0.3333333333333333,0.016390276360673542,AL,AL,0,12,1,1,8,4,1,1,9,6,2,10,3,12,8,3,11,5.75,4,batter,93.1875,79,maaske01,Rookie of the Year,1990.0,AL,47.0,140.0,0.0,0.0,0.3357142857142857,1,0.003494980214517328
2016,Trea Turner,WSN,73,324,13,53,40,14,59,33,6,0.342019543,0.237288135,0.3951087446860325,5.911481857299805,22.874571498503485,145.5502271437354,50.00407724703698,88.75806568842366,112.17665852644348,133.24829350886247,136.30975585355085,1.0208219289779663,2.3668313026428223,-1.290013651196861,3.9970179868726534,607208,2010s,39,0.8461538461538461,0.05475367105305005,NL,AL,0,3,1,16,15,3,2,4,2,1,1,5,2,16,5,2,15,5.8125,5,batter,85.8125,59,turnetr01,Rookie of the Year,2016.0,NL,42.0,150.0,0.0,0.0,0.28,1,0.013983862040794059
1991,Wes Chamberlain,PHI,101,417,13,51,50,31,73,9,4,0.240208877,0.424657534,0.3156445593788073,-10.394720077514648,-0.9949507842901985,97.45556928988864,84.32616411639131,119.41651062670633,92.36921157497788,103.49853778958771,124.11204611508076,0.7422717213630676,-0.3226166367530823,1.0214879149448914,0.2355847651631483,112173,1990s,13,0.6923076923076923,0.002332522427357904,NL,AL,0,7,4,7,7,7,3,2,9,9,6,10,3,7,4,6,2,5.8125,7,batter,138.9375,161,chambwe01,Rookie of the Year,1991.0,NL,3.0,120.0,0.0,0.0,0.025,1,0.007349224963990769
1991,Bernie Williams,NYY,85,374,3,43,34,48,57,10,5,0.2375,0.842105263,0.3164310450515439,-5.706562519073486,-2.502956004571227,94.30350152754092,144.94870847955664,102.79985240285066,102.18774685395866,88.64922836859559,83.58974506599161,-0.2128020375967025,-0.5035350322723389,0.2990044243976865,0.4224289663082205,124288,1990s,15,0.6666666666666666,0.0049697525448025946,AL,AL,0,3,7,2,2,4,7,6,8,8,5,8,7,8,6,7,5,5.8125,7,batter,133.9375,151,willibe02,Rookie of the Year,1991.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0025035533834906177
2013,Yasiel Puig,LAD,104,432,19,66,42,36,97,11,8,0.319371727,0.37113402,0.3979431505494274,-2.4586037397384644,26.03991584154467,160.17148870204286,104.26738751681891,118.34363702574716,121.19613876961608,133.28046034423463,150.18692269120504,1.6540461778640747,3.035421848297119,-1.3917143273268882,3.9479723871003594,624577,2010s,19,0.5789473684210527,0.03796127295288807,NL,AL,0,15,1,4,11,1,1,3,1,1,1,18,1,9,3,1,22,5.8125,1,batter,79.8125,48,puigya01,Rookie of the Year,2013.0,NL,95.0,150.0,4.0,0.0,0.6333333333333333,1,0.01590429017176995
1999,Warren Morris,PIT,147,581,15,65,73,59,88,3,7,0.287671232,0.670454545,0.3472808200723203,3.667585611343384,-2.908431292406438,99.5610787797316,103.30116805953368,94.75238896962608,102.69073843590805,96.13865021344742,82.63026288484579,-1.5002521276474,0.3053703308105469,-1.728498022916259,1.881299143193231,150255,1990s,10,0.3,0.012797953355055994,NL,AL,0,4,5,2,2,3,9,9,5,6,5,6,5,3,11,6,12,5.8125,6,batter,149.25,160,morriwa02,Rookie of the Year,1999.0,NL,69.0,160.0,6.0,0.0,0.43125,1,-0.010205796786717005
1984,Juan Samuel,PHI,160,737,15,105,69,28,168,72,15,0.272467902,0.166666666,0.3313179638920998,-11.195473670959473,15.275708436670904,108.2113215358524,43.664884652740966,167.27785295905403,93.41107641724952,115.5046179247228,141.96639270143328,0.4054353535175323,1.3809045553207395,-0.9776804765813646,3.0764358172084307,121651,1980s,87,0.8275862068965517,0.01922772385755269,NL,AL,0,8,5,8,9,9,3,2,6,6,5,9,3,1,7,3,9,5.8125,6,batter,119.6875,123,samueju01,Rookie of the Year,1984.0,NL,67.0,120.0,1.0,0.0,0.5583333333333333,1,0.002533970959484577
2004,Matt Holliday,COL,121,439,14,65,57,31,86,3,3,0.29,0.360465116,0.3605140515658409,-6.396487355232239,5.161558237802023,104.16311721656662,78.05589418787537,119.86629098983114,102.34802416713704,111.5786775386477,117.9839385536402,0.3156675100326538,0.5118187069892883,-0.18405378525305,1.3208296258755658,407812,2000s,6,0.5,0.010915947321285669,NL,AL,0,9,4,10,9,3,3,3,7,7,2,9,3,9,4,2,10,5.875,4,batter,143.125,156,hollima01,Rookie of the Year,2004.0,NL,3.0,160.0,0.0,0.0,0.01875,1,0.002608822396964081
2003,Marlon Byrd,PHI,135,553,7,86,45,44,94,11,1,0.303030303,0.468085106,0.3448317521439367,7.226004958152771,11.34834010514869,108.56599266490834,88.20910215964088,105.41187179857604,107.51713264481432,97.0326479389397,70.91575843038723,0.6660076379776001,0.6567016839981079,0.0138964361972784,3.6148956762600823,407781,2000s,12,0.9166666666666666,0.026777005009333943,NL,AL,0,9,5,6,6,2,13,18,1,1,5,3,2,7,4,3,9,5.875,3,batter,112.3125,101,byrdma01,Rookie of the Year,2003.0,NL,6.0,160.0,0.0,0.0,0.0375,1,0.004933389910945186
1998,Mike Caruso,CHW,133,555,5,81,55,14,38,22,6,0.305927342,0.368421052,0.3191939972654339,3.921789169311523,-5.903209761335842,89.31109570319717,28.70443070061103,41.992783272826465,97.22978765986504,90.2013406801214,52.37638020773303,-0.3913715481758117,-0.423807293176651,0.014359327154573,1.6767993036671394,134267,1990s,28,0.7857142857142857,0.012607513561407062,AL,AL,0,1,7,11,7,6,7,10,3,3,7,4,6,5,6,6,5,5.875,6,batter,150.0,163,carusmi01,Rookie of the Year,1998.0,AL,34.0,140.0,0.0,0.0,0.24285714285714285,1,-0.0029426432193670055
2004,Bobby Crosby,OAK,151,623,22,70,64,58,141,7,3,0.23853211,0.411347517,0.3238380744233486,11.827016353607178,-5.890607133971448,93.38307629012068,109.5506063662534,138.3967881989827,94.1895489141203,98.01858806486877,114.30881621602514,-0.0536494515836238,-0.4748355746269226,0.4251472204162262,2.648154639127569,425853,2000s,10,0.7,0.01753744794124218,AL,AL,1,12,7,1,7,12,8,6,2,2,9,1,8,1,6,9,3,5.875,4,batter,140.9375,154,crosbbo01,Rookie of the Year,2004.0,AL,138.0,140.0,27.0,0.0,0.9857142857142858,1,-0.000355294381348502
1996,Jermaine Dye,ATL,98,306,12,32,37,8,67,1,4,0.280821917,0.119402985,0.3279538569497127,-0.257885217666626,-3.2316394541124636,95.94843925011877,29.379446905813563,133.40502294226553,89.62825662535987,108.71728129294569,116.97646574010506,-0.9887157678604126,-0.6466204524040222,-0.3301050968632171,0.5831346013597147,113679,1990s,5,0.2,0.00595035307509913,NL,AL,0,7,6,8,8,6,2,2,6,6,7,4,6,8,7,6,6,5.9375,6,batter,168.6875,202,dyeje01,Rookie of the Year,1996.0,NL,6.0,140.0,0.0,0.0,0.04285714285714286,1,-0.010088936406738904
1990,Sandy Alomar Jr.,CLE,132,483,9,60,66,25,46,4,1,0.28988764,0.54347826,0.3310163479392268,4.217626094818115,2.8692590037629913,104.81606349914227,58.550812871250024,64.79463093216339,99.66777880045032,107.83278635877124,99.69253471643805,0.9635701775550842,0.2015002965927124,0.6979221622506786,2.3622007064639052,110184,1990s,5,0.8,0.01789545989745383,AL,AL,1,2,7,11,9,8,6,8,4,4,7,3,7,5,3,8,3,5.9375,5,batter,100.9375,91,alomasa02,Rookie of the Year,1990.0,AL,140.0,140.0,28.0,1.0,1.0,1,0.007299774072387002
2008,Evan Longoria,TBR,122,508,27,67,85,46,122,7,0,0.272321428,0.37704918,0.3702550272619913,17.863606929779053,21.145223800270905,128.50680408886592,105.33618129636316,142.62096807549133,101.90872910301248,126.19436509320909,169.36639102439543,0.9696294665336608,1.767784595489502,-0.8253518039362001,5.638725349712198,446334,2000s,7,1.0,0.0462190602435426,AL,AL,1,16,1,11,12,8,2,2,1,1,4,2,1,8,4,2,20,5.9375,3,batter,84.5,54,longoev01,Rookie of the Year,2008.0,AL,140.0,140.0,28.0,1.0,1.0,1,0.00794778251257099
2005,Dan Johnson,OAK,109,434,15,54,58,50,52,0,1,0.274666666,0.961538461,0.3495476229361519,-8.996937215328217,7.837575816409949,116.84176974862154,146.7522466235319,75.90952939188354,107.25280197595866,105.97451598296566,112.02913556527328,1.8278993368148804,1.3991485834121704,0.4306858135384737,1.353336458955567,430681,2000s,1,0.0,0.012415930816106119,AL,AL,0,6,4,1,1,2,6,6,13,13,4,19,3,9,2,3,4,6.0,1,batter,96.75,67,johnsda06,Rookie of the Year,2005.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.01676971868637505
2009,Gordon Beckham,CHW,103,430,14,58,63,41,65,7,4,0.269841269,0.63076923,0.3527879702461349,1.5434842109680176,6.440931340565431,108.74229237718671,108.21795108865098,86.82203622542521,103.29791132657576,107.27990551443862,117.6554366711184,0.5210040807723999,0.8608729243278503,-0.3366632600847868,2.302982741415293,493596,2000s,11,0.6363636363636364,0.022359055741896047,AL,AL,0,5,6,6,3,7,6,5,6,4,6,5,6,8,6,5,12,6.0,4,batter,103.875,90,beckhgo01,Rookie of the Year,2009.0,AL,10.0,160.0,0.0,0.0,0.0625,1,0.00505829204633398
1980,Ron Oester,CIN,100,335,2,40,20,26,44,6,2,0.277227722,0.59090909,0.3119190650827744,0.7041594982147217,-2.0828491213604328,93.4920704131538,92.63581437184682,108.42937928448396,102.2041740832383,93.76289809027745,71.25096771755699,-0.0546936132013797,-0.3172585070133209,0.260075956234881,0.960860679669315,119946,1980s,8,0.75,0.00960860679669315,NL,AL,0,6,6,4,3,4,8,9,8,7,7,5,6,8,5,5,5,6.0,6,batter,145.9375,167,oestero01,Rookie of the Year,1980.0,NL,16.0,120.0,1.0,0.0,0.13333333333333333,1,-0.000546936132013797
1983,Greg Brock,LAD,146,543,20,64,66,83,81,5,1,0.224175824,1.024691358,0.3286468470837437,-6.983538627624512,5.448137438369359,107.87767535811004,168.3504225049929,111.69903611099616,103.29309632909288,101.43354005446332,135.24864240805877,0.920360028743744,1.061870813369751,-0.1243275939170885,1.6612804342780398,111493,1980s,6,0.8333333333333334,0.011378633111493423,NL,AL,0,5,8,1,2,5,7,6,7,9,8,10,7,4,5,5,7,6.0,6,batter,104.875,100,brockgr01,Rookie of the Year,1983.0,NL,3.0,120.0,0.0,0.0,0.025,1,0.006303835813313315
1975,Dan Ford,MIN,130,478,15,72,59,30,79,6,7,0.279545454,0.379746835,0.3494871538486843,-13.657407760620115,6.548415701489402,114.93733379781304,69.40075454674282,128.59560319933365,101.4535360876337,114.5165329210459,127.62154788443692,1.6178323030471802,0.9476884007453918,0.5536002328185068,0.9529293461471208,114297,1970s,13,0.46153846153846156,0.007330225739593237,AL,AL,0,10,3,9,9,6,3,3,7,8,4,11,4,8,4,4,3,6.0,5,batter,107.625,109,fordda01,Rookie of the Year,1975.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.012444863869593694
1985,Vince Coleman,STL,151,692,1,107,40,50,115,110,25,0.267295597,0.434782608,0.2972021344451793,0.6882729530334473,2.2421417052494004,87.82403628650334,80.56007932430967,124.79086373728528,97.66753648723775,86.42450466958718,53.00384398655255,0.493712306022644,0.9201525449752808,-0.3987831562805205,2.617139742183652,112487,1980s,135,0.8148148148148148,0.01733205127273942,NL,AL,0,8,7,6,7,7,10,10,2,5,8,7,4,1,4,3,8,6.0625,6,batter,128.1875,143,colemvi01,Rookie of the Year,1985.0,NL,120.0,120.0,24.0,1.0,1.0,1,0.0032696179206797614
1980,Glenn Hoffman,BOS,114,346,4,37,42,19,41,2,4,0.28525641,0.463414634,0.322886147605839,3.73753970861435,-4.672491607703153,91.53910730462596,66.27238553184554,99.659021000528,98.48020807366916,99.5795248929514,86.27529241818826,-0.1329278945922851,-0.9892927408218384,0.8456545141796834,1.087333162050741,116027,1980s,6,0.3333333333333333,0.009538010193427551,AL,AL,0,4,7,6,5,6,6,7,7,8,6,4,7,7,7,9,1,6.0625,7,batter,145.5,165,hoffmgl01,Rookie of the Year,1980.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0011660341630902202
