Season,Name,Team,G,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,SV,BS,SD,MD,WAR,MLBAMID,decade,WAR/IP,IP/G,SD_pct,pos,league,award_id,rookie_of_the_year,ERA-_rank,FIP-_rank,HR/9+_rank,WHIP+_rank,AVG+_rank,BB%+_rank,MD_rank,WAR_rank,WAR/IP_rank,IP_rank,K%+_rank,WPA_rank,WPA/LI_rank,K/BB+_rank,K-BB%_rank,SD_rank,SD_pct_rank,Clutch_rank,mean_rookie_rank,rookie_rank,mlb_rank,mean_mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/IP
2014,Dellin Betances,NYY,70,90.0,135,1.4000002373589813,36.42351491621183,1.643363027337114,42.2318881289361,-0.2433627899781327,212.34464964018449,45.040898154976645,59.10704777925425,60.59730254843035,196.27528932817512,92.43241545176043,0.3255132,4.431342124938965,2.650524854660034,0.7900597768094824,1,4.0,35,7,2.9887475967407227,476454,2010s,0.033208306630452475,1.2857142857142858,0.8333333333333334,relief,AL,AL,0,0.9333333333333333,0.9333333333333333,0.6,1.0,1.0,0.9333333333333333,0.6,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,1,1,0.9232549857549858,betande01,Rookie of the Year,2014.0,AL,27.0,150.0,0.0,0.0,0.18,1,0.049237134721544056
2006,Jonathan Papelbon,BOS,59,68.1,75,0.9219516998783688,19.523037058678955,2.136991156169883,48.966961101691815,-1.215039456291514,285.63643519623474,35.08186611844902,61.34382783388423,54.84467025888018,177.13036882713294,62.0125239113141,0.24124514,5.302378177642822,2.6056196689605713,0.0042142658490456,35,6.0,34,6,3.0785257816314697,449097,2000s,0.045205958614265344,1.1542372881355931,0.85,closer,AL,AL,0,1.0,0.9411764705882353,0.8235294117647058,0.9411764705882353,1.0,0.8823529411764706,0.7352941176470589,0.9411764705882353,1.0,0.6470588235294118,0.9411764705882353,1.0,1.0,0.9411764705882353,0.9411764705882353,0.9117647058823529,1.0,0.5294117647058824,0.8986928104575165,1,2,0.9160997732426305,papeljo01,Rookie of the Year,2006.0,AL,63.0,140.0,0.0,0.0,0.45,1,0.07786164724879328
1995,Troy Percival,LAA,62,74.0,94,1.9459469490808792,40.69783415165311,2.7114048535671267,56.858280699736554,-0.7654579044862475,225.94661984980712,67.35277731369746,54.17584172467378,58.050670368568056,215.479591079834,95.3674748595571,0.23943662,3.71040415763855,2.5686585903167725,0.1412211602899771,3,0.0,32,5,2.414278745651245,120401,1990s,0.03262538845474656,1.1935483870967742,0.8648648648648649,relief,AL,AL,0,1.0,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571,0.9285714285714286,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.9603174603174602,1,2,0.9148989898989899,percitr01,Rookie of the Year,1995.0,AL,13.0,140.0,1.0,0.0,0.09285714285714286,1,0.05014059672484527
2006,Takashi Saito,LAD,72,78.1,107,2.0680858449390263,46.986878167701754,1.8701515792665455,41.14065201197195,0.1979342656724805,235.03478885275376,30.89603044065084,66.11627686450244,64.59568786032864,206.02492757346255,87.65720313602814,0.27722772,3.944917917251587,2.2198972702026367,0.4346817793287902,24,2.0,34,8,3.1443612575531006,493416,2000s,0.04026070752308708,1.0847222222222221,0.8095238095238095,relief,NL,NL,0,0.8235294117647058,1.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.6470588235294118,0.47058823529411764,1.0,0.9411764705882353,0.8235294117647058,1.0,0.9411764705882353,0.9411764705882353,0.8235294117647058,1.0,0.9117647058823529,0.8823529411764706,0.8235294117647058,0.8709150326797387,2,4,0.9143990929705215,saitota01,Rookie of the Year,2006.0,NL,2.0,160.0,0.0,0.0,0.0125,1,0.05051111289694734
1986,Mark Eichhorn,TOR,69,157.0,166,1.7197452229299364,40.86098416966751,2.3124125787406973,56.21192761510612,-0.5926673558107609,216.59297616804355,44.95424526891543,72.90328725845802,69.17370073787222,180.4096854026172,83.2943303832994,0.19771242,5.264051914215088,4.571971893310547,-0.8345466450859016,10,0.0,32,10,4.9446120262146,113780,1980s,0.03149434411601656,2.2753623188405796,0.7619047619047619,relief,AL,AL,0,1.0,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571,0.6428571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.14285714285714285,0.9126984126984126,1,1,0.8878101402373246,eichhma01,Rookie of the Year,1986.0,AL,23.0,140.0,0.0,0.0,0.16428571428571428,1,0.03352899308417254
2022,Jhoan Duran,MIN,57,67.2,89,1.8620690354997995,48.228774030882406,2.5212979745204147,63.59245921926659,-0.6592289390206152,200.9339441350828,74.12197579049341,85.07333082186423,77.86581929930709,150.5987481718,74.94938003956516,0.27443609,4.560606002807617,1.5934683084487915,1.2537936760091744,8,0.0,34,4,1.5238564014434814,661395,2020s,0.022676434545289902,1.1789473684210527,0.8947368421052632,relief,AL,AL,0,0.9666666666666667,0.9666666666666667,0.6333333333333333,0.8666666666666667,0.6166666666666667,0.9,0.8,1.0,1.0,0.9166666666666666,0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,1.0,1.0,1.0,0.9203703703703704,1,5,0.8871722846441948,duranjh01,Rookie of the Year,2022.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.06786616075606573
1980,Doug Corbett,MIN,73,136.1,89,1.9804401716848872,47.446845020575786,3.0604807426506166,75.6515398722979,-1.0800405709657297,147.65650195968163,56.612870677311555,79.31513302097463,76.21052551580779,140.95399159197416,95.46074793863984,0.08851224,7.578114032745361,3.096839666366577,1.1985138863774596,23,0.0,35,7,2.5768110752105713,112665,1980s,0.01893321877450824,1.8643835616438356,0.8333333333333334,relief,AL,AL,0,1.0,0.875,0.375,1.0,0.875,0.625,0.75,1.0,0.875,1.0,0.5,1.0,1.0,0.875,0.5,1.0,1.0,1.0,0.8472222222222222,1,2,0.8845933562428409,corbedo01,Rookie of the Year,1980.0,AL,38.0,140.0,3.0,0.0,0.2714285714285714,1,0.05568048517814373
2011,Greg Holland,KCR,46,60.0,74,1.7999997711181932,43.297548952476475,2.2087197229597173,55.38829899099477,-0.4087199518415241,172.88103281049334,45.60101096309385,68.6481152696132,70.4596824262054,175.33236866849623,101.4179340104225,0.2360515,3.1559078693389893,1.7792707681655884,0.4423739606710843,4,2.0,24,1,1.7711236476898191,518813,2010s,0.029518727461496985,1.3043478260869565,0.96,relief,AL,AL,0,1.0,0.8846153846153846,0.7692307692307693,1.0,0.8846153846153846,0.8846153846153846,1.0,0.9615384615384616,0.9230769230769231,0.6923076923076923,0.7692307692307693,0.9615384615384616,1.0,0.9615384615384616,0.8846153846153846,0.8461538461538461,1.0,0.6923076923076923,0.8952991452991453,1,2,0.8764172335600907,hollagr01,Rookie of the Year,2011.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.05259846448898316
2007,Joakim Soria,KCR,62,69.0,75,2.4782622396840854,54.02302871834582,2.5004742972714835,57.24383905567105,-0.022212057587398,197.20935788773656,38.88826609253617,69.4106728029115,66.72956197950757,163.51018162099237,82.91197836218245,0.20740741,3.8611960411071777,2.19222640991211,-0.0227027289921206,17,4.0,26,5,2.129539251327514,465657,2000s,0.030862887700398755,1.1129032258064515,0.8387096774193549,relief,AL,AL,0,0.85,1.0,0.7,0.95,1.0,0.85,0.775,1.0,1.0,0.925,1.0,1.0,1.0,0.95,1.0,0.95,1.0,0.5,0.9138888888888889,1,4,0.8752587991718427,soriajo01,Rookie of the Year,2007.0,AL,1.0,140.0,0.0,0.0,0.007142857142857143,1,0.05595936291459678
2009,Andrew Bailey,OAK,68,83.1,91,1.836000448242297,42.511890757464585,2.557083627471892,59.42424180916635,-0.7210831792295953,187.0943205831772,48.53248555355518,62.56897463393527,62.422617792332346,160.0934645647234,85.5683171947801,0.20743034,2.5857300758361816,2.4979910850524902,-0.642425708737766,26,4.0,24,6,2.3334481716156006,457732,2000s,0.028080002065169685,1.2220588235294116,0.8,closer,AL,AL,1,1.0,1.0,0.8275862068965517,1.0,1.0,0.8620689655172413,0.6379310344827587,1.0,1.0,1.0,0.9310344827586207,0.9655172413793104,1.0,0.9310344827586207,1.0,0.9482758620689655,0.9655172413793104,0.10344827586206896,0.8984674329501916,1,5,0.8716596343178622,bailean01,Rookie of the Year,2009.0,AL,88.0,160.0,13.0,0.0,0.55,1,0.03111588538912373
1993,Greg McMichael,ATL,74,91.2,89,2.0618182390197264,49.595080858454054,2.4210749780891354,58.39941113262474,-0.359256739069409,163.21254467461517,33.94032203142494,78.58052278830895,77.96744808607602,158.781565872321,97.2851447444995,0.16438356,3.218790054321289,1.9955852031707764,0.4446874592937417,19,0.0,30,9,2.4922983646392822,118825,1990s,0.027327832945606163,1.2324324324324325,0.7692307692307693,relief,NL,NL,0,1.0,1.0,0.6363636363636364,1.0,0.8181818181818182,0.7272727272727273,0.4090909090909091,1.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,0.9090909090909091,1.0,0.9090909090909091,0.8964646464646463,1,6,0.8709150326797387,mcmicgr01,Rookie of the Year,1993.0,NL,40.0,140.0,0.0,0.0,0.2857142857142857,1,0.03529375059562817
1985,Brian Fisher,NYY,55,98.1,85,2.3796607707746325,58.890405734654614,2.3692009039673065,59.190742954432295,0.0104598668073259,185.78731358669316,37.697151788944446,82.81162179223354,78.69810444122736,159.5907191705839,85.89969082148096,0.14322251,2.1757960319519043,2.271846055984497,-0.6168887689324327,14,0.0,29,8,3.0855393409729004,114160,1980s,0.031453000417664634,1.7836363636363635,0.7837837837837838,relief,AL,AL,0,0.6,1.0,1.0,0.7,0.6,0.5,0.55,1.0,1.0,0.6,0.8,0.5,1.0,0.9,0.8,0.8,1.0,0.2,0.7527777777777778,1,3,0.8636136136136137,fishebr01,Rookie of the Year,1985.0,AL,7.0,140.0,0.0,0.0,0.05,1,0.02217936831755254
2016,Chris Devenski,HOU,43,83.2,83,1.6135463071865088,39.96558484400736,2.13062381905892,50.39077307737714,-0.5170775118724114,261.6573094978229,26.410927337765404,76.0959229506221,61.47390058787025,130.46356588410654,49.86046854751165,0.23355263,1.9161181449890137,2.8659136295318604,-0.0369456122224853,1,0.0,11,4,2.130047082901001,606965,2010s,0.025601527438713953,1.9348837209302325,0.7333333333333333,relief,AL,AL,0,1.0,0.9523809523809523,0.9047619047619048,1.0,0.7619047619047619,0.9523809523809523,0.9761904761904762,0.9047619047619048,0.8095238095238095,1.0,0.7142857142857143,0.9047619047619048,1.0,1.0,0.8571428571428571,0.21428571428571427,0.7857142857142857,0.6190476190476191,0.8531746031746033,1,3,0.8624338624338624,devench02,Rookie of the Year,2016.0,AL,7.0,150.0,0.0,0.0,0.04666666666666667,1,0.023030266165733337
2014,Ken Giles,PHI,44,45.2,64,1.1824823115606182,32.66317369443593,1.336630880730012,34.81981553911816,-0.1541485691693938,216.1179996489846,23.4742474350497,65.62459422759153,62.227648527309206,187.6749666067239,86.83911504977395,0.31927711,2.4372739791870117,1.7116613388061523,0.2811581957092657,1,0.0,19,2,1.763851761817932,571704,2010s,0.0390232690667684,1.0272727272727273,0.9047619047619048,relief,NL,NL,0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,0.2,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,0.7333333333333333,1.0,0.8,0.9037037037037037,2,4,0.8596866096866097,gileske01,Rookie of the Year,2014.0,NL,8.0,150.0,0.0,0.0,0.05333333333333334,1,0.05392199068997813
1999,Jeff Zimmerman,TEX,65,87.2,67,2.361216593044464,47.04862243785236,3.7954510228786154,77.63826501402245,-1.4342344298341514,173.69804776763254,78.69676160857998,59.29347334107943,56.03335924953584,126.88065153991984,73.04667454039058,0.13095238,3.9519221782684326,3.090047836303711,-0.3512294570855059,3,0.0,33,5,1.567229390144348,150293,1990s,0.01797281410715995,1.3415384615384616,0.868421052631579,relief,AL,AL,0,0.9333333333333333,0.8666666666666667,0.26666666666666666,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,0.6666666666666666,0.8962962962962965,1,5,0.8584291187739462,zimmeje02,Rookie of the Year,1999.0,AL,27.0,140.0,0.0,0.0,0.19285714285714287,1,0.04532020846638111
2005,Huston Street,OAK,67,78.1,72,1.723404702928831,40.61245090533867,2.7519459900655088,63.96996544462906,-1.0285412871366777,135.67506389917986,32.188719979922176,72.88255439215003,74.06291709207838,147.82446316660048,108.95477273175752,0.1503268,3.727420091629028,2.044973611831665,0.4867652406318115,23,4.0,25,6,1.731978178024292,434718,2000s,0.02217641713219324,1.1656716417910447,0.8064516129032258,closer,AL,AL,1,1.0,1.0,0.8636363636363636,1.0,1.0,0.5909090909090909,0.7727272727272727,1.0,1.0,0.8181818181818182,0.9545454545454546,1.0,1.0,0.9545454545454546,1.0,0.8636363636363636,0.9545454545454546,0.7727272727272727,0.9191919191919192,1,5,0.8546099290780143,streehu01,Rookie of the Year,2005.0,AL,97.0,140.0,15.0,0.0,0.6928571428571428,1,0.04772624957271483
1998,Kerry Ligtenberg,ATL,75,73.0,79,2.71232905059491,64.70584724858107,3.029563188203885,70.73901576195254,-0.3172341376089749,163.9644650809352,73.89312034344768,74.617871114533,74.56346514787028,155.4552747031811,94.81035450976415,0.18965517,2.774198055267334,1.473595142364502,0.3603549279463505,30,0.0,33,7,1.5031145811080933,117763,1990s,0.020590610700110867,0.9733333333333334,0.825,closer,NL,NL,0,0.9,1.0,0.7,0.8,0.8,0.9,0.55,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0,0.9,0.9083333333333332,1,7,0.8541181041181043,ligteke01,Rookie of the Year,1998.0,NL,18.0,160.0,1.0,0.0,0.1125,1,0.03800271308585389
2010,Neftalí Feliz,TEX,70,69.1,71,2.7259617384369,61.41253901210537,2.962457802450868,67.80256368409792,-0.2364960640139681,186.81505294362256,65.73294436082794,68.80310828403714,65.35520258607937,148.7472525562274,79.62272977485554,0.19702602,3.679189920425415,1.9212530851364136,0.2221180569193275,40,3.0,38,8,1.9891895055770872,491703,2010s,0.028787112960594607,0.9871428571428571,0.8260869565217391,closer,AL,AL,1,0.875,0.875,0.5416666666666666,1.0,1.0,0.8333333333333334,0.5416666666666666,1.0,1.0,0.9583333333333334,0.9583333333333334,1.0,1.0,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.6666666666666666,0.8958333333333335,1,5,0.8529082774049217,felizne01,Rookie of the Year,2010.0,AL,122.0,140.0,20.0,0.0,0.8714285714285714,1,0.05324442721310297
1976,Bruce Sutter,CHC,52,83.1,73,2.700000164794932,71.44430867513339,2.440533729278564,65.98105990067981,0.259466435516368,183.1345190004651,75.28769059514401,82.6572620135699,80.91850502129112,169.30172917266216,92.44664950970405,0.14156627,3.683693885803222,2.2667384147644043,0.6299415980442924,10,0.0,24,8,1.8620256185531616,123004,1970s,0.02240704715467102,1.598076923076923,0.75,relief,NL,NL,0,0.7222222222222222,0.9444444444444444,0.5,0.9444444444444444,0.9444444444444444,0.6111111111111112,0.6111111111111112,0.9444444444444444,0.9444444444444444,0.7222222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.8209876543209875,1,1,0.8487654320987654,suttebr01,Rookie of the Year,1976.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.04432844627922049
2019,Giovanny Gallegos,STL,66,74.0,93,2.310811049055259,55.070525687349935,3.0518472968269372,70.68783131009614,-0.7410362477716781,214.75708676420297,80.437072691791,68.6376931126212,61.39107917314088,143.74478738625342,66.93366225177529,0.27598566,1.86230206489563,2.3136720657348633,-0.2228144239621503,1,3.0,21,7,1.585051417350769,606149,2010s,0.021419613747983367,1.121212121212121,0.75,relief,NL,NL,0,1.0,0.96,0.52,1.0,1.0,0.96,0.72,1.0,1.0,0.92,0.88,1.0,1.0,1.0,1.0,0.84,0.98,0.44,0.9011111111111112,1,8,0.8393213572854292,gallegi01,Rookie of the Year,2019.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.025166244120211217
1986,Dan Plesac,MIL,51,91.0,75,2.9670339620515467,70.33885686104179,2.792989334203877,68.10052742866036,0.1740446278476697,151.84904332931967,48.47403072881699,90.50063245877544,87.51869687705887,132.31927008099663,87.13868395387594,0.12201592,3.603148460388184,1.4492065906524658,0.7075959065100119,14,0.0,25,10,2.503077745437622,120624,1980s,0.02750634885096288,1.7843137254901962,0.7142857142857143,relief,NL,NL,0,0.6428571428571429,0.9285714285714286,0.7857142857142857,0.8571428571428571,0.5,0.7857142857142857,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.6428571428571429,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.8928571428571429,0.9285714285714286,0.8194444444444446,2,3,0.8354908306364617,plesada01,Rookie of the Year,1986.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.039595038026243784
2007,Rafael Perez,CLE,44,60.2,62,1.780219519027529,40.2343508669661,3.0088359437750594,69.8243798247528,-1.2286164247475304,206.5001098454367,73.71671657213277,69.98420187191059,65.38702800725697,154.64183298086314,74.88704593110691,0.19915254,2.340440034866333,1.4500728845596311,0.8023876601624691,1,1.0,19,4,1.2970479726791382,460370,2000s,0.021545647386696648,1.3681818181818182,0.8260869565217391,relief,AL,AL,0,1.0,0.8,0.3,1.0,0.95,0.9,0.925,0.9,0.95,0.7,0.95,0.85,0.85,1.0,0.95,0.8,0.95,0.9,0.8708333333333332,2,8,0.8350586611456179,perezra01,Rookie of the Year,2007.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.03887774144296234
2006,Cla Meredith,SDP,45,50.2,37,1.0657895271797946,25.82123076145023,2.9296425057910485,67.22506839927259,-1.863852978611254,311.5492294298123,47.766874507152735,64.90227743054972,50.6374491817029,116.68327691343777,37.45259571565136,0.16756757,2.905613899230957,2.027069330215454,0.0887198163510882,0,2.0,22,4,1.109263896942139,448592,2000s,0.022096890377333443,1.1155555555555556,0.8461538461538461,relief,NL,NL,0,0.9411764705882353,0.8823529411764706,0.7058823529411765,1.0,0.9411764705882353,1.0,0.9117647058823529,0.7058823529411765,0.8235294117647058,0.23529411764705882,0.5882352941176471,0.8235294117647058,0.8823529411764706,1.0,0.8235294117647058,0.7941176470588235,0.9411764705882353,0.5882352941176471,0.8104575163398694,3,9,0.8342781557067271,meredcl01,Rookie of the Year,2006.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0578807549647601
1988,Bryan Harvey,LAA,50,76.0,67,2.1315789473684212,54.73419020929709,2.5188998699188234,63.68199392261842,-0.3873209225504022,195.48689088683685,55.89670907730241,82.12877471388572,77.2747602230888,154.53427018302682,79.05095802019075,0.15511551,2.497431993484497,1.4734716415405271,-0.1639583896900487,17,0.0,23,10,2.3229658603668213,115583,1980s,0.030565340267984492,1.52,0.696969696969697,relief,AL,AL,0,0.75,0.875,0.75,1.0,1.0,1.0,0.375,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.875,1.0,0.75,0.375,0.8472222222222222,1,5,0.8327886710239654,harvebr01,Rookie of the Year,1988.0,AL,49.0,140.0,3.0,0.0,0.35,1,0.032860947282690754
2016,Seunghwan Oh,STL,76,79.2,103,1.9205025211962343,47.09553771845071,2.1298237539744234,52.614418159133145,-0.209321232778189,226.3608897653935,50.883111823510795,75.08263906766365,69.04635814339201,154.41845410805365,68.21782140208201,0.2715655,2.514630079269409,2.277130603790283,-0.7905401361533058,19,4.0,29,12,2.57037091255188,493200,2010s,0.03245417818878636,1.0421052631578949,0.7073170731707317,relief,NL,NL,0,0.9047619047619048,0.9047619047619048,0.6190476190476191,0.9047619047619048,0.8571428571428571,0.7619047619047619,0.19047619047619047,1.0,0.9523809523809523,0.9523809523809523,0.8571428571428571,1.0,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.6666666666666666,0.19047619047619047,0.8095238095238095,2,8,0.8276643990929704,ohse01,Rookie of the Year,2016.0,NL,1.0,150.0,0.0,0.0,0.006666666666666667,1,0.03175037978875517
2008,Joey Devine,OAK,42,45.2,49,0.5912411063918368,14.0593087802405,1.9714338860008769,46.83635817401826,-1.38019277960904,163.49749136066814,0.0,56.81551553297697,59.82631641967062,168.7040708902989,103.18450661636918,0.2,1.702419996261597,1.6121996641159058,-0.3624123022278491,1,1.0,19,4,1.5025291442871094,457733,2000s,0.033241795227590916,1.0761904761904764,0.8260869565217391,relief,AL,AL,0,1.0,1.0,1.0,1.0,1.0,0.75,0.875,1.0,1.0,0.3125,1.0,0.8125,1.0,0.9375,1.0,0.75,0.9375,0.375,0.875,1,9,0.8273687798227676,devinjo01,Rookie of the Year,2008.0,AL,3.0,140.0,0.0,0.0,0.02142857142857143,1,0.037664159209327364
2011,Craig Kimbrel,ATL,79,77.0,127,2.103896103896104,55.82768838999888,1.518892779288354,39.83848161840757,0.58500332460775,170.0411114704537,38.90078812432562,70.77261250978921,79.39510144588297,217.7748032047674,128.0718479089375,0.31045752,1.898257851600647,1.2823338508605957,-0.2974286164408017,46,8.0,41,10,2.8302667140960693,518886,2010s,0.036756710572676224,0.9746835443037974,0.803921568627451,closer,NL,NL,1,0.9230769230769231,1.0,0.9230769230769231,0.8846153846153846,0.8461538461538461,0.46153846153846156,0.21153846153846154,1.0,1.0,1.0,0.9615384615384616,0.8846153846153846,0.8076923076923077,0.9230769230769231,0.9615384615384616,1.0,0.8461538461538461,0.19230769230769232,0.8237179487179488,2,9,0.8257747543461829,kimbrcr01,Rookie of the Year,2011.0,NL,160.0,160.0,32.0,1.0,1.0,1,0.024652699371436975
1995,Julian Tavarez,CLE,57,85.0,68,2.435294336233192,51.158451626378856,3.420944034814013,73.70118399791022,-0.9856496985808212,202.36759064093565,68.40926234292337,87.72695577568629,77.81279822672002,126.484555106744,62.50237635989908,0.13428571,2.279468059539795,1.2076942920684814,0.5770777513535614,0,0.0,23,8,1.6358548402786257,123118,1990s,0.019245351062101478,1.4912280701754386,0.7419354838709677,relief,AL,AL,0,0.9285714285714286,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.7857142857142857,1.0,0.5714285714285714,0.9285714285714286,0.9285714285714286,1.0,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8769841269841272,2,9,0.8250000000000002,tavarju01,Rookie of the Year,1995.0,AL,3.0,140.0,0.0,0.0,0.02142857142857143,1,0.02681727128870347
1985,Tom Henke,TOR,28,40.0,42,2.025000579357313,47.78969310899149,2.484455051422103,61.173389825751606,-0.4594544720647899,332.7778647164135,92.67220091509922,77.86443399685335,67.53067174505061,201.52239797110423,60.557636410135416,0.22222222,2.245703935623169,0.9481857419013976,0.3814331275993399,13,0.0,14,4,1.0892506837844849,115765,1980s,0.02723126709461212,1.4285714285714286,0.7777777777777778,relief,AL,AL,0,1.0,0.9,0.2,0.9,0.8,1.0,0.95,0.7,0.9,0.1,1.0,0.6,0.4,1.0,1.0,0.4,0.8,0.6,0.7361111111111112,2,5,0.8230730730730732,henketo01,Rookie of the Year,1985.0,AL,5.0,140.0,1.0,0.0,0.03571428571428571,1,0.056142598390579224
1975,Rawly Eastwick,CIN,58,90.0,61,2.6000008816192226,72.40967223613521,2.998399582497915,83.33016764344144,-0.3983987008786922,167.6830405872813,94.34985310304292,90.22592722600812,83.3333607138205,127.01095319126662,75.74466595238204,0.09809264,3.0770578384399414,1.8478151559829712,0.5414134555592724,22,0.0,25,7,1.1656370162963867,113716,1970s,0.012951522403293185,1.5517241379310345,0.78125,relief,NL,NL,0,0.75,0.75,0.125,0.875,0.625,1.0,0.5625,1.0,0.875,0.875,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8368055555555556,1,3,0.8205882352941177,eastwra01,Rookie of the Year,1975.0,NL,1.0,24.0,1.0,0.0,0.041666666666666664,1,0.034189531538221574
2004,Akinori Otsuka,SDP,73,77.1,87,1.7456899422102865,44.060210874440735,2.8165107311448296,65.89070063516274,-1.0708207889345431,168.09000156946092,62.7905775587663,75.9146576459365,76.52150625951897,161.38564963010407,96.0114496508843,0.19551282,2.81960391998291,1.214748501777649,0.521708903847264,2,5.0,35,11,1.835588812828064,430788,2000s,0.023807896405033255,1.0561643835616437,0.7608695652173914,relief,NL,NL,0,0.9130434782608695,0.9565217391304348,0.7391304347826086,0.8695652173913043,0.9130434782608695,0.6521739130434783,0.17391304347826086,1.0,0.9565217391304348,0.9130434782608695,0.9130434782608695,0.9565217391304348,0.8695652173913043,0.9565217391304348,0.9565217391304348,1.0,0.9130434782608695,0.8260869565217391,0.8599033816425121,1,14,0.8192592592592591,otsukak01,Rookie of the Year,2004.0,NL,23.0,160.0,0.0,0.0,0.14375,1,0.03657073826177575
1985,Greg Harris,TEX,58,113.0,111,2.469026715373265,58.59155285162714,2.799499364197605,69.57764553647733,-0.3304726488243403,163.62499655168062,57.40754554053722,71.66627009660631,75.59040293812171,181.0822691525426,110.66908137629656,0.15111111,1.6582218408584597,2.1648027896881104,-0.777442986337683,11,0.0,20,9,2.028989791870117,115521,1980s,0.01795566187495679,1.9482758620689655,0.6896551724137931,relief,AL,AL,0,0.7,0.8,0.6,0.8,0.9,0.2,0.4,0.9,0.8,0.8,0.9,0.4,0.8,0.8,0.9,0.7,0.4,0.1,0.6611111111111112,4,6,0.817067067067067,harrigr01,Rookie of the Year,1985.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.014674529565119112
2022,Félix Bautista,BAL,65,65.2,88,2.1928937407198275,57.72541155175656,2.9144614278482237,74.53028648376936,-0.7215676871283963,138.20957171647157,89.10942466681348,69.45550187971936,74.15878737984787,156.55795573362147,113.27576819697352,0.256917,2.898404121398926,1.2743533849716189,0.5352567397331907,15,2.0,29,6,1.3656585216522217,642585,2020s,0.020945682847426712,1.0030769230769232,0.8285714285714286,relief,AL,AL,0,0.8,0.7666666666666667,0.4,1.0,0.9333333333333333,0.5666666666666667,0.7,0.9666666666666667,0.9,0.7666666666666667,1.0,0.9666666666666667,0.8666666666666667,0.8333333333333334,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.8666666666666667,0.8462962962962964,2,10,0.813514357053683,bautife01,Rookie of the Year,2022.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.044454050941701316
2021,Garrett Whitlock,BOS,46,73.1,81,1.9636367041217984,42.80108394237697,2.8427613384467416,66.24752446694397,-0.8791246343249433,175.77843725591322,57.40268679189978,94.5622032406031,84.88898489042369,117.9285912364408,67.08934061483447,0.2147651,2.14569091796875,0.9861335158348083,0.7312497592533085,2,3.0,23,6,1.623080849647522,676477,2020s,0.022203568394630946,1.5891304347826085,0.7931034482758621,relief,AL,AL,0,0.9523809523809523,0.8571428571428571,0.8095238095238095,0.7619047619047619,0.47619047619047616,0.8571428571428571,0.6904761904761905,0.9523809523809523,0.9047619047619048,0.9523809523809523,0.6666666666666666,1.0,0.9047619047619048,0.9523809523809523,0.8571428571428571,0.9523809523809523,1.0,0.9523809523809523,0.8611111111111112,1,8,0.8124546114742194,whitlga01,Rookie of the Year,2021.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.02935281693527702
