Season,Name,Team,G,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,SV,BS,SD,MD,WAR,MLBAMID,decade,WAR/IP,IP/G,SD_pct,pos,league,award_id,rookie_of_the_year,ERA-_rank,FIP-_rank,HR/9+_rank,WHIP+_rank,AVG+_rank,BB%+_rank,MD_rank,WAR_rank,WAR/IP_rank,IP_rank,K%+_rank,WPA_rank,WPA/LI_rank,K/BB+_rank,K-BB%_rank,SD_rank,SD_pct_rank,Clutch_rank,mean_rookie_rank,rookie_rank,mlb_rank,mean_mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/IP
1975,Dyar Miller,BAL,30,46.1,33,2.7194249828523835,75.4513274374786,3.040525829127538,81.70671010256531,-0.3211008462751543,145.05112649655857,76.3439569119911,75.37484612322976,76.04225358851934,139.49316604419252,96.168281363887,0.09239131,0.5163958668708801,0.7787494659423828,-0.4353550856704889,8,0.0,11,8,0.779167652130127,119066,1970s,0.0169016844279854,1.5366666666666666,0.5789473684210527,relief,AL,AL,0,0.625,1.0,0.25,1.0,1.0,0.75,0.375,0.75,1.0,0.25,1.0,0.625,0.875,0.875,0.875,0.6875,0.625,0.375,0.71875,2,14,0.6911764705882354,milledy01,Rookie of the Year,1975.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.011201645702188288
1987,Randy Myers,NYM,54,75.0,92,3.9600012084964624,102.19824058313844,2.657643717193584,66.84029936449613,1.3023574913028786,173.0245108210228,76.22370687933655,84.04425128091067,88.40569111993676,187.30530262283384,108.25362425879506,0.19745223,0.9617721438407898,0.3469395935535431,0.6725763204416781,6,0.0,14,10,1.4622429609298706,119626,1980s,0.019496572812398274,1.3888888888888888,0.5833333333333334,relief,NL,NL,0,0.2727272727272727,1.0,0.5454545454545454,0.8181818181818182,0.8181818181818182,0.36363636363636365,0.3181818181818182,0.8181818181818182,0.9090909090909091,0.6363636363636364,1.0,0.8181818181818182,0.5454545454545454,1.0,1.0,0.7272727272727273,0.6363636363636364,0.7272727272727273,0.7196969696969696,3,21,0.6892701525054467,myersra01,Rookie of the Year,1987.0,NL,1.0,120.0,0.0,0.0,0.008333333333333333,1,0.012823628584543863
1997,Ricardo Rincon,PIT,62,60.0,71,3.450001535416333,80.35951668785334,3.1258783096737366,73.57123454838495,0.3241232257425963,149.03341238849632,77.71514135319043,87.32547499396097,90.43680999347232,157.64257007743038,105.7766677286896,0.18503937,1.110906004905701,0.5947386026382446,0.1021558609014878,4,0.0,18,10,1.0855298042297363,121215,1990s,0.01809216340382894,0.967741935483871,0.6428571428571429,relief,NL,NL,0,0.6153846153846154,1.0,0.7692307692307693,0.9230769230769231,0.9230769230769231,0.6153846153846154,0.2692307692307692,1.0,1.0,0.6153846153846154,1.0,1.0,0.8461538461538461,1.0,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8525641025641026,1,29,0.6888888888888888,rincori01,Rookie of the Year,1997.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.01851510008176168
2010,Wilton Lopez,HOU,68,67.0,50,2.9552248901452214,74.31605592408332,2.5853049446091787,64.44137225651525,0.3699199455360427,448.8288705527536,57.553584682877755,101.90927351985148,78.63075824929513,99.714646306318,22.21662933173813,0.17175573,0.9685459733009338,0.5941124558448792,0.4864518167127201,1,2.0,16,8,1.1670231819152832,446641,2010s,0.017418256446496763,0.9852941176470589,0.6666666666666666,relief,AL,AL,0,0.75,0.9583333333333334,0.5833333333333334,0.9583333333333334,0.625,1.0,0.5416666666666666,0.8333333333333334,0.7916666666666666,0.9166666666666666,0.5833333333333334,0.875,0.7916666666666666,1.0,0.9166666666666666,0.75,0.7708333333333334,0.9166666666666666,0.8090277777777778,4,36,0.6882923191648024,lopezwi01,Rookie of the Year,2010.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.014455910049267669
1982,Eric Show,SDP,33,61.0,43,1.622951022657929,46.98271768327045,2.9297072833470557,83.20653696173372,-1.3067562606891268,124.49126162875132,66.41932233916188,78.3616788122202,81.10424170339019,124.741072252679,100.20066296426502,0.09274194,1.22681987285614,0.7125085592269897,0.3395607016612301,3,0.0,11,5,0.7332026958465576,122197,1980s,0.012019716325353404,1.8484848484848484,0.6875,relief,NL,NL,0,1.0,0.6153846153846154,0.5384615384615384,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.7307692307692307,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.7692307692307693,0.7692307692307693,0.5384615384615384,0.6153846153846154,0.8461538461538461,0.6923076923076923,0.8461538461538461,0.8461538461538461,0.7243589743589743,3,17,0.6867724867724867,shower01,Rookie of the Year,1982.0,NL,1.0,120.0,0.0,0.0,0.008333333333333333,1,0.020111801194362948
1999,Kevin McGlinchy,ATL,64,70.1,67,2.81516608036031,62.310962242434485,3.6599204918425783,79.87746807730339,-0.8447544114822683,124.54279459799558,67.84273043572591,94.33847684925313,94.58922435332178,132.1918338654909,106.14168755800206,0.12416107,1.5673861503601074,1.0649964809417725,0.3886925006225792,0,0.0,19,11,0.958717942237854,150304,1990s,0.01367643284219478,1.0953125,0.6333333333333333,relief,NL,NL,0,0.8,0.8,0.6,0.6,0.4666666666666667,0.6,0.2,0.8,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8,0.8,0.8666666666666667,0.8,0.6666666666666666,0.9333333333333333,0.7222222222222224,4,23,0.6848659003831418,mcglike01,Rookie of the Year,1999.0,NL,1.0,160.0,0.0,0.0,0.00625,1,0.022359288878175572
1983,Bill Dawley,HOU,48,79.2,60,2.8242689544644666,82.79414962281567,3.583552906040494,102.03023136346756,-0.7592839515760268,162.9919083043793,141.10031278793193,72.68655014302833,68.94994424637052,135.73232846025613,83.2755054471535,0.125,2.048226118087769,1.5885478258132937,-0.1335808606691269,14,0.0,19,9,0.1389129310846328,113150,1980s,0.0017539511500584948,1.6500000000000001,0.6785714285714286,relief,AL,AL,0,0.5,0.5,0.25,1.0,1.0,0.875,0.4375,0.625,0.625,1.0,0.75,1.0,1.0,0.875,0.75,0.875,1.0,0.75,0.7673611111111112,2,19,0.6847718253968254,dawlebi01,Rookie of the Year,1983.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.025861440884946577
1998,Scott Elarton,HOU,26,44.2,41,2.4179105854268195,60.42773747393062,3.385420911491091,83.02797798819842,-0.9675103260642716,120.13479792501096,60.38280815412042,65.28237781506773,69.8670764070645,135.24279006573968,112.5758783939276,0.13872832,0.753329873085022,0.6931544542312622,0.0668619550511672,2,0.0,10,3,0.4576301872730255,134003,1990s,0.01035362414644854,1.7000000000000002,0.7692307692307693,relief,AL,AL,0,1.0,0.8,0.9,1.0,1.0,0.6,0.95,0.7,0.7,0.3,0.6,0.8,0.7,0.7,0.7,0.4,0.8,0.6,0.7361111111111112,3,27,0.6835664335664337,elartsc01,Rookie of the Year,1998.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.017043662286991446
2008,Jesse Carlson,TOR,69,60.0,55,2.2500011444097616,51.80853050220832,3.7986852857803375,86.94771449881978,-1.548684141370576,131.0839945555164,90.03713993499406,73.70128622414138,74.29309825150897,135.82907601306852,103.61988332416678,0.14345992,1.797805905342102,1.5847315788269043,-0.0914753518881505,2,0.0,23,11,0.5327180624008179,434482,2000s,0.008878634373346964,0.8695652173913043,0.6764705882352942,relief,AL,AL,0,0.75,0.8125,0.5,0.875,0.875,0.6875,0.1875,0.875,0.875,0.8125,0.875,0.875,0.875,0.8125,0.875,0.875,0.75,0.75,0.7743055555555556,4,35,0.6823449216087253,carlsje01,Rookie of the Year,2008.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0299634317557017
2001,Danys Baez,CLE,43,50.1,52,2.5033120804100046,55.798774022841194,3.645163515188127,82.02427309558328,-1.1418514347781223,130.57482693001012,80.86647022891535,72.29761166230743,77.14231398500607,155.68619661993785,119.23140540420418,0.15841584,1.5699400901794434,1.0388771295547483,0.2699571259028386,0,0.0,18,8,0.6555795669555664,276056,2000s,0.013085420498115098,1.1651162790697676,0.6923076923076923,relief,AL,AL,0,0.9166666666666666,0.8333333333333334,0.5,1.0,0.8333333333333334,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.8333333333333334,0.75,0.9166666666666666,1.0,0.8333333333333334,0.8333333333333334,0.9166666666666666,1.0,0.8333333333333334,0.75,0.8101851851851852,1,28,0.6822541966426858,baezda01,Rookie of the Year,2001.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.031336129544499866
1984,Bret Saberhagen,KCR,20,54.1,25,2.3190181335474804,57.981655542960745,3.522852510077689,89.06849246077063,-1.2038343765302084,119.18057692642216,75.40434100379879,71.98861339905912,66.00260977069541,91.09860079917344,76.43745806888633,0.05825243,1.1482000350952148,1.244343876838684,0.2645535469458837,1,0.0,8,3,0.3679359555244446,121604,1980s,0.006801034298048883,2.705,0.7272727272727273,relief,AL,AL,0,1.0,0.7142857142857143,0.5714285714285714,1.0,1.0,0.8571428571428571,1.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,1.0,0.8571428571428571,0.7142857142857143,2,20,0.6822429906542055,saberbr01,Rookie of the Year,1984.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.02122366053780434
2002,Mike Koplove,ARI,55,61.2,46,3.356757102838166,77.7690216401876,3.010723124184341,69.36680849614595,0.3460339786538249,103.09658151696335,28.799053049340916,82.1533571503902,82.90333260764096,105.72780617566396,102.55218934673928,0.09236948,1.7957860231399536,1.5069913864135742,0.2925229739646164,0,0.0,17,6,1.0107297897338867,407377,2000s,0.016515192642710567,1.1127272727272728,0.7391304347826086,relief,NL,NL,0,0.6363636363636364,0.9090909090909091,1.0,0.8181818181818182,0.6818181818181818,0.8181818181818182,0.6590909090909091,0.9545454545454546,0.9090909090909091,0.5454545454545454,0.5,0.9545454545454546,1.0,0.6818181818181818,0.5909090909090909,0.8863636363636364,1.0,0.8181818181818182,0.7979797979797981,2,35,0.6807511737089202,koplomi01,Rookie of the Year,2002.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.029342908874835844
2003,Luis Ayala,WSN,65,71.0,46,2.915493584322558,66.03341751071062,3.961099652481652,89.46617075729189,-1.0456060681590935,182.0029071479216,96.19436580042309,93.78095107024104,79.5139994620764,93.51883183374196,51.38315231207401,0.11458333,1.9306100606918335,0.6726071238517761,0.7798986098895291,5,3.0,25,9,0.6376051902770996,425646,2000s,0.008980354792635205,1.0923076923076922,0.7352941176470589,relief,NL,NL,0,0.9,0.6,0.35,0.85,0.55,1.0,0.35,0.75,0.65,0.7,0.4,0.85,0.6,1.0,0.75,0.9,0.85,0.85,0.7166666666666667,5,34,0.6801697530864197,ayalalu01,Rookie of the Year,2003.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.027191690995659625
2004,Frank Francisco,TEX,45,51.1,60,3.331169408778051,67.23623482880107,3.536282461564981,76.2468107359878,-0.2051130527869298,111.09469695000708,60.89411016935903,73.4695538938054,88.04807187284136,169.06048325225694,152.1769072290738,0.14814815,1.087454080581665,0.7605453729629517,0.2248353399999062,0,3.0,15,5,0.8878361582756042,407911,2000s,0.017374484506371902,1.1355555555555557,0.75,relief,AL,AL,0,0.782608695652174,0.782608695652174,0.782608695652174,0.7391304347826086,0.9565217391304348,0.08695652173913043,0.8043478260869565,0.7391304347826086,0.8260869565217391,0.30434782608695654,0.9565217391304348,0.7391304347826086,0.7391304347826086,0.4782608695652174,0.8260869565217391,0.7391304347826086,0.8260869565217391,0.5652173913043478,0.7041062801932366,6,27,0.6790740740740742,francfr01,Rookie of the Year,2004.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.02128090177263532
2018,Reyes Moronta,SFG,69,65.0,79,2.4923082773785583,63.95174749485849,3.237354670755966,83.18599147067667,-0.7450463933774079,82.39718702284291,50.63257893658515,62.45945731614362,84.30244512795244,134.49873497146888,163.2321850575462,0.16030534,1.8265318870544431,1.0942628383636477,0.2086458287937267,1,5.0,28,10,1.117795705795288,606625,2010s,0.017196857012235202,0.9420289855072463,0.7368421052631579,relief,NL,NL,0,0.8846153846153846,0.6923076923076923,0.7307692307692307,0.8076923076923077,1.0,0.07692307692307693,0.3076923076923077,0.8076923076923077,0.8076923076923077,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.8846153846153846,0.3076923076923077,0.6923076923076923,0.9615384615384616,0.8461538461538461,0.6538461538461539,0.7222222222222221,5,33,0.6785968660968661,moronre01,Rookie of the Year,2018.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.028100490570068356
2018,Jace Fry,CHW,58,50.1,68,4.291393113563196,101.86722689078675,2.42533182947034,56.855719534128546,1.8660612840928563,134.32660839203314,44.03252824655076,75.14710573700565,81.76561814158333,147.9581037551886,110.14801926379802,0.23557692,0.5532260537147522,0.8231645822525024,-0.3664670819863053,4,1.0,21,9,1.4272898435592651,605240,2010s,0.028488819232719863,0.8637931034482759,0.7,relief,AL,AL,0,0.2692307692307692,1.0,0.7692307692307693,0.9615384615384616,0.9230769230769231,0.5384615384615384,0.4807692307692308,1.0,1.0,0.23076923076923078,1.0,0.46153846153846156,0.8076923076923077,0.8846153846153846,0.9615384615384616,0.6923076923076923,0.6153846153846154,0.2692307692307692,0.7147435897435899,6,34,0.6778846153846154,fryja01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.011042436201891262
2007,Peter Moylan,ATL,80,90.0,63,1.7999998474121224,40.9566696195997,3.972938411853937,89.06759034983853,-2.1729385644418144,101.50129374899925,57.37956411803968,77.33543528582052,76.13494540121857,102.43278087113494,100.91770743041212,0.08913649,2.4429378509521484,1.8143483400344849,1.3564594026548713,1,1.0,20,7,0.4996351599693298,493247,2000s,0.005551501777436998,1.125,0.7407407407407407,relief,NL,NL,0,0.95,0.5,0.5,0.8,0.8,0.5,0.475,0.55,0.5,1.0,0.4,0.9,0.9,0.55,0.65,0.875,0.85,1.0,0.7055555555555556,4,36,0.6778812974465149,moylape01,Rookie of the Year,2007.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.027143753899468315
2022,Robert Suarez,SDP,45,47.2,61,2.2657345679402607,58.42161057389834,3.2173261205493313,81.31425056964486,-0.9515915526090706,106.48354655900734,68.49751567852134,72.32456738524617,82.00388894606624,141.20618117799046,132.6084492648501,0.20942408,1.4654037952423096,1.3152271509170532,-0.3123133017259432,1,3.0,21,5,0.695697009563446,663158,2020s,0.014739343422954364,1.048888888888889,0.8076923076923077,relief,NL,NL,0,0.7666666666666667,0.6666666666666666,0.7,0.8,0.8333333333333334,0.3,0.7333333333333333,0.6666666666666666,0.7333333333333333,0.31666666666666665,0.8,0.8333333333333334,0.9,0.6,0.8,0.8333333333333334,0.9333333333333333,0.3333333333333333,0.6972222222222224,5,38,0.6761860174781522,suarero01,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.031046690577167572
2014,Neil Ramírez,CHC,50,43.2,53,1.4427483016659544,39.60427035461982,2.6055345347138568,70.19057724511507,-1.1627862330479024,115.80587662317394,49.09879151973842,74.67912684886683,83.15490086644671,145.75956547711127,125.86542458817968,0.20338983,0.5883700251579285,0.7982008457183838,-0.318328836723759,3,2.0,17,4,0.8746010065078735,519166,2010s,0.02024539366916374,0.8640000000000001,0.8095238095238095,relief,NL,NL,0,0.8666666666666667,0.8666666666666667,0.5333333333333333,0.8666666666666667,0.8666666666666667,0.4666666666666667,0.9333333333333333,0.8,0.8666666666666667,0.13333333333333333,0.8666666666666667,0.6,0.7333333333333333,0.8,0.8666666666666667,0.5666666666666667,0.8666666666666667,0.4666666666666667,0.7203703703703703,3,31,0.6759259259259259,ramirne01,Rookie of the Year,2014.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.01361967650828538
2019,Josh Taylor,BOS,51,46.1,60,3.1079145219966207,64.2750065526064,3.0629302975553943,67.99647846818915,0.0449842244412264,159.8189510034936,67.06933658764831,89.97732874931759,84.88122720029394,140.40539480051925,87.85278941796507,0.24468085,0.797471821308136,0.923408269882202,-0.0688725107599458,0,1.0,12,7,0.8712230324745178,657031,2010s,0.018898547342180428,0.903921568627451,0.631578947368421,relief,AL,AL,0,0.96,1.0,0.8,0.88,0.64,0.72,0.72,0.8,0.92,0.16,0.8,0.8,0.96,0.92,0.92,0.64,0.6,0.6,0.7688888888888888,2,38,0.6749833666001329,taylojo02,Rookie of the Year,2019.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.017298737989330498
1979,Ron Davis,NYY,44,85.1,43,2.847656165133233,69.21488587882678,3.5056030042935173,84.64102232945005,-0.6579468391602843,112.54819617935856,58.56940583848511,97.1132554644174,93.67435931929076,102.7197313392436,91.26732938258571,0.04201681,1.9301239252090456,0.7894037961959839,0.3715373553727013,9,0.0,19,13,1.3173222541809082,113135,1970s,0.015479697463935467,1.9340909090909089,0.59375,relief,AL,AL,0,0.85,0.85,0.65,0.75,0.65,0.75,0.4,0.85,0.85,0.75,0.55,0.95,0.75,0.75,0.55,0.75,0.65,0.85,0.7305555555555556,1,20,0.6710526315789473,davisro02,Rookie of the Year,1979.0,AL,3.0,28.0,3.0,0.0,0.10714285714285714,1,0.022680657170494074
2003,Javier López,COL,75,58.1,40,3.702859402903165,75.10863875530266,3.597236618914134,77.46816699818069,0.1056227839890313,171.45201398514428,73.17645720644178,99.97343048059732,86.85378760396159,96.77838150654028,56.44633655735374,0.11570248,1.4142359495162964,1.4078468084335327,0.4102703786126935,1,1.0,16,6,0.7464727759361267,425657,2000s,0.01284806843263557,0.7746666666666667,0.7272727272727273,relief,NL,NL,0,0.7,0.9,0.65,0.7,0.35,0.9,0.65,0.8,0.85,0.55,0.45,0.8,0.85,0.95,0.8,0.7,0.8,0.65,0.7250000000000001,4,38,0.6705246913580247,lopezja02,Rookie of the Year,2003.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.02434141049081405
1974,Oscar Zamora,CHC,56,83.2,38,3.1195220071715704,80.33141021335734,3.2833989087953395,85.41350164286598,-0.1638769016237691,136.95717835110153,98.00983876494344,100.81434184993144,88.97346428665594,82.79483441408108,60.45307997863827,0.05507246,2.5527501106262207,1.1694644689559937,0.1030574967944548,10,0.0,22,14,1.25717294216156,124741,1970s,0.015110251708672596,1.4857142857142858,0.6111111111111112,relief,NL,NL,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.5714285714285714,1.0,0.14285714285714285,1.0,1.0,0.8571428571428571,0.2857142857142857,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.42857142857142855,0.7777777777777779,2,19,0.670138888888889,zamoros01,Rookie of the Year,1974.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.03068209267579592
2021,Anthony Bender,MIA,59,60.1,70,2.8342545617832147,67.23246701988268,3.170034122467041,75.60172156723402,-0.3357795606838265,133.18920896297774,60.7496787125001,86.6237883029507,83.31403793947997,123.57346757649027,92.78039054092744,0.20576132,1.042457938194275,0.2836011350154876,0.5053960850611332,3,2.0,20,10,1.0047948360443115,669622,2020s,0.01671871607394861,1.0186440677966102,0.6666666666666666,relief,NL,NL,0,0.6666666666666666,0.7619047619047619,0.7142857142857143,0.8095238095238095,0.6666666666666666,0.5238095238095238,0.19047619047619047,0.7619047619047619,0.7619047619047619,0.7142857142857143,0.8095238095238095,0.8095238095238095,0.5238095238095238,0.7619047619047619,0.7619047619047619,0.8809523809523809,0.5714285714285714,0.8571428571428571,0.6970899470899473,5,34,0.6695715323166305,bendean01,Rookie of the Year,2021.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.01734538998659359
2009,Jose Mijares,MIN,71,61.2,55,2.3351368204021705,53.15096474474383,4.005192522797595,93.1880461197588,-1.670055702395424,117.99546255513678,91.8182597607654,83.72772742367815,84.35492919301069,123.53126850342952,104.69153935824085,0.12648221,2.825063943862915,0.8499918580055237,1.480693161179215,0,1.0,24,9,0.5632681846618652,467726,2000s,0.009203728507546817,0.8619718309859156,0.7272727272727273,relief,AL,AL,0,0.896551724137931,0.5517241379310345,0.3448275862068966,0.7586206896551724,0.6896551724137931,0.5517241379310345,0.3275862068965517,0.7586206896551724,0.7241379310344828,0.7931034482758621,0.7241379310344828,1.0,0.8620689655172413,0.6551724137931034,0.6206896551724138,0.9482758620689655,0.896551724137931,1.0,0.727969348659004,4,33,0.668424753867792,mijarjo01,Rookie of the Year,2009.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0461611755533156
2023,Fernando Cruz,CIN,56,63.0,90,5.000000605507576,107.95967912730032,3.0169450925681383,64.90281056526311,1.9830555129394376,129.57998766331508,69.84451993349381,85.83372656787137,92.98214938792692,150.84685107585008,116.41215364755328,0.23507463,0.941666305065155,0.2271651923656463,0.864642788396853,0,0.0,16,7,1.406703233718872,518585,2020s,0.022328622757442414,1.125,0.6956521739130435,relief,NL,NL,0,0.2727272727272727,0.9090909090909091,0.6363636363636364,0.6363636363636364,0.8181818181818182,0.2727272727272727,0.4090909090909091,0.9090909090909091,0.9090909090909091,0.6818181818181818,1.0,0.8181818181818182,0.5,0.7727272727272727,1.0,0.6818181818181818,0.7727272727272727,1.0,0.7222222222222222,3,35,0.6683708248125426,cruzfe01,Rookie of the Year,2023.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.014947084207383414
1978,Steve Comer,TEX,19,42.1,24,0.8503938029604697,22.488960275959116,2.3722446602980907,63.22302003053768,-1.521850857337621,132.50194964273544,0.0,94.79789230345034,89.17824255468487,119.40695404999046,90.11713083795036,0.06470588,-0.4982759952545166,0.6887041330337524,-1.192083435185172,1,0.0,5,5,0.9184923768043518,112538,1970s,0.021816921064236383,2.2157894736842105,0.5,relief,AL,AL,0,1.0,1.0,0.9375,1.0,0.75,0.875,0.75,0.875,0.875,0.25,0.75,0.375,0.75,1.0,0.875,0.5,0.625,0.375,0.7534722222222222,2,15,0.6666666666666665,comerst01,Rookie of the Year,1978.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.011835534329085904
2022,Dylan Lee,ATL,46,50.2,59,2.1315793753331587,52.09787794203977,2.658483542101517,68.37302634039206,-0.5269041667683583,216.2837938052713,80.5521825834551,86.70069099802032,77.1484007208537,129.7816212179206,60.00524434369846,0.2437811,-0.0439255610108375,1.0987567901611328,-1.1447651652055992,0,3.0,12,7,1.124274730682373,669276,2020s,0.022395910969768385,1.091304347826087,0.631578947368421,relief,NL,NL,0,0.9,0.9333333333333333,0.5333333333333333,0.9,0.5333333333333333,0.9666666666666667,0.6,0.9,0.9666666666666667,0.43333333333333335,0.7333333333333333,0.36666666666666664,0.7666666666666667,1.0,0.9333333333333333,0.5,0.5,0.13333333333333333,0.7000000000000001,4,40,0.6654182272159799,leedy01,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0008750111755146912
2002,Mike Crudale,STL,48,50.2,47,1.95394746649629,48.606718932423945,2.7054955102730327,64.73951141651987,-0.7515480437767426,186.36689733776137,52.57721577879546,85.24445771058407,77.83874520046115,131.85555376753825,70.75051985726562,0.16666667,0.4313439726829529,0.6814219355583191,-0.1442937205642591,0,1.0,8,7,0.9804056882858276,407866,2000s,0.019529993790554333,1.0458333333333334,0.5333333333333333,relief,NL,NL,0,0.8636363636363636,0.9545454545454546,0.8181818181818182,0.8636363636363636,0.5909090909090909,0.9090909090909091,0.5227272727272727,0.8636363636363636,0.9545454545454546,0.3181818181818182,0.8636363636363636,0.7272727272727273,0.7727272727272727,1.0,0.9545454545454546,0.36363636363636365,0.3181818181818182,0.45454545454545453,0.7285353535353536,3,37,0.6652973395931142,crudami01,Rookie of the Year,2002.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.008592509415995077
2013,Danny Farquhar,SEA,46,55.2,79,4.203591854165847,109.3516882862585,1.8622259041514304,48.122873237386834,2.341365950014416,143.76422702441843,31.225540661061256,84.71028352788417,89.97950836398908,173.2456114184392,120.50676761621116,0.25,0.3869480490684509,0.5050219297409058,-0.1893118504952278,16,4.0,18,5,1.8799537420272827,543144,2010s,0.034057133007740624,1.2,0.782608695652174,closer,AL,AL,0,0.13793103448275862,1.0,0.8620689655172413,0.6896551724137931,0.7586206896551724,0.3103448275862069,0.8448275862068966,0.9655172413793104,1.0,0.5172413793103449,0.9655172413793104,0.6206896551724138,0.5517241379310345,0.7931034482758621,0.9655172413793104,0.6206896551724138,0.9655172413793104,0.5517241379310345,0.728927203065134,3,28,0.6640740740740743,farquda01,Rookie of the Year,2013.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.007009928425153096
2016,Mychal Givens,BAL,66,74.2,96,3.133929959061809,74.12473757419679,3.3072747397179825,75.16907236181385,-0.1733447806561736,100.87992653788088,59.18878287517874,85.79343975257933,96.23459578536624,146.5587095573311,145.28034307840173,0.19169329,2.0320019721984863,0.7807316184043884,1.055594520159384,0,1.0,25,10,1.194952368736267,571710,2010s,0.016104479363022468,1.1242424242424243,0.7142857142857143,relief,AL,AL,0,0.47619047619047616,0.6190476190476191,0.5238095238095238,0.19047619047619047,0.6666666666666666,0.14285714285714285,0.35714285714285715,0.7619047619047619,0.5714285714285714,0.9047619047619048,0.7619047619047619,0.9523809523809523,0.5714285714285714,0.23809523809523808,0.6666666666666666,0.8571428571428571,0.7142857142857143,1.0,0.6097883597883598,9,35,0.6615646258503403,givenmy01,Rookie of the Year,2016.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.027385471323429732
2023,Justin Topa,SEA,75,69.0,61,2.608695940619863,64.80955555273485,3.153591072917409,76.31270120074667,-0.5448951322975462,124.63637033508076,42.61939652486863,97.33261058929746,88.17812795404771,94.26303294490316,75.63044088923078,0.15412186,1.8990719318389893,1.187590718269348,0.0909786258649012,3,2.0,28,11,1.0667022466659546,623437,2020s,0.015459452850231226,0.92,0.717948717948718,relief,AL,AL,0,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.4090909090909091,0.7727272727272727,0.06818181818181818,0.7727272727272727,0.7727272727272727,0.8636363636363636,0.2727272727272727,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.5454545454545454,0.9545454545454546,0.9090909090909091,0.5909090909090909,0.6957070707070705,5,41,0.6596796182685752,topaju01,Rookie of the Year,2023.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.027522781620854916
2023,Ian Hamilton,NYY,36,54.0,64,2.3333336629985757,54.4912485094808,2.680966204314881,60.82888608898056,-0.3476325413163055,94.151540107327,13.614529863602886,83.62028071631754,91.27862752109714,125.421812027261,133.21270770505575,0.17727273,1.4118682146072388,1.359485149383545,0.1661441500037164,2,0.0,12,7,1.107334852218628,641656,2020s,0.02050620096701163,1.5,0.631578947368421,relief,AL,AL,0,0.8636363636363636,0.9545454545454546,0.9545454545454546,0.7272727272727273,0.9090909090909091,0.18181818181818182,0.4090909090909091,0.8181818181818182,0.8636363636363636,0.5,0.8636363636363636,0.8636363636363636,0.9090909090909091,0.4090909090909091,0.7272727272727273,0.5909090909090909,0.5,0.7272727272727273,0.7095959595959594,4,42,0.6589979550102247,hamilia01,Rookie of the Year,2023.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.026145707677911828
