,Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,rookie_of_the_year,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,WPA/G,Position,Def_int_Off,wOBA_int_BB/K,PA_int_WAR,PA_int_wRC+,PA_int_K%+,PA_int_BB%+,PA_int_OBP+,wRC+_int_WAR,wOBA_int_WAR,OBP+_int_SLG+,OBP+_int_ISO+,wRC+_int_WPA,wOBA_int_WPA,BB%+_int_K%+,Def_int_Off_int_WPA,Def_int_Off_int_WAR,vote_getter
0,2024,Jackson Chourio,MIL,136,527,21,76,77,38,106,20,7,0.273291925,0.358490566,0.3427816920581905,1.826995849609375,16.440340180494694,120.63278984396004,87.529931130519,89.41933983276071,104.3704501544048,117.71316048009356,128.53912850578732,2.1812078952789307,1.3462388515472412,0.8493193582662055,3.708328661949568,694192,2020s,27,0.7407407407407407,0.027267122514335,NL,NL,0.2504300197298567,10,4,11,10,7,3,3,2,3,4,15,2,7,2,2,4,5.5625,1,RF,66.5625,32,0.0160382933476391,RF,30.036433275930047,0.12288400280037841,1954.2892048474223,63573.480247766944,47123.99209186489,46128.27370578351,55003.227231371326,447.34603214929575,1.2711471734509583,12285.775548405058,13415.686704603908,263.1251936371696,0.7476781330743962,7826.86865729802,65.51570540747741,111.38496641986715,1
1,2024,Jackson Merrill,SDP,146,555,24,74,86,26,98,16,3,0.290384615,0.265306122,0.3507736646544911,3.5589641332626343,23.82384015335836,130.01205057870789,56.867477902675176,78.49993593643444,102.3288568685392,125.09346327449336,136.62506529911045,2.2933661937713623,2.3308186531066895,0.1461994513364448,4.744176422689189,701538,2020s,19,0.8421052631578947,0.0324943590595149,NL,NL,0.7126054004761696,4,2,20,18,10,1,2,1,2,2,11,1,3,1,1,11,5.625,2,CF,69.125,34,0.0157079876285709,CF,84.78819262238459,0.0930624006692115,2633.0179145925,72156.68807118287,43567.46444472112,31561.450235984725,56792.51556203926,616.8001050209803,1.6641321495541208,12800.671098605497,13980.686751647496,298.16524158010117,0.8044524641839025,4464.093372226603,194.45037459115125,402.2501443615464,1
2,2024,Spencer Horwitz,TOR,86,332,12,44,36,37,57,0,0,0.27368421,0.649122807,0.3571700618122563,-2.155671715736389,10.14708571816602,135.65376552184244,137.6958922882753,76.38868622597622,117.7761469324901,116.55388436188424,120.83157198409818,1.9687514305114744,1.095073938369751,1.0066561527543882,1.9557470431311612,687462,2020s,0,0.0,0.0227412446875716,AL,AL,0.07063017455621105,2,1,4,2,1,4,6,12,8,1,18,6,20,3,4,2,5.875,3,2B,63.0625,29,0.0228924584943194,2B,-21.873785679803156,0.23184723309993532,649.3080183195456,45037.050153251694,25361.043827024103,45715.0362397074,39101.680781586714,265.30445080895123,0.6985342922842943,13727.267410157738,14231.0769760829,267.06854492539543,0.7031790701287514,10518.408310614881,-43.06404684781386,-42.77959166535976,1
3,2024,Austin Wells,NYY,105,374,13,39,50,42,79,1,2,0.246875,0.531645569,0.3304538092408678,18.375011801719666,4.612922820942419,115.54833289074855,138.7506518453995,93.98266577039035,108.2957059305952,106.95143383176536,113.5942644133498,0.4394674599170685,0.0420698001980781,0.4456018256378065,3.643493611913967,669224,2020s,3,0.3333333333333333,0.0346999391610854,AL,AL,0.01691854445758593,13,7,3,4,3,7,7,3,1,6,1,7,18,5,8,7,6.25,4,C,76.3125,44,0.0041854043801625,C,84.76251127523892,0.17568430344207864,1362.6666108558236,43215.076501139956,35149.51699812599,51892.74379017941,40502.594018042604,420.9996127547509,1.2040063430017385,11582.381027100371,12301.771054310406,50.77973235314913,0.14522369616700367,13040.156137809976,37.250365526321126,308.8316683611186,1
4,2024,Michael Busch,CHC,141,531,20,71,63,58,154,2,1,0.254817987,0.376623376,0.3403092693607762,-5.802755832672119,12.081661309842476,121.394988685192,132.59192604874096,128.93250196650965,106.97337727018872,111.64494978910406,124.71975771280516,1.5682275295257568,1.198495626449585,0.4487512125359554,2.487541781091781,683737,2020s,3,0.6666666666666666,0.017642140291431,NL,NL,0.3124311648210699,21,3,5,8,5,5,4,10,11,5,21,3,5,4,3,6,7.4375,5,1B,84.125,57,0.0111221810604663,1B,-70.1069306340575,0.1281684259107489,1320.8846857597357,64460.73899183695,68463.15854421663,70406.31273188145,56802.86333047021,301.9751063695791,0.8465335260277479,11943.037334101105,13341.693694858435,190.37496320258586,0.5336823647643654,17095.408766022596,-109.9436186308816,-174.39391909632133,1
5,2024,Joey Ortiz,MIL,130,469,10,54,51,55,92,9,6,0.241895261,0.597826086,0.3251279655054243,11.054759979248049,3.963994355813584,108.69768725537013,142.35523871167987,87.20696931035691,107.3636837076302,99.68232808966783,102.1518769978749,-0.993638515472412,-0.0402017310261726,-0.9534367844462396,3.172689432969289,687401,2020s,15,0.6,0.0244053033305329,NL,NL,0.03697627505000904,8,8,1,3,4,11,9,5,7,8,3,8,11,17,10,21,8.375,6,3B,95.6875,76,-0.0076433731959416,3B,43.82100616261316,0.1943699790672508,1487.9913440625965,50979.21532276859,40900.06860655739,66764.60695577785,50353.567658878565,344.86400374331333,1.0315300605218631,10702.261944259319,10967.401812140584,-108.00620859971049,-0.32305966898337535,12414.368933497999,-43.542239509926354,139.03044319420485,1
6,2024,Wilyer Abreu,BOS,120,405,15,55,57,35,117,8,3,0.261707988,0.299145299,0.3449640724394056,5.088099002838135,10.326238015844782,119.67821202130088,106.77519310593703,128.53550512048955,105.32439247246616,121.3190788213127,140.54483446380112,0.02083420753479,0.477265328168869,-0.4543486817172449,2.969277740608786,677800,2020s,11,0.7272727272727273,0.0247439811717398,AL,AL,0.031062164895744804,20,5,10,15,6,2,1,7,4,3,10,4,15,9,5,19,8.4375,7,RF,94.625,73,0.0001736183961232,RF,52.540921351489075,0.10319438059414364,1202.5574849465584,48469.67586862686,52056.879573798265,43243.9532079045,42656.37895134879,355.3578509907075,1.0242941416040836,12777.858272173997,14802.799305043178,2.493400706644382,0.0071870530772489075,13724.403380209429,1.0946484595060024,156.0085882400534,1
7,2024,Masyn Winn,STL,139,586,13,73,50,38,103,11,5,0.270871985,0.368932038,0.3142934955682132,7.479886054992676,3.468368504475073,102.9890321316854,78.7171910985786,78.14043411216933,100.69789021317536,101.33759302569251,87.87264568007777,-0.677257776260376,-0.4896137714385986,-0.1761425253708803,3.1591012524954603,691026,2020s,16,0.6875,0.0227273471402551,NL,NL,0.36581041732664304,3,10,15,9,14,8,15,6,9,10,8,10,1,14,13,15,10.0,8,SS,114.0,111,-0.0048723581025926,SS,25.9430012101989,0.11595293985012486,1851.2333339623397,60351.57282916765,45790.29438973123,46128.27398376706,59008.96366492076,325.3527804005026,0.9928849755007186,10204.48181696863,8848.59002743373,-69.75012288071366,-0.2128577139016284,6150.995484533523,-17.57009930913955,81.9565676166306,1
8,2024,Colton Cowser,BAL,142,518,20,70,62,49,158,8,4,0.241830065,0.310126582,0.3272636507370675,6.495110750198364,10.203590152341054,115.57327617723668,116.87554859278195,135.71242117030013,104.18297789298718,109.10334650724612,122.26482007370672,-2.321861743927002,-0.0434288531541824,-2.463707379879416,3.487089733009618,681297,2020s,12,0.6666666666666666,0.0245569699507719,AL,AL,0.3572904138036826,22,6,8,14,8,6,5,4,5,7,9,5,8,22,11,22,10.125,9,LF,111.875,108,-0.0163511390417394,LF,66.27344808908855,0.10149315741592851,1806.312481698982,59866.9570598086,70299.03416621547,60541.53417106105,53966.78254856736,403.0143847679271,1.1411977164724736,11366.711537215342,12737.913046829042,-268.3451685762358,-0.7598609508242847,15861.463675133504,-153.87778375618677,231.10146040260656,1
9,2024,Wyatt Langford,TEX,122,503,11,61,64,44,105,15,3,0.249448123,0.419047619,0.3084254621267319,-2.553973913192749,3.7084462414767927,100.08783334846524,108.0791786855213,92.878155821059,102.7926478302094,98.3269899931777,90.09761557947172,0.2790921628475189,-0.5443505644798279,0.8201035572286339,1.8350562271884472,694671,2020s,18,0.8333333333333334,0.0150414444851512,AL,AL,0.018748270582720113,12,11,9,6,9,13,14,14,14,11,19,9,9,6,14,5,10.9375,10,LF,117.4375,113,0.002287640679078,LF,-9.471274959209426,0.12924495554318166,923.0332822757889,50344.180174278015,46717.71237799268,54363.82687881721,51704.701858595334,183.66680185190066,0.5659780648991339,10107.29165457324,9261.372468602225,27.933729883945194,0.08607912930219513,10038.194798965926,-2.643358613289305,-17.380322093311264,0
10,2024,Nolan Schanuel,LAA,139,576,13,59,51,65,97,9,1,0.251521298,0.670103092,0.3170001787113977,-11.006002187728882,-0.9180238730215192,104.04026518866974,139.4274283625706,74.92754794150531,111.29617857851852,91.88048225295074,72.43903084914494,-1.0559548139572144,-0.446770429611206,-0.6786690646138909,0.7372040159078406,694384,2020s,10,0.9,0.0053036260137254,AL,AL,0.021162876304828417,1,9,2,1,2,17,17,22,22,9,22,14,2,18,12,20,11.875,11,1B,133.25,131,-0.0075967972227137,1B,10.103772754862181,0.21242279991906016,424.62951316291617,59927.19274867377,43158.26761430706,80310.19873684066,64106.59886122667,76.69890131320403,0.23369380478954552,10225.946560704808,8062.187313441247,-109.861818871361,-0.33473786473559763,10446.955322997306,-10.669127479626466,7.4485418507046255,0
11,2024,Colt Keith,DET,138,528,13,53,58,34,104,7,1,0.262729124,0.326923076,0.3049871097027237,2.4268341958522797,-0.615390946838537,98.7261018508151,79.56138536495158,87.63784423854084,100.98574591034964,96.8674778805186,77.92939096056962,-0.4199966788291931,-0.0128261381760239,-0.4236083827873264,1.9880120315636496,690993,2020s,8,0.875,0.0144058842866931,AL,AL,0.022312145078147227,9,12,14,12,11,14,16,11,15,12,12,13,6,12,9,18,12.25,12,2B,137.1875,135,-0.0030434541944144,2B,-1.493451793605674,0.09970732404436387,1049.670352665607,52127.381777230374,46272.78175794956,42008.41147269443,53320.47384066461,196.2686783087987,0.6063180435608374,9782.234508218466,7869.757674492382,-41.464634891094995,-0.12809357316085873,6972.588298016149,0.6272447933058847,-2.9690001342483923,0
12,2024,Pete Crow-Armstrong,CHC,111,365,10,42,46,19,86,27,2,0.241691842,0.220930232,0.300484557111724,11.046969652175903,3.0564072747856037,94.4708135070604,63.189416156710074,104.74704917016216,92.8136917992288,101.261053912072,106.35194676642574,-0.0961088985204696,0.2848656773567199,-0.3847642292971104,2.7178653426463835,691718,2020s,29,0.9310344827586208,0.0244852733571746,NL,NL,0.023388124250368146,14,13,19,20,20,9,8,8,6,15,4,11,19,10,6,17,12.4375,13,CF,138.875,139,-0.0008658459326168,CF,33.76403840924622,0.06638612291511044,992.02085006593,34481.846930077045,38232.67294710919,23064.136897199176,33876.997506718515,256.7589499224493,0.8166765637744026,9398.412249060144,9870.916809427028,-9.079485828496276,-0.028879239806418933,6618.9048812007495,-3.2450245411154826,91.76610982027162,0
13,2024,Jacob Young,WSN,139,487,3,73,35,27,95,32,9,0.257990867,0.284210526,0.2914614706049384,13.223162174224854,-3.2977125266010106,86.5794051515049,67.30051848221868,86.72231327557623,100.69902658777868,83.32587697909699,49.68388594087491,-0.5499095916748047,-1.4467570781707764,0.8727246818188191,2.7105477399221227,696285,2020s,41,0.7804878048780488,0.0195003434526771,NL,NL,0.047993226642147405,7,17,18,16,13,19,21,9,10,17,2,16,10,13,21,3,13.25,14,CF,146.4375,156,-0.0039561841127683,CF,-43.606187543217956,0.08283641786936308,1320.0367493420738,42164.17030878289,42233.766565205624,32775.3525008405,49040.425948248216,234.6776109572134,0.790020230422594,8390.834701368063,5003.118951344326,-47.61084533431154,-0.16027745828929976,5836.456647423676,23.979460786385943,-118.19665309188966,0
14,2024,David Hamilton,BOS,98,317,8,47,28,22,80,33,4,0.248299319,0.275,0.3046489931431478,1.999277889728546,3.055423930477227,91.5531283801543,85.7473599805786,112.2853236492506,97.86378886429088,99.29064682209383,93.2722929183269,0.0393531136214733,0.1313079595565796,-0.0872805034664584,1.602125686682176,666152,2020s,37,0.8918918918918919,0.0163482212926752,AL,AL,0.01580812762939068,16,16,13,17,15,12,11,15,13,13,14,12,21,8,7,14,13.5625,15,SS,146.1875,155,0.0004015623838925,SS,6.10864150795061,0.08377847311436565,507.8738426782498,29022.341696508916,35594.44759681244,27181.913113843413,31022.82106998021,146.67961867395613,0.4880859773364992,9716.958896796265,9127.979981047438,3.602900663545544,0.011988886441829735,9628.170067488067,0.24039406333522834,9.786811470620615,0
15,2024,Otto Lopez,MIA,106,390,5,40,34,22,69,17,3,0.256906077,0.318840579,0.288953187853791,10.723527550697328,-5.802013771187557,82.13927421486022,68.47651998950474,78.65397804336698,95.11833121234456,89.16028561865224,65.4190002596322,-0.2791206836700439,-0.590103268623352,0.3229016892195085,1.858922598589798,672640,2020s,20,0.85,0.0175370056470735,NL,NL,0.016182833380499036,5,19,17,13,19,18,19,13,12,19,5,19,16,11,15,8,14.25,16,2B,154.125,169,-0.0026332139968872,2B,-62.21805452485507,0.09213000171919848,724.9798134500212,32034.316943795486,30675.05143691312,26705.842795906847,37096.14917281438,152.69055306976796,0.5371416108359751,8480.777578462204,6222.54613427615,-22.926770375012993,-0.08065281134238876,5385.950699740685,17.366345915597616,-115.65854759654532,0
16,2024,Wenceel Pérez,DET,102,389,9,50,34,27,80,9,5,0.240223463,0.3375,0.2954883618564261,-2.8380524814128876,-2.2139351643818967,92.0994727500736,85.75738022231765,91.502435757342,95.19276500442896,96.30198110772348,90.84869160880108,0.070469744503498,-0.9411206841468812,1.0142651753827097,0.8069197493548772,672761,2020s,14,0.6428571428571429,0.0079109779348517,AL,AL,0.01580812762939068,11,15,12,11,18,16,13,21,20,16,20,15,17,7,17,1,14.375,17,RF,153.1875,166,0.0006908798480735,RF,6.283264186961291,0.09972732212654381,313.8917824990472,35826.69489977863,35594.447509606034,33359.62090648156,37029.98558672287,74.31688346720573,0.2384353948864706,9167.251857048479,8648.138151276438,6.490226313604563,0.020822989363779507,7847.009174510572,0.4427800219031412,5.070089962873281,0
17,2024,Brayan Rocchio,CLE,134,412,8,50,34,41,79,10,6,0.210084033,0.518987341,0.2804581418014097,9.465783596038818,-10.913459461593373,81.6075077341201,122.9543745765848,85.31436149474688,97.73449737932204,81.06386468948024,71.45346628512368,-0.9710747599601746,-1.3995198011398315,0.3115265374841294,1.256590081885786,677587,2020s,16,0.625,0.0093775379245207,AL,AL,0.016182833380499036,6,20,7,5,16,20,18,16,18,21,7,22,14,16,20,10,14.75,18,SS,155.625,171,-0.0072468265668669,SS,-103.30444554758519,0.14555422527531459,517.7151137369439,33622.293186457486,35149.516935835716,50657.202325552935,40266.61292028068,102.5471848261129,0.35242091937176884,7922.736071051722,6983.468613386896,-79.24699098385877,-0.2723458227286805,10489.773959987271,100.31633966294021,-129.8113416898058,0
18,2024,Andy Pages,LAD,108,414,10,55,39,26,102,1,2,0.246031746,0.25490196,0.3013269503911336,-1.1896822899580002,-3.366999258479767,94.24046810387912,76.23538797585881,109.53074477853175,95.81353638068958,96.55220654009152,91.43504978491391,-0.8437139391899109,-0.8521748185157776,-0.0775370544149324,0.965994602589612,681624,2020s,3,0.3333333333333333,0.0089443944684223,NL,NL,0.01580812762939068,15,14,16,19,17,15,12,19,19,14,17,17,13,15,16,13,15.6875,19,CF,167.4375,197,-0.0078121661036102,CF,4.005659388115098,0.07680883025552272,399.92176547209937,39015.55379500596,45345.72833831215,31561.45062200555,39666.804061605486,91.03578353386573,0.2910802076926228,9251.008353964913,8760.715469037013,-79.51199657502501,-0.2542337482985862,8350.11882347614,-3.3796306613996374,3.8694453487315923,0
19,2024,Max Schuemann,OAK,125,437,7,53,34,46,114,14,1,0.222811671,0.403508771,0.2831831562022368,2.0093040466308594,-4.609110202009543,86.32940324690342,130.05700115360855,116.0688510381105,100.98574591034964,78.76591775809084,57.513406460860054,-1.6966426372528076,-1.3786214590072632,-0.3787672602064968,1.223231713176774,680474,2020s,15,0.9333333333333332,0.0097858537054141,AL,AL,0.016417084158807865,17,18,6,7,11,21,20,17,17,20,13,18,12,21,19,16,15.8125,20,SS,168.25,199,-0.0135731410980224,SS,-9.261103780265351,0.11426688732706558,534.5522586582503,37725.9492188968,50722.08790365428,56834.90950412694,44130.77096282279,105.60086383123823,0.34639861730406807,7954.234957114058,5808.034251295075,-146.47014639728732,-0.4804606169645368,15095.566693361556,15.712783541621352,-11.328475843041884,0
20,2024,Ceddanne Rafaela,BOS,143,539,15,68,70,15,143,19,8,0.24951267,0.104895104,0.2903073061980418,1.2391092777252195,-9.994492905488915,81.54791068178088,34.384271725245085,118.04281098838324,89.66481109007537,100.07151685602986,94.47736082110924,-1.235571026802063,-1.326382756233215,0.0591354101577836,0.9372950212091042,678882,2020s,27,0.7037037037037037,0.0065545106378259,AL,AL,0.016417084158807865,18,21,22,22,21,10,10,20,21,18,16,21,4,19,18,12,17.0625,21,SS,181.75,222,-0.0086403568307836,SS,-12.3842688853502,0.03045181507560344,505.2020164317072,43954.323857479896,63625.07512273856,18533.1224599071,48329.33317755063,76.43445067203794,0.2721035927200515,8972.89365439321,8471.294710313648,-100.75823573465092,-0.3586952964072554,4058.8160882363154,15.301643822864987,-11.607713567553565,0
